DATE,ret_true,sigma_lstm,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2006-01-31,-0.0038880298,0.005878422,0.006194141,0.0062000663,17.728073,-0.00952959478456955,-0.0145314030090419,0,0
2006-02-01,0.0029174385,0.005933783,0.0044153407,0.0061715334,17.946579,-0.009619341622052899,-0.014668255361501755,0,0
2006-02-02,-0.011917695,0.0059017832,0.005867443,0.0061345794,17.926205,-0.009567466437552104,-0.014589152395511003,1,0
2006-02-03,-0.005123164,0.0059338165,0.00655859,0.00624159,17.729158,-0.009619395637603594,-0.014668337728250151,0,0
2006-02-06,0.0025648628,0.00594894,0.003315056,0.0062239137,19.069603,-0.009643912789669253,-0.014705723223158803,0,0
2006-02-07,-0.00890654,0.0058885436,0.005668721,0.0061842497,19.36034,-0.009546003696079775,-0.014556424482828054,0,0
2006-02-08,0.008512374,0.00596545,0.005785326,0.006228567,19.915745,-0.009670677495039701,-0.01474653594698899,0,0
2006-02-09,-0.0019731657,0.0059665167,0.006863358,0.0062568043,22.991804,-0.00967240683665499,-0.014749172969918104,0,0
2006-02-10,0.0019731657,0.005972713,0.008875409,0.006227384,19.696024,-0.009682452041098704,-0.014764490611158861,0,0
2006-02-13,-0.0019731657,0.0059921653,0.0047353297,0.0061849537,19.957966,-0.009713986150797115,-0.014812576061476323,0,0
2006-02-14,0.009827123,0.005950951,0.008271707,0.0061441795,19.419785,-0.009647173134549615,-0.014710694828612763,0,0
2006-02-15,0.0031243924,0.0059903194,0.0057668854,0.00619481,23.333517,-0.0097109933516913,-0.01480801242882301,0,0
2006-02-16,0.0073815407,0.0059647327,0.004417031,0.006168093,20.801151,-0.009669514472713752,-0.014744762487937591,0,0
2006-02-17,-0.0021311643,0.0059202285,0.003162011,0.006178958,24.050217,-0.009597368264827886,-0.014634748825650376,0,0
2006-02-20,-0.00019396761,0.0058724517,0.0017676872,0.0061714714,21.837118,-0.009519916717071981,-0.014516645204294146,0,0
2006-02-21,-0.0027195043,0.005819607,0.006000768,0.006131803,19.505371,-0.00943424974165223,-0.014386014115299071,0,0
2006-02-22,0.005431633,0.005889055,0.005962494,0.006100938,18.03067,-0.009546832497185785,-0.014557688297623755,0,0
2006-02-23,-0.001548887,0.0058689774,0.005112513,0.006103501,16.862356,-0.009514283907925842,-0.014508055896812982,0,0
2006-02-24,0.0021291017,0.00584273,0.0037004733,0.0060678185,15.542676,-0.009471734001857126,-0.014443172777744522,0,0
2006-02-27,0.0007730963,0.005798561,0.0042014886,0.006029737,14.943083,-0.00940013132545015,-0.014333987930863042,0,0
2006-02-28,-0.008926898,0.0057862946,0.005978134,0.0055920454,24.785446,-0.009380246006856774,-0.014303665384629342,0,0
2006-03-01,0.0073801074,0.0058186967,0.004350633,0.0060179136,17.118721,-0.009432773597930834,-0.014383763186503064,0,0
2006-03-02,-0.0003870718,0.0057853647,0.004799896,0.006056508,16.593573,-0.009378738635395132,-0.014301366837556919,0,0
2006-03-03,-0.0038789809,0.005786675,0.0101362085,0.006007591,16.649792,-0.009380862965724894,-0.014304606167333677,0,0
2006-03-06,-0.0054559764,0.005852922,0.007478825,0.005979744,16.763956,-0.009488256852419602,-0.014468367993890575,0,0
2006-03-07,-0.0015643336,0.0058469684,0.0041845385,0.006001841,15.676169,-0.009478604948704401,-0.014453650085536575,0,0
2006-03-08,0.0015643336,0.0058074044,0.0071579963,0.005789024,27.98411,-0.00941446739020237,-0.014355848580679502,0,0
2006-03-09,-0.005878912,0.0058419723,0.0056314743,0.0056642042,23.574404,-0.009470505992071745,-0.014441300221198959,0,0
2006-03-10,0.008610621,0.005871446,0.00586533,0.0057814107,24.286293,-0.00951828612263531,-0.014514158758076942,0,0
2006-03-13,0.0019466621,0.0058867806,0.0030571418,0.0059467875,15.876915,-0.009543145091857724,-0.014552065480065287,0,0
2006-03-14,0.017924735,0.005840713,0.007027798,0.0059216013,14.298825,-0.009468464373053988,-0.014438187015505682,0,0
2006-03-15,0.0041936776,0.005903712,0.0048785135,0.006122276,12.203526,-0.009570593431541681,-0.014593920658054862,0,0
2006-03-16,0.0019004187,0.00587827,0.0052115903,0.006094912,12.530215,-0.009529349182612475,-0.014531028497732787,0,0
2006-03-17,0.00056942203,0.0058671,0.0031848405,0.0060524074,12.357886,-0.009511240469241249,-0.014503415045333048,0,0
2006-03-20,-0.0015191799,0.0058232346,0.0039137644,0.006026636,11.2104,-0.009440129840741404,-0.014394980508050235,0,0
2006-03-21,-0.0060999044,0.0058385106,0.0077910703,0.005975704,11.351616,-0.009464894282750097,-0.014432743088228887,0,0
2006-03-22,0.0053394483,0.0059048603,0.0050038276,0.0059700636,12.0956745,-0.009572454436061795,-0.014596758449933191,0,0
2006-03-23,-0.0020942416,0.0058604428,0.004640083,0.005955002,12.716464,-0.009500448331010549,-0.014486958426399627,0,0
2006-03-24,0.0007620499,0.005847563,0.004692466,0.0059188846,12.107615,-0.009479568788687154,-0.014455119817203266,0,0
2006-03-27,-0.0013339687,0.005844664,0.003514917,0.00590199,11.206159,-0.0094748694357765,-0.014447953910092818,0,0
2006-03-28,-0.0065047103,0.005815563,0.0072512547,0.005849848,11.289272,-0.00942769276019338,-0.01437601556423207,0,0
2006-03-29,0.005741643,0.00586863,0.0067643947,0.0058608344,11.5287075,-0.009513720964608419,-0.014507197480857043,0,0
2006-03-30,-0.0019102202,0.0058454718,0.0076839905,0.0058520534,12.152747,-0.009476179312880906,-0.01444995130374142,0,0
2006-03-31,0.0,0.005842084,0.0048667737,0.0058092414,11.87833,-0.009470687450562369,-0.014441576921994352,0,0
2006-04-03,-0.0013393286,0.0058016144,0.007391737,0.0057569505,11.711157,-0.009405081344275758,-0.014341536071165263,0,0
2006-04-04,0.006868945,0.0058283242,0.0063204644,0.005710485,11.359822,-0.009448380716110396,-0.014407562028867716,0,0
2006-04-05,0.0032273403,0.0058090854,0.0043971958,0.005746112,11.123445,-0.00941719264353364,-0.014360004240532166,0,0
2006-04-06,-0.0011378723,0.005766795,0.005600581,0.0057053836,11.415229,-0.009348635093797216,-0.014255462819091506,0,0
2006-04-07,-0.010299538,0.0057770857,0.0105918655,0.005496704,13.930543,-0.009365317459032844,-0.014280901274541414,1,0
2006-04-10,0.0011496457,0.0058426876,0.004531402,0.0057665133,10.904232,-0.009471665638425775,-0.014443068532328584,0,0
2006-04-11,-0.008847913,0.005790548,0.008362449,0.005752985,10.2246685,-0.00938714142950046,-0.014314180014854261,0,0
2006-04-12,0.0011585249,0.0058889315,0.0030550507,0.0058403867,10.469483,-0.009546632470849609,-0.0145573832832586,0,0
2006-04-13,-0.0009653442,0.005836211,0.0052924724,0.0057913046,10.438926,-0.009461166365759012,-0.014427058495609123,0,0
2006-04-17,-0.00096627703,0.0058923443,0.0069474517,0.00575976,9.807637,-0.00954771670971375,-0.014582806190114565,0,0
2006-04-18,0.01573023,0.005936823,0.00802397,0.005751421,9.355814,-0.009608174998028747,-0.014735764772222704,0,0
2006-04-19,0.0013314314,0.005935351,0.0055916766,0.005965185,9.765155,-0.009616378761514657,-0.014693109930700488,0,0
2006-04-20,0.0013296611,0.0058981883,0.0068917735,0.005921936,9.627382,-0.009552774672712264,-0.014613801427408079,0,0
2006-04-21,0.0,0.0058975415,0.0064369617,0.0058861636,9.22296,-0.009540887251133882,-0.01465155409967862,0,0
2006-04-24,-0.0019000575,0.005900515,0.0050459555,0.005862087,8.566933,-0.009524745792393102,-0.014730352564211164,0,0
2006-04-25,-0.0038109801,0.005876897,0.006315087,0.005816505,8.559127,-0.009486343046122996,-0.014672299207669088,0,0
