timestamp,ln_true,ln_pred,ret_true,ret_pred,price_true,price_pred,train_loss
2022-08-01 01:00:00,10.0612943976,10.0608423107,0.0018737547,0.0014216678,23418.8000000000,23408.2150600251,0.0154313818
2022-08-01 02:00:00,10.0613490530,10.0625238239,0.0000546554,0.0012294263,23420.0800000000,23447.6093944610,0.0028174254
2022-08-01 03:00:00,10.0594488779,10.0639724364,-0.0019001752,0.0026233834,23375.6200000000,23481.6005098226,0.0872335657
2022-08-01 04:00:00,10.0601664623,10.0638766831,0.0007175844,0.0044278053,23392.4000000000,23479.3521764202,0.1130814627
2022-08-01 05:00:00,10.0573869151,10.0626931151,-0.0027795472,0.0025266528,23327.4700000000,23451.5792044972,0.0054502366
2022-08-01 06:00:00,10.0529316021,10.0612156510,-0.0044553130,0.0038287359,23223.7700000000,23416.9559212800,0.0217220318
2022-08-01 07:00:00,10.0571545440,10.0589837362,0.0042229419,0.0060521341,23322.0500000000,23364.7495527728,0.0218529887
2022-08-01 08:00:00,10.0556831796,10.0577721670,-0.0014713643,0.0006176230,23287.7600000000,23336.4586845370,0.0156957861
2022-08-01 09:00:00,10.0567132333,10.0573361836,0.0010300536,0.0016530040,23311.7600000000,23326.2865935326,0.0035683201
2022-08-01 10:00:00,10.0448720908,10.0565456656,-0.0118411424,-0.0001675677,23037.3500000000,23307.8540292576,0.0278002005
2022-08-01 11:00:00,10.0531046856,10.0535403374,0.0082325948,0.0086682466,23227.7900000000,23237.9114332872,0.0393528938
2022-08-01 12:00:00,10.0493218901,10.0535738993,-0.0037827955,0.0004692136,23140.0900000000,23238.6913526094,0.0064354227
2022-08-01 13:00:00,10.0538380207,10.0535953987,0.0045161306,0.0042735086,23244.8300000000,23239.1909766429,0.0001340900
2022-08-01 14:00:00,10.0620887427,10.0510627051,0.0082507220,-0.0027753156,23437.4100000000,23180.4076980577,0.0696671456
2022-08-01 15:00:00,10.0573551923,10.0499048510,-0.0047335504,-0.0121838917,23326.7300000000,23153.5836993533,0.1014892086
2022-08-01 16:00:00,10.0518618670,10.0517158095,-0.0054933254,-0.0056393828,23198.9400000000,23195.5518684092,0.0099371970
2022-08-01 17:00:00,10.0416695518,10.0517019091,-0.0101923151,-0.0001599579,22963.6900000000,23195.2294441902,0.0315753073
2022-08-01 18:00:00,10.0412196100,10.0504247370,-0.0004499418,0.0087551852,22953.3600000000,23165.6240548349,0.0485171154
2022-08-01 19:00:00,10.0412296303,10.0502071503,0.0000100203,0.0089875403,22953.5900000000,23160.5840714033,0.0175117105
2022-08-01 20:00:00,10.0484048787,10.0484068168,0.0071752484,0.0071771865,23118.8800000000,23118.9248056346,0.0015136705
2022-08-01 21:00:00,10.0440791507,10.0464811525,-0.0043257281,-0.0019237262,23019.0900000000,23074.4483556611,0.0056672888
2022-08-01 22:00:00,10.0503887324,10.0463050976,0.0063095818,0.0022259469,23164.7900000000,23070.3863432923,0.0249897987
2022-08-01 23:00:00,10.0548347348,10.0448872267,0.0044460024,-0.0055015057,23268.0100000000,23037.6986919747,0.0862176865
2022-08-02 00:00:00,10.0513750883,10.0447960776,-0.0034596465,-0.0100386572,23187.6500000000,23035.5989230503,0.0112395519
2022-08-02 01:00:00,10.0431251394,10.0450926048,-0.0082499490,-0.0062824836,22997.1400000000,23042.4306165814,0.0000410566
2022-08-02 02:00:00,10.0394575319,10.0447911036,-0.0036676075,0.0016659642,22912.9500000000,23035.4843434404,0.0004945698
2022-08-02 03:00:00,10.0368424921,10.0447975978,-0.0026150398,0.0053400659,22853.1100000000,23035.6339423995,0.0411277637
2022-08-02 04:00:00,10.0372436699,10.0436778987,0.0004011778,0.0068354066,22862.2800000000,23009.8553987705,0.0353062898
2022-08-02 05:00:00,10.0368249889,10.0421699673,-0.0004186811,0.0049262974,22852.7100000000,22975.1842613259,0.0090177720
2022-08-02 06:00:00,10.0377837151,10.0406967594,0.0009587263,0.0038717705,22874.6300000000,22941.3619585900,0.0032283647
2022-08-02 07:00:00,10.0383592965,10.0392477925,0.0005755813,0.0014640773,22887.8000000000,22908.1447547707,0.0118166814
2022-08-02 08:00:00,10.0349429167,10.0374076652,-0.0034163798,-0.0009516313,22809.7400000000,22866.0296131142,0.0004794277
2022-08-02 09:00:00,10.0306081901,10.0367010783,-0.0043347266,0.0017581616,22711.0800000000,22849.8784844613,0.0617941394
2022-08-02 10:00:00,10.0370638817,10.0360557582,0.0064556915,0.0054475681,22858.1700000000,22835.1377549974,0.0001924534
2022-08-02 11:00:00,10.0381325124,10.0360271540,0.0010686308,-0.0010367276,22882.6100000000,22834.4845838169,0.0018743264
2022-08-02 12:00:00,10.0316810992,10.0369061278,-0.0064514132,-0.0012263846,22735.4600000000,22854.5643196005,0.0116290031
2022-08-02 13:00:00,10.0345140606,10.0360660369,0.0028329614,0.0043849377,22799.9600000000,22835.3724715518,0.0054122531
2022-08-02 14:00:00,10.0443623537,10.0361993552,0.0098482932,0.0016852947,23025.6100000000,22838.4170477859,0.0312409438
2022-08-02 15:00:00,10.0423577931,10.0360081688,-0.0020045606,-0.0083541849,22979.5000000000,22834.0510690745,0.0094406297
2022-08-02 16:00:00,10.0595810581,10.0392052752,0.0172232650,-0.0031525179,23378.7100000000,22907.1707841791,0.2388021499
2022-08-02 17:00:00,10.0513401553,10.0401993167,-0.0082409028,-0.0193817414,23186.8400000000,22929.9527845902,0.0463319160
2022-08-02 18:00:00,10.0424278531,10.0443143386,-0.0089123022,-0.0070258167,22981.1100000000,23024.5044502717,0.0057789050
2022-08-02 19:00:00,10.0411259374,10.0455170381,-0.0013019157,0.0030891850,22951.2100000000,23052.2126672955,0.0501234122
2022-08-02 20:00:00,10.0445781770,10.0449242891,0.0034522396,0.0037983517,23030.5800000000,23038.5525406142,0.0256443582
2022-08-02 21:00:00,10.0473012754,10.0432054091,0.0027230983,-0.0013727679,23093.3800000000,22998.9860493639,0.0127029791
2022-08-02 22:00:00,10.0476277226,10.0416132975,0.0003264472,-0.0056879778,23100.9200000000,22962.3982303901,0.0169295259
2022-08-02 23:00:00,10.0427184844,10.0401461881,-0.0049092382,-0.0074815345,22987.7900000000,22928.7345787526,0.0001788958
2022-08-03 00:00:00,10.0342333189,10.0386116959,-0.0084851655,-0.0041067885,22793.5600000000,22893.5775956406,0.0112119345
2022-08-03 01:00:00,10.0345846722,10.0378238473,0.0003513533,0.0035905284,22801.5700000000,22875.5480257561,0.0050711376
2022-08-03 02:00:00,10.0334929235,10.0386184330,-0.0010917487,0.0040337608,22776.6900000000,22893.7318332165,0.0062997034
2022-08-03 03:00:00,10.0372629154,10.0374243222,0.0037699919,0.0039313987,22862.7200000000,22866.4104965644,0.0002225215
2022-08-03 04:00:00,10.0358990683,10.0358930168,-0.0013638471,-0.0013698986,22831.5600000000,22831.4218349405,0.0000094623
2022-08-03 05:00:00,10.0396233632,10.0353209905,0.0037242949,-0.0005780779,22916.7500000000,22818.3653948003,0.0134884240
