DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,sma_vol_20_predict,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.005073617981574564,0.005073617981574564,2.574159942295675e-05,-0.008224915732552436,-0.010929280286389047,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.0050560658175996705,0.0050560658175996705,2.5563801551899824e-05,-0.00819646166483553,-0.010891470478790027,1227.398334202097,1224.0949382132421,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.0049812238071134645,0.0049812238071134645,2.4812590616553957e-05,-0.008075134195613495,-0.01073025035682358,1234.9869407358262,1231.7122562082802,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.004398818361520471,0.004398818361520471,1.9349602977649643e-05,-0.007130988276551728,-0.00947566785212548,1238.8839587665325,1235.9825755880477,1
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.00487528696197989,0.00487528696197989,2.376842296165111e-05,-0.00790339843873144,-0.010502047627070302,1228.2541561066312,1225.0664980371666,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.004619056559426765,0.004619056559426765,2.1335683499183424e-05,-0.007488019615025956,-0.00995009162692062,1220.575998296591,1217.574548701498,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.004490728827391274,0.004490728827391274,2.0166645401163004e-05,-0.007279985666475907,-0.009673655805968795,1218.348079831869,1215.4352439885524,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.004641936156101263,0.004641936156101263,2.154757127732017e-05,-0.007525110061197887,-0.009999377467085024,1224.9969915249044,1221.9697680210757,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.004628186809195203,0.004628186809195203,2.1420113140808478e-05,-0.007502820795413458,-0.009969759457483818,1224.5280334851798,1221.5109209824516,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.004655475906564029,0.004655475906564029,2.1673455916598166e-05,-0.007547059547146664,-0.010028543976734102,1229.1881494947277,1226.1417196381171,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.004856390210902001,0.004856390210902001,2.3584525880544782e-05,-0.007872764641350736,-0.01046134139144468,1221.3466757610756,1218.189214580804,0
