DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,rs_vol_10,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.005462372340272066,0.005462372340272066,2.9837511583769324e-05,-0.008855131064601758,-0.011766711359085191,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.005590365529011758,0.005590365529011758,3.125218674796291e-05,-0.009062622680160472,-0.01204242652714967,1226.3356699003687,1222.686869208547,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.005088079305289051,0.005088079305289051,2.588855101691071e-05,-0.008248359194272411,-0.01096043199326998,1234.7730286526685,1231.4287712932776,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.004147462324633598,0.004147462324633598,1.7201443734255127e-05,-0.006723511357759101,-0.008934211915003461,1239.3888782493234,1236.6519869037904,1
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.004379022690312284,0.004379022690312284,1.917583972226983e-05,-0.007098897226703682,-0.00943302521724891,1229.2426856471873,1226.3768218350544,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.004310289692891089,0.004310289692891089,1.857859723664316e-05,-0.006987473167208444,-0.009284964760890555,1221.1871062080177,1218.3846596286392,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.004405066677590244,0.004405066677590244,1.9404612434015955e-05,-0.007141117512400953,-0.009489127595821694,1218.5172813288139,1215.6595467731345,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.005318844088096883,0.005318844088096883,2.829010243348316e-05,-0.00862245533228045,-0.011457531499124336,1223.653484149714,1220.189246329728,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.005453879120120223,0.005453879120120223,2.9744797456883336e-05,-0.008841362582169573,-0.011748415779104474,1222.8900480438492,1219.340203913013,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.0055735757547989455,0.0055735757547989455,3.106474669448263e-05,-0.009035404533549814,-0.012006259013359034,1227.3600542307533,1223.7191570809794,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.005683081064513697,0.005683081064513697,3.2297410385834133e-05,-0.009212925180145947,-0.012242148713187979,1219.7109714400385,1216.021784768442,0
2005-08-16,-0.01301360374505034,1221.5,1237.5,99.9995455235726,10.0,0.0,0.005852171153277392,0.005852171153277392,3.424790720725204e-05,-0.009487039576685436,-0.012606392331935029,1225.8153027553672,1221.9975100301265,1
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.006040983619979298,0.006040983619979298,3.649348309685818e-05,-0.00979312620628946,-0.013013120701639602,1209.596079772873,1205.7074510957675,0
2005-08-18,-0.0004094165870904831,1221.0,1221.5,99.99999831459697,10.0,0.0,0.006087799300569381,0.006087799300569381,3.706130032401304e-05,-0.009869019785430401,-0.013113968202737485,1209.5042826805134,1205.5858646432173,0
2005-08-19,0.002249719734015443,1223.75,1221.0,99.45683865522396,10.0,0.0,0.005910201084165105,0.005910201084165105,3.493047685526638e-05,-0.009581112739712416,-0.01273139689120119,1209.3573252983795,1205.5535007928868,0
