DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,sma_vol_10_predict,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2021-01-07,0.014596862144363953,3795.5,3740.5,6.080948724675777,6.080948724675777,0.0,0.006624390244542232,0.006624390244542232,4.388254611198629e-05,-0.010520091013054914,-0.014649693232417592,3701.3558605342832,3686.1022505063083,0
2021-01-08,0.005779603635964747,3817.5,3795.5,6.197240679949421,6.197240679949421,0.0,0.0075374200222912925,0.0075374200222912925,5.6812700592437665e-05,-0.011985291865806923,-0.016649469658428503,3750.2813454031016,3732.8300959378957,0
2021-01-11,-0.0067021737178745155,3792.0,3817.5,6.147319347799463,6.147319347799463,0.0,0.007541776339739566,0.007541776339739566,5.687839035865553e-05,-0.011985793217801764,-0.016667346267242502,3772.017351698727,3754.399723470944,0
2021-01-12,0.0006590654690548092,3794.5,3792.0,6.148878221766007,6.148878221766007,0.0,0.008153207627554894,0.008153207627554894,6.647479461801931e-05,-0.01295773218187703,-0.018018330836577005,3743.181252757646,3724.286364792237,0
2021-01-13,0.0024347723672129007,3803.75,3794.5,6.066397786376177,6.066397786376177,0.0,0.0078987659731949,0.0078987659731949,6.239050389930157e-05,-0.012541838039296668,-0.01747052632994741,3747.2071848929368,3728.7838075551854,0
2021-01-14,-0.0032916422083903996,3791.25,3803.75,6.049594023253406,6.049594023253406,0.0,0.007797089764933416,0.007797089764933416,6.0794608802429437e-05,-0.012378015054685367,-0.017248589490169892,3756.9573229109465,3738.7032725602153,0
2021-01-15,-0.007678597335962323,3762.25,3791.25,6.060818595823032,6.060818595823032,0.0,0.00797027470318907,0.00797027470318907,6.352527884429563e-05,-0.012654576202091298,-0.017629689917148472,3743.575623693843,3724.9971625642156,0
2021-01-19,0.007480753829531395,3790.5,3762.25,6.133576073906289,6.133576073906289,0.0,0.00825663136312949,0.00825663136312949,6.817196146661354e-05,-0.013119908905984697,-0.01824968437555064,3713.212013094279,3694.2128416010864,0
2021-01-20,0.014275666443385404,3845.0,3790.5,6.224552737241829,6.224552737241829,0.0,0.006628554018249379,0.006628554018249379,4.3937728372849986e-05,-0.010543125783139227,-0.014637935484465878,3750.7462145428317,3735.4190249351636,0
2021-01-21,0.00026004420898040337,3846.0,3845.0,6.413640776222898,6.413640776222898,0.0,0.007419830254432017,0.007419830254432017,5.5053881004584684e-05,-0.01182386884467305,-0.016355626776550666,3799.804941052744,3782.624103972216,0
2021-01-22,-0.003059798617835341,3834.25,3846.0,6.376745669874928,6.376745669874928,0.0,0.007416263912504979,0.007416263912504979,5.500097041992366e-05,-0.011814030963374064,-0.016353451079843637,3800.8305787472877,3783.616113364632,0
2021-01-25,0.0037096134434815298,3848.5,3834.25,6.365947901738476,6.365947901738476,0.0,0.0064292273713481155,0.0064292273713481155,4.13349645924918e-05,-0.010240624987864077,-0.014178407949576059,3795.1852487681645,3780.270018701563,0
2021-01-26,-0.0015602655616202554,3842.5,3848.5,6.319342947591541,6.319342947591541,0.0,0.006304631941031411,0.006304631941031411,3.97483839118735e-05,-0.01003758244970702,-0.013909820549338755,3810.063590969607,3795.3386452177074,0
2021-01-27,-0.025901866540246843,3744.25,3842.5,6.1574416860558845,6.1574416860558845,0.0,0.00586547497767566,0.00586547497767566,3.440379671373928e-05,-0.009322749850018257,-0.012961407897900868,3806.843798873708,3793.017166496679,1
2021-01-28,0.009304247356313411,3779.25,3744.25,5.704049433014723,6.0,0.0,0.01007094903354529,0.01007094903354529,0.00010142401443626682,-0.015978568292206237,-0.02229011979034618,3684.897690921299,3661.713510417355,0
2021-01-29,-0.019774844391793778,3705.25,3779.25,5.738907979025657,6.0,0.0,0.010528427764441066,0.010528427764441066,0.0001108477911910535,-0.01670440407188317,-0.02330266147626241,3716.644232699401,3692.2015854904116,1
2021-02-01,0.01619631174590097,3765.75,3705.25,5.891726066775791,6.0,0.0,0.012000897880224714,0.012000897880224714,0.00014402154993158205,-0.019040625238817152,-0.026561692493021337,3635.36714129189,3608.1278631522555,0
2021-02-02,0.013845157867629965,3818.25,3765.75,5.895046055038929,6.0,0.0,0.013023579427576759,0.013023579427576759,0.0001696136211064006,-0.0206632118382641,-0.028825202527867463,3688.735929243894,3658.751035605534,0
2021-02-03,0.0013740310337251316,3823.5,3818.25,5.944827599903774,6.0,0.0,0.013515283061493017,0.013515283061493017,0.00018266287623228006,-0.021443348850961413,-0.029913494491696776,3737.245540603731,3705.7242101630795,0
2021-02-04,0.010666074062646302,3864.5,3823.5,5.790247238717433,6.0,0.0,0.012754992918703191,0.012754992918703191,0.00016268984435616855,-0.020237072468468207,-0.02823073765301593,3746.9012349609684,3717.069153696206,0
2021-02-05,0.004067276984367041,3880.25,3864.5,5.80964856036518,6.0,0.0,0.013196353668874594,0.013196353668874594,0.00017414375015401996,-0.02093733545903867,-0.02920760527088474,3784.4288306438725,3753.259649556701,0
2021-02-08,0.007126149631380585,3908.0,3880.25,5.8137205301641535,6.0,0.0,0.013178384848958724,0.013178384848958724,0.00017366982722726484,-0.020908826128368866,-0.029167834724228035,3799.960828617998,3768.7061634045526,0
