DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,yz_vol_5,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.0039723578291818475,0.0039723578291818475,1.5779626723062318e-05,-0.00643964691926332,-0.008557012425970392,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.004202463220907602,0.004202463220907602,1.7660697123081097e-05,-0.006812674108819863,-0.009052691511528908,1229.0979684383783,1226.3478489071813,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.00407245742585899,0.00407245742585899,1.6584909485434032e-05,-0.006601919827969087,-0.008772640908960645,1236.807682082622,1234.1258294041463,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.004151397502220557,0.004151397502220557,1.723410122144308e-05,-0.006729890731248179,-0.00894268883600555,1239.38097174999,1236.6415039470219,1
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.004571109826990808,0.004571109826990808,2.0895045050411934e-05,-0.00741029247132512,-0.009846807682502233,1228.859964912192,1225.86947358353,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.0049013295241029636,0.0049013295241029636,2.4023031103843385e-05,-0.007945616414089446,-0.010558146935660824,1220.0175943984189,1216.8344210754433,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.004931536082323065,0.004931536082323065,2.4320048131254327e-05,-0.007994584703943557,-0.010623216072216541,1217.4777604684461,1214.2816627587922,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.0063686203708710485,0.0063686203708710485,4.055932542827369e-05,-0.010324262897455085,-0.013718895928631855,1221.5728323298956,1217.43307130343,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.006501164762010119,0.006501164762010119,4.226514326280209e-05,-0.010539132533265348,-0.01400441502100509,1220.8156235128845,1216.5924739411216,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.006337891231924155,0.006337891231924155,4.016886526770109e-05,-0.010274447444401669,-0.013652701080354027,1225.8402442058525,1221.7060320841742,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.006222747760624815,0.006222747760624815,3.8722589692361144e-05,-0.010087786692246116,-0.01340466599463247,1218.644359891966,1214.6089598048668,0
2005-08-16,-0.01301360374505034,1221.5,1237.5,99.9995455235726,10.0,0.0,0.00669868466148465,0.00669868466148465,4.487237619400972e-05,-0.01085933490848952,-0.014429900414532211,1224.1342758342487,1219.7712181412019,1
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.005677432364127469,0.005677432364127469,3.2233238249242025e-05,-0.009203767989982264,-0.01222998062524775,1210.3091752746059,1206.652058752903,0
2005-08-18,-0.0004094165870904831,1221.0,1221.5,99.99999831459697,10.0,0.0,0.005489633261385096,0.005489633261385096,3.0136073344505563e-05,-0.008899324139397832,-0.011825435182753322,1210.67770255541,1207.1403030958013,0
2005-08-19,0.002249719734015443,1223.75,1221.0,99.45683865522396,10.0,0.0,0.005310609101571863,0.005310609101571863,2.820256902969791e-05,-0.008609105476127903,-0.011439792190368052,1210.5334008872499,1207.1116053726087,0
2005-08-22,0.00020426922755145682,1224.0,1223.75,99.99675722449626,10.0,0.0,0.005797904586469246,0.005797904586469246,3.361569759380112e-05,-0.009399067257777536,-0.0124894945834289,1212.3017770323515,1208.5610297247658,0
2005-08-23,-0.0020445723744764166,1221.5,1224.0,99.95099396405736,10.0,0.0,0.005468781954047029,0.005468781954047029,2.9907576060910436e-05,-0.008865521782501436,-0.011780518560519843,1213.196561159561,1209.6652464786616,0
2005-08-24,-0.009459252107008709,1210.0,1221.5,99.9999150791108,10.0,0.0,0.006000995909604238,0.006000995909604238,3.601195190708679e-05,-0.009728301548743898,-0.012926981600058219,1209.674493966072,1205.8113141256445,0
2005-08-25,0.0028883865758695393,1213.5,1210.0,99.83265051801952,10.0,0.0,0.005844605429942942,0.005844605429942942,3.415941263171852e-05,-0.009474774672802713,-0.01259009470937224,1198.5896631910005,1194.8614830500162,0
2005-08-26,-0.006199647879524761,1206.0,1213.5,93.77486480088828,10.0,0.0,0.005863085975927289,0.005863085975927289,3.4375777161115256e-05,-0.009504733754066779,-0.012629904381216266,1202.02064611087,1198.2699902667798,0
2005-08-29,0.007023371155096214,1214.5,1206.0,99.99763513514154,10.0,0.0,0.007209467842786596,0.007209467842786596,5.197642657617402e-05,-0.01168737293560755,-0.015530198579332147,1191.9870748877395,1187.4152663470293,0
2005-08-30,-0.004952548298689408,1208.5,1214.5,99.92426425138989,10.0,0.0,0.007587832508431358,0.007587832508431358,5.757520217600771e-05,-0.012300745385485564,-0.016345248805091188,1199.6522511337141,1194.8100522473687,0
2005-08-31,0.010699690554257124,1221.5,1208.5,99.99866645522394,10.0,0.0,0.007771018519217688,0.007771018519217688,6.038872882602427e-05,-0.012597710885760068,-0.016739857004545722,1193.3711608466972,1188.4382665619407,0
2005-09-01,0.00020464545246934307,1221.75,1221.5,99.99953237382074,10.0,0.0,0.008252986075718864,0.008252986075718864,6.811177916600945e-05,-0.013379035485373721,-0.017778082297241617,1205.2663456229816,1199.97596739001,0
2005-09-02,-0.0016383374543176288,1219.75,1221.75,99.75948293425334,10.0,0.0,0.008259955612631096,0.008259955612631096,6.822686672263594e-05,-0.0133903339027962,-0.017793095651155284,1205.499402827083,1200.2035429280536,0
2005-09-06,0.011817578443025667,1234.25,1219.75,99.50481470233744,10.0,0.0,0.006715835268824818,0.006715835268824818,4.510244335799132e-05,-0.010887138006918937,-0.01446684521317161,1206.54244013671,1202.2310927536591,0
2005-09-07,0.0010122482896921525,1235.5,1234.25,99.99418938073124,10.0,0.0,0.005884899804805334,0.005884899804805334,3.463204571259786e-05,-0.009540096468598661,-0.012676894409001821,1222.5311244165478,1218.7022995678258,0
2005-09-08,-0.00283688133519977,1232.0,1235.5,95.94728388409116,10.0,0.0,0.004844196387609119,0.004844196387609119,2.3466238641725235e-05,-0.007852997057467634,-0.010435074196513055,1225.8356189798171,1222.674499734987,0
