DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,sma_vol_5_predict,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.004967963905942038,0.004967963905942038,2.4680665370742872e-05,-0.008053638377411765,-0.010701686681553064,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.004822419661233484,0.004822419661233484,2.3255731389051272e-05,-0.007817694490340801,-0.01038816409268899,1227.8633204563278,1224.711188081077,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.0053052614810691085,0.0053052614810691085,2.814579938251559e-05,-0.008600436370932251,-0.011428272670460938,1234.3383697721506,1230.8527935664138,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.005207567981433943,0.005207567981433943,2.7118764281255996e-05,-0.0084420640210558,-0.011217827255857687,1237.2607523637232,1233.8311715097084,0
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.005673012100144113,0.005673012100144113,3.218306628838152e-05,-0.009196602235896962,-0.01222045876053713,1226.6667997769077,1222.9631378640627,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.0053206808006918535,0.0053206808006918535,2.8309644182850904e-05,-0.00862543285372046,-0.011461488034052444,1219.1884882330396,1215.7357008672234,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.005252236126664016,0.005252236126664016,2.7585984330234622e-05,-0.008514476199462016,-0.011314048666469505,1216.8449686405936,1213.443087098605,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.005149056994154344,0.005149056994154344,2.6512787929049768e-05,-0.008347211010531387,-0.011091786434074406,1223.9903341789168,1220.6356061469744,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.004846374703856752,0.004846374703856752,2.348734777018262e-05,-0.00785652835754594,-0.010439766593321258,1224.0949852504255,1220.9369370319293,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.004383924569127653,0.004383924569127653,1.9218794627801078e-05,-0.007106843733581813,-0.009443584547434518,1229.7293766756234,1226.859172618662,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.004197828286926058,0.004197828286926058,1.7621762326516565e-05,-0.006805160350085448,-0.009042707217721772,1222.6512869936018,1219.9186058273933,0
2005-08-16,-0.01301360374505034,1221.5,1237.5,99.9995455235726,10.0,0.0,0.004428838985777357,0.004428838985777357,1.9614614761941412e-05,-0.007179655146160007,-0.009540336461009205,1228.6469955452396,1225.7499723599428,1
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.006743124833126265,0.006743124833126265,4.5469732515124114e-05,-0.01093137751560339,-0.014525630738259838,1208.2200387401526,1203.885184920095,0
2005-08-18,-0.0004094165870904831,1221.0,1221.5,99.99999831459697,10.0,0.0,0.0067651254999657445,0.0067651254999657445,4.576692303028676e-05,-0.010967043115865735,-0.01457302324105555,1208.176947615662,1203.8281311400744,0
2005-08-19,0.002249719734015443,1223.75,1221.0,99.45683865522396,10.0,0.0,0.006223312875641887,0.006223312875641887,3.8729623148130096e-05,-0.010088702808400605,-0.013405883331144218,1208.7436232982595,1204.7406454647407,0
