DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,gk_vol_5,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.004016206476762043,0.004016206476762043,1.612991446398538e-05,-0.006510730598137694,-0.00865146852442389,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.004236779998786211,0.004236779998786211,1.795030475811489e-05,-0.006868305535405253,-0.00912661463410596,1229.029593866886,1226.2571967955091,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.004087439049893511,0.004087439049893511,1.670715798659437e-05,-0.00662620675608788,-0.00880491341524969,1236.777644188116,1234.0860017132286,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.004197885101068633,0.004197885101068633,1.7622239321774005e-05,-0.006805252452316398,-0.009042829603303557,1239.2875733862747,1236.5176719183648,1
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.004681316044468481,0.004681316044468481,2.191471990819802e-05,-0.0075889493696665086,-0.010084207235344096,1228.6404402127498,1225.578487260037,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.005114247958220726,0.005114247958220726,2.615553217816486e-05,-0.008290781577269927,-0.011016802919036596,1219.5965594938364,1216.2764406577496,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.005175049415862163,0.005175049415862163,2.6781136456615318e-05,-0.00838934770253464,-0.011147777733221967,1216.9972401490672,1213.6448641875072,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.006603187023156062,0.006603187023156062,4.3602078862776613e-05,-0.010704522301241024,-0.014224185191239535,1221.1084060798137,1216.8180708342088,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.006707470425671177,0.006707470425671177,4.4990159511253484e-05,-0.0108735776383014,-0.014448826175138034,1220.4073959721054,1216.0519267971547,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.0064733986837276925,0.0064733986837276925,4.190489051848742e-05,-0.010494120540851692,-0.013944603018385947,1225.5709896587275,1221.3494657694343,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.0063688259617001265,0.0063688259617001265,4.056194413042554e-05,-0.010324596183731405,-0.013719338799932665,1218.3558075081185,1214.226815524502,0
2005-08-16,-0.01301360374505034,1221.5,1237.5,99.9995455235726,10.0,0.0,0.006856038343769865,0.006856038343769865,4.700526177124264e-05,-0.011114423246181249,-0.014768862177920004,1223.8220532805738,1219.3578324031084,1
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.005843569713407611,0.005843569713407611,3.41473069954547e-05,-0.009473095657698138,-0.012587863631598355,1209.9832494196094,1206.2202957514264,0
2005-08-18,-0.0004094165870904831,1221.0,1221.5,99.99999831459697,10.0,0.0,0.005698046069934949,0.005698046069934949,3.246772901510112e-05,-0.009237185167589621,-0.012274385420667763,1210.2687308337092,1206.598478804703,0
