DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,gk_vol_10,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-01,0.0006062443350272062,1237.5,,99.9928642204798,10.0,0.0,0.005604658928718079,0.005604658928718079,3.141220170725929e-05,-0.009085793917834085,-0.012073216502311988,,,0
2005-08-02,0.006042314455962483,1245.0,1237.5,99.99992686928144,10.0,0.0,0.005725687892778227,0.005725687892778227,3.2783501845507175e-05,-0.009281995727707815,-0.012333929759752423,1226.0666744134053,1222.330503977044,0
2005-08-03,0.002206399450910723,1247.75,1245.0,99.98301189888332,10.0,0.0,0.00524151191341228,0.00524151191341228,2.747344713844286e-05,-0.00849709102174194,-0.01129094721639879,1234.4659394937487,1231.021832591589,0
2005-08-04,-0.007844755105177015,1238.0,1247.75,99.99829269435428,10.0,0.0,0.004436242276149077,0.004436242276149077,1.968024553269234e-05,-0.007191656727609802,-0.009556284180330582,1238.8087998756232,1235.882939227291,1
2005-08-05,-0.006686277569092347,1229.75,1238.0,99.99835838968072,10.0,0.0,0.004666580126054915,0.004666580126054915,2.1776970072890705e-05,-0.0075650607584952494,-0.010052464013208707,1228.6697910770697,1225.617391687675,0
2005-08-08,-0.0020350027372870727,1227.25,1229.75,99.99806019734608,10.0,0.0,0.004598121716644213,0.004598121716644213,2.1142723321075123e-05,-0.007454081837608333,-0.009904995057696661,1220.6174226360636,1217.6294583745284,0
2005-08-09,0.00568760420081027,1234.25,1227.25,99.99984465149473,10.0,0.0,0.004729241018109048,0.004729241018109048,2.23657206073651e-05,-0.007666641239868398,-0.0101874443082845,1217.8770898177947,1214.8109277318729,0
2005-08-10,-0.0004051863912808429,1233.75,1234.25,99.99999321547676,10.0,0.0,0.005491322101706063,0.005491322101706063,3.015461842468549e-05,-0.008902061942948698,-0.011829073180192986,1223.3113903744475,1219.735979374922,0
2005-08-11,0.0038426581817230243,1238.5,1233.75,99.99895206553008,10.0,0.0,0.0055951943144553744,0.0055951943144553744,3.1306199416513746e-05,-0.009070450694313007,-0.012052828404024865,1222.609930558402,1218.9690778514644,0
2005-08-12,-0.006074122744960775,1231.0,1238.5,99.99962232828804,10.0,0.0,0.005648876455839933,0.005648876455839933,3.190980521334273e-05,-0.009157475592686206,-0.012168467218712157,1227.2102382332764,1223.520675890727,0
2005-08-15,0.005266368258391552,1237.5,1231.0,99.99994261441516,10.0,0.0,0.005775702394886288,0.005775702394886288,3.3358738154295203e-05,-0.00936307496282924,-0.012441667968247487,1219.5278458512182,1215.7791892098564,0
2005-08-16,-0.01301360374505034,1221.5,1237.5,99.9995455235726,10.0,0.0,0.006073977207228306,0.006073977207228306,3.689319911392897e-05,-0.009846612589344555,-0.013084193487175957,1225.3746118890112,1221.413777673235,1
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.006234957331779878,0.006234957331779878,3.887469292911566e-05,-0.010107579805217115,-0.013430967112654147,1209.2157777291466,1205.2037558055567,0
