DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,rs_vol_daily,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2005-08-17,0.0,1221.5,1221.5,99.9997491039291,10.0,0.0,0.005757159679963506,0.005757159679963506,3.31448875805975e-05,-0.009333015098596952,-0.01240172437584505,1210.1527564217317,1206.4448415973022,0
2005-08-18,-0.0004094165870904831,1221.0,1221.5,99.99999831459697,10.0,0.0,0.00466194459553182,0.00466194459553182,2.173372741180835e-05,-0.00755754603269867,-0.010042478434367928,1212.3032537115614,1209.294501896427,0
2005-08-19,0.002249719734015443,1223.75,1221.0,99.45683865522396,10.0,0.0,0.004129494692702654,0.004129494692702654,1.7052726417059387e-05,-0.006694383768909838,-0.00889550713151974,1212.85345588827,1210.1867517601402,0
2005-08-22,0.00020426922755145682,1224.0,1223.75,99.99675722449626,10.0,0.0,0.007816875366895772,0.007816875366895772,6.11035405015819e-05,-0.012672050086953863,-0.016838639045910313,1208.34042039478,1203.3162366632453,0
2005-08-23,-0.0020445723744764166,1221.5,1224.0,99.95099396405736,10.0,0.0,0.005948668702221651,0.005948668702221651,3.538665932879142e-05,-0.00964347315354257,-0.012814261502060064,1212.2531202546188,1208.4154096847703,0
2005-08-24,-0.009459252107008709,1210.0,1221.5,99.9999150791108,10.0,0.0,0.007640624135344318,0.007640624135344318,5.8379137177606105e-05,-0.012386326657926713,-0.01645896932748794,1206.4634182376756,1201.5599157257031,0
2005-08-25,0.0028883865758695393,1213.5,1210.0,99.83265051801952,10.0,0.0,0.002902010168796607,0.002902010168796607,8.42166301979891e-06,-0.004704490795334741,-0.0062513343818775624,1204.3209351659593,1202.4594791130996,0
2005-08-26,-0.006199647879524761,1206.0,1213.5,93.77486480088828,10.0,0.0,0.004141868577917099,0.004141868577917099,1.715507531673701e-05,-0.00671444325378684,-0.008922162204927198,1205.3793165548313,1202.7211131570477,0
2005-08-29,0.007023371155096214,1214.5,1206.0,99.99763513514154,10.0,0.0,0.011916593802416742,0.011916593802416742,0.00014200520785179711,-0.01931816313326701,-0.025670003969285867,1182.9258875791786,1175.4359432698816,0
2005-08-30,-0.004952548298689408,1208.5,1214.5,99.92426425138989,10.0,0.0,0.00804513281810982,0.00804513281810982,6.472416206102764e-05,-0.01304208155333165,-0.017330337410043136,1198.7632351016953,1193.63363801108,0
2005-08-31,0.010699690554257124,1221.5,1208.5,99.99866645522394,10.0,0.0,0.008487062964551808,0.008487062964551808,7.203023776426693e-05,-0.013758500926520617,-0.018282316541110965,1191.9867111714075,1186.6065616525793,0
2005-09-01,0.00020464545246934307,1221.75,1221.5,99.99953237382074,10.0,0.0,0.007114012477055027,0.007114012477055027,5.0609173523694595e-05,-0.011532628857079492,-0.015324574417105347,1207.4938131649901,1202.923732585822,0
2005-09-02,-0.0016383374543176288,1219.75,1221.75,99.75948293425334,10.0,0.0,0.005096439147963183,0.005096439147963183,2.5973691988891695e-05,-0.008261911456540056,-0.010978440259573733,1211.6975929073258,1208.410448328555,0
2005-09-06,0.011817578443025667,1234.25,1219.75,99.50481470233744,10.0,0.0,0.003190505591404801,0.003190505591404801,1.01793259287853e-05,-0.005172174911245081,-0.006872793732281135,1213.4575265663168,1211.3956515867385,0
2005-09-07,0.0010122482896921525,1235.5,1234.25,99.99418938073124,10.0,0.0,0.003810260283547221,0.003810260283547221,1.451808342837735e-05,-0.0061768682358582655,-0.008207831719734649,1226.649697578155,1224.1609449731661,0
2005-09-08,-0.00283688133519977,1232.0,1235.5,95.94728388409116,10.0,0.0,0.0035020436753820496,0.0035020436753820496,1.2264309904283415e-05,-0.005677213819869908,-0.007543890186928923,1228.5056752501375,1226.2145917603227,0
2005-09-09,0.008084118399959372,1242.0,1232.0,99.99790352318426,10.0,0.0,0.004319588503337586,0.004319588503337586,1.8658844838166246e-05,-0.00700254760375711,-0.00930499569464805,1223.402996943704,1220.589415354742,0
2005-09-12,-0.001410011312265702,1240.25,1242.0,99.99930241291628,10.0,0.0,0.002971860015379374,0.002971860015379374,8.831951951010694e-06,-0.00481772539521226,-0.0064018006869948855,1236.0307756467328,1234.0743597992519,0
