name,mean,median,std,min,max
GK_Realized_VaR_ret_train,-0.014806711156742779,-0.0116245595124436,0.011900300199059752,-0.1333941354541049,-0.0019103925431875
GARCH_VaR_ret_train,-0.01679268944423993,-0.013166066883418025,0.011798644288040111,-0.14187336351835866,-0.005319366302259413
LSTM_GK_VaR_ret_train,-0.01387846522394959,-0.011311475682806306,0.008433650192730326,-0.06639417821380102,-0.00457912358282856
GK_Realized_VaR_ret_test,-0.01570051651711359,-0.0135417657746193,0.009764168775625727,-0.1064717928923162,-0.0028615461557711
GARCH_VaR_ret_test,-0.017664346465076048,-0.014518155697254276,0.007349800913086772,-0.06751807982263601,-0.009668226581542856
LSTM_GK_Frozen_VaR_ret_test,-0.014661111035240686,-0.012851854986291577,0.006372242085985786,-0.058782261628798745,-0.0067720591059013254
LSTM_GK_WalkFwd_VaR_ret_test,-0.015011451120763394,-0.01317944858033948,0.006386951045274247,-0.05982402455628372,-0.007022680176384773
