DATE,ES1_LN_RET,ES1_CLOSE,ES1_LOW,ES1_VOLUME,VIX_LN_RET,VIX_CLOSE,gk_vol_daily,garch_vol,shape,gk_daily_VaR_ret_95,gk_daily_VaR_price_95
2006-01-20,-0.0184102340362883,1264.75,1264.25,1586180,0.0315341444070882,13.53,0.0079709479083225,0.0056228214060517,99.87433467299029,-0.0129218193195877,1271.7105562500751
2006-01-23,0.0035517006554588,1269.25,1263.75,892100,0.0154018446115062,13.74,0.0046185389594908,0.0063367646291608,17.12501109823725,-0.007487180526259,1255.3159497192112
2006-01-24,0.0009843489327145,1270.5,1267.25,950405,-0.0131870042819537,13.56,0.0049665786952728,0.0063059650589436,17.35997280042651,-0.0080513927922953,1259.071799028716
2006-01-25,0.0003934684292357,1271.0,1262.25,1262220,-0.0178576174000064,13.32,0.0076571326220304,0.0062617145788469,17.002860546643664,-0.0124130888052461,1254.8266492717091
2006-01-26,0.0052967264589343,1277.75,1269.75,968935,-0.030490166757787,12.92,0.0048800276678708,0.0062140205760679,16.95354331673739,-0.007911083665843,1260.9846809085616
2006-01-27,0.0089599352826796,1289.25,1277.25,889309,-0.0156009404424799,12.72,0.0049892588540551,0.00619846610254,18.25868547373597,-0.0080881599268061,1267.4570353379966
2006-01-30,-0.0005819028386486,1288.5,1286.75,523825,-0.0150497890039988,12.53,0.0027316995646381,0.00624069751878,19.529889716196514,-0.004428397803578,1283.5533110438394
2006-01-31,-0.0038880297812244,1283.5,1278.5,1034519,0.0134762245565687,12.7,0.0061941410849498,0.0062000665197415,17.72807384840338,-0.0100414119952016,1275.6263834582971
2006-02-01,0.0029174386150554,1287.25,1276.25,997495,-0.0031545767485154,12.66,0.0044153406534255,0.0061715331792251,17.94657925449528,-0.0071577728037119,1274.34579953361
2006-02-02,-0.0119176950261827,1272.0,1270.5,1107720,0.0156743020934428,12.86,0.0058674432639147,0.0061345793269262,17.92620457608061,-0.0095117974168512,1275.063986099536
2006-02-03,-0.0051231639148889,1265.5,1263.5,1006505,0.000777302798562,12.87,0.0065585901994912,0.0062415899399699,17.72915754281183,-0.0106322257432592,1258.5474508517673
2006-02-06,0.0025648628049186,1268.75,1264.0,526186,-0.0054538506824637,12.8,0.0033150559538218,0.0062239138958807,19.069603393292265,-0.0053740853110937,1258.7173366685508
2006-02-07,-0.008906540816203,1257.5,1256.0,978806,0.0375667017995824,13.29,0.0056687211740109,0.0061842497607377,19.36033928784116,-0.0091896461532773,1257.1440454273263
2006-02-08,0.0085123744729047,1268.25,1255.75,861721,-0.0182237389564514,13.05,0.0057853257867647,0.0062285672284822,19.915745596501807,-0.0093786755830472,1245.7614475350388
2006-02-09,-0.0019731655967802,1265.75,1265.25,935033,-0.0123363168176062,12.89,0.0068633581146327,0.0062568044562802,22.99180328291692,-0.0111262894329433,1254.2172941638037
2006-02-10,0.0019731655967802,1268.25,1257.0,999625,-0.0031080056098673,12.85,0.0088754093764835,0.0062273837624162,19.69602311212752,-0.0143880549301482,1247.6687087038483
2006-02-13,-0.0019731655967802,1265.75,1260.5,651482,0.016975716294902,13.07,0.0047353294240706,0.0061849536129631,19.95796664630229,-0.0076765112431208,1258.551537420963
2006-02-14,0.0098271231100897,1278.25,1263.0,1116270,-0.0107693348523647,12.93,0.0082717074607733,0.0061441794819381,19.41978541849964,-0.0134093849943491,1248.8903622591895
2006-02-15,0.0031243923092691,1282.25,1272.75,965298,0.0046296378987422,12.99,0.0057668852443564,0.006194809795568,23.333517812820613,-0.0093487813521607,1266.3556059118498
2006-02-16,0.0073815408979163,1291.75,1281.0,798754,-0.019433180538491,12.74,0.0044170308841927,0.0061680930624631,20.80115081186665,-0.0071605128613352,1273.1012264293086
2006-02-17,-0.0021311642281069,1289.0,1286.0,798754,-0.0110498361865851,12.6,0.0031620110271128,0.0061789577242164,24.0502167523272,-0.0051259819595903,1285.1454546554194
2006-02-20,-0.0001939676080171,1288.75,1286.5,553718,0.0,12.6,0.001767687160425,0.0061714714207966,21.837117635035074,-0.0028656233064474,1285.3114990092931
2006-02-21,-0.0027195043955554,1285.25,1283.0,715879,-0.0127797266463987,12.44,0.0060007679646697,0.0061318032157339,19.505370335078084,-0.0097279320239028,1276.27390927244
2006-02-22,0.0054316331405344,1292.25,1283.75,771937,-0.020301143817853,12.19,0.0059624936576358,0.0061009382474389,18.030669374381343,-0.0096658849893766,1272.886768362181
2006-02-23,-0.0015488870473125,1290.25,1286.5,738249,0.0008200082460305,12.2,0.0051125129329602,0.0061035012549964,16.862355406641196,-0.0082879689026434,1281.58413242845
2006-02-24,0.0021291017430211,1293.0,1287.0,549003,-0.0082304991365154,12.1,0.0037004734044334,0.0060678184028371,15.542675883402223,-0.0059988911330235,1282.5331002784026
2006-02-27,0.000773096288988,1294.0,1292.0,586818,-0.0116377040802095,11.96,0.0042014887146708,0.0060297370800262,14.943082755013211,-0.0068110943226185,1284.2231788496451
2006-02-28,-0.0089268980159209,1282.5,1280.0,1139690,0.0190481949706944,12.19,0.0059781338483709,0.0055920452768007,24.78544686008601,-0.0096912395295301,1281.5201065431263
2006-03-01,0.0073801072976227,1292.0,1281.5,717804,-0.0115512835565163,12.05,0.0043506329985218,0.0060179136822394,17.118720067363476,-0.007052874285383,1273.4865115924606
2006-03-02,-0.000387071806652,1291.5,1284.25,958000,0.0016583751727763,12.07,0.004799895844264,0.0060565081152559,16.593573254443932,-0.0077811808038114,1281.9857263659717
2006-03-03,-0.0038789808140959,1286.5,1280.0,1119040,0.0033085224555606,12.11,0.0101362085614789,0.0060075905916354,16.64979230658659,-0.0164319547842401,1270.4515376909233
2006-03-06,-0.0054559761219552,1279.5,1276.25,875562,0.0188144609122407,12.34,0.0074788245839596,0.0059797439960164,16.7639563543032,-0.0121240310573243,1270.9966057672832
2006-03-07,-0.0015643335219843,1277.5,1271.75,927692,0.0080710688337917,12.44,0.0041845385942414,0.0060018407066275,15.6761697316179,-0.0067836162364294,1270.849736232258
2006-03-08,0.0015643335219843,1279.5,1268.75,1056570,-0.0153911503202972,12.25,0.0071579964531445,0.0057890237279522,27.984110660209566,-0.011603931918964,1262.7616537345289
2006-03-09,-0.0058789116997761,1272.0,1271.5,440703,0.0517013743768903,12.9,0.0056314741123205,0.0056642041561792,23.574403409074392,-0.0091292644010837,1267.8722632980623
2006-03-10,0.0086106207155687,1283.0,1270.75,274831,-0.0070011954589834,12.81,0.005865329761696,0.0057814105035535,24.28629386351298,-0.0095083711877358,1259.9626702391697
2006-03-13,0.0019466620903081,1285.5,1282.25,256314,-0.003127445864195,12.77,0.0030571417652566,0.0059467873307563,15.876914673923284,-0.0049559768774508,1276.6572120040237
2006-03-14,0.0179247354788021,1308.75,1292.5,1073520,-0.0086512533284177,12.66,0.0070277976482691,0.0059216011928558,14.298825022848932,-0.0113928647470823,1270.9375837005382
2006-03-15,0.0041936775148103,1314.25,1305.25,873476,0.0,12.66,0.0048785135659447,0.0061222762731047,12.203525401263912,-0.0079086291332396,1298.4404027481012
2006-03-16,0.0019004186639417,1316.75,1311.5,911092,-0.0167267938053137,12.45,0.0052115904570134,0.0060949119387541,12.530215239480766,-0.0084485849145873,1303.1932201159022
2006-03-17,0.0005694220520187,1317.5,1314.75,603136,0.0016051367812286,12.47,0.0031848404668147,0.0060524074055532,12.357886093484664,-0.0051629910955662,1309.969151268512
2006-03-20,-0.0015191799351699,1315.5,1313.5,507984,0.0071914013481073,12.56,0.0039137644173322,0.006026635970106,11.21039939391081,-0.0063446602890723,1309.1673718688292
2006-03-21,-0.0060999045412692,1307.5,1305.5,1031144,0.0047656960730146,12.62,0.0077910702201247,0.0059757042547055,11.351616006449673,-0.0126302169890681,1298.9894350430263
2006-03-22,0.0053394482308579,1314.5,1304.75,737198,-0.0151699515904475,12.43,0.0050038275285953,0.0059700633892461,12.095674971357608,-0.0081117774165074,1296.9367523075207
2006-03-23,-0.0020942416031148,1311.75,1307.0,675368,0.0016077173880968,12.45,0.0046400826257503,0.0059550020210096,12.716464275871692,-0.0075221052762497,1304.6492881080785
2006-03-24,0.0007620499511471,1312.75,1307.5,596147,0.0,12.45,0.0046924660237097,0.0059188847534269,12.107615783302618,-0.0076070247628103,1301.8093426169637
2006-03-27,-0.0013339687542686,1311.0,1307.75,462838,-0.0056383556542662,12.38,0.0035149171388317,0.0059019899835244,11.206158942546466,-0.0056980831782734,1305.2911121707036
2006-03-28,-0.0065047101361779,1302.5,1300.25,929472,-0.002426204182464,12.35,0.0072512545313279,0.0058498479015016,11.289272739759877,-0.0117551139427632,1295.6792705027465
2006-03-29,0.005741642567675,1310.0,1300.75,896642,-0.0237618717749468,12.06,0.0067643946557844,0.0058608344869784,11.528707818049991,-0.0109658583337582,1288.2949968918786
2006-03-30,-0.0019102202561187,1307.5,1304.75,991068,-0.0049875415110389,12.0,0.0076839904177869,0.0058520533838017,12.15274739608659,-0.012456628367677,1293.7830309120582
2006-03-31,0.0,1307.5,1302.75,846848,0.0099503308531678,12.12,0.0048667738353556,0.0058092412698109,11.878330379574471,-0.0078895976856279,1297.224937379371
2006-04-03,-0.0013393286226701,1305.75,1304.25,965195,-0.002478316014467,12.09,0.0073917369736239,0.0057569506033014,11.711156464788548,-0.0119828520684921,1291.925918234188
2006-04-04,0.0068689451530454,1314.75,1302.25,1044428,-0.0074720148387008,12.0,0.0063204642662784,0.0057104846951958,11.35982208401174,-0.0102461963375129,1292.4393374143544
2006-04-05,0.0032273402478608,1319.0,1312.25,838856,-0.0083682496705166,11.9,0.004397195684495,0.0057461122424325,11.123444932691934,-0.0071283577312792,1305.4113159573208
2006-04-06,-0.0011378723017969,1317.5,1310.0,888393,0.0016792615197198,11.92,0.0056005810050035,0.0057053836710662,11.415228878021848,-0.0090791831365262,1307.0787569079948
2006-04-07,-0.010299537928919,1304.0,1301.25,1343220,0.0125053734722366,12.07,0.0105918651426821,0.0054967038946774,13.930542567535465,-0.017170626280003,1295.070812538427
2006-04-10,0.0011496456525845,1305.5,1300.25,727289,0.0188762272689317,12.3,0.0045314023633002,0.0057665133453651,10.90423156605177,-0.0073459221257463,1294.4560151508877
2006-04-11,-0.0088479130783376,1294.0,1289.25,1105250,0.0452997592296631,12.87,0.0083624492383272,0.0057529847617662,10.224668464755336,-0.0135564878066841,1287.921426241415
2006-04-12,0.001158524941319,1295.5,1292.5,637521,0.0085106896679088,12.98,0.0030550507374124,0.0058403866509406,10.46948370073051,-0.00495258708187,1287.607195842653
2006-04-13,-0.0009653442201535,1294.25,1289.5,699153,-0.0023139231303974,12.95,0.0052924722881129,0.0057913047682746,10.438925968501168,-0.0085797036246487,1284.4325396100546
2006-04-17,-0.0009662770101535,1293.0,1286.5,736454,0.0030840425369618,12.99,0.0069474519469676,0.0057597599166303,9.807637469040744,-0.0112573705668453,1279.7618503830622
2006-04-18,0.0157302303537374,1313.5,1292.5,1459890,-0.028896973569441,12.62,0.0080239702116138,0.005751421279456,9.355813530376969,-0.0129860214172411,1276.3176275681192
2006-04-19,0.0013314314853216,1315.25,1308.25,951127,-0.000792707136239,12.61,0.0055916765165836,0.0059651848820742,9.765154749586824,-0.009059561550469,1301.654006678465
2006-04-20,0.0013296611323641,1317.0,1311.75,1048211,-0.0135730626657948,12.44,0.0068917735676468,0.005921936029201,9.627382425744786,-0.0111619968520368,1300.650813254559
2006-04-21,0.0,1317.0,1312.0,858597,0.0159493014076779,12.64,0.0064369615531648,0.0058861633987802,9.222960295566338,-0.010413546776024,1303.3565206945202
2006-04-24,-0.0019000575733443,1314.5,1309.0,656522,-0.0039635406624554,12.59,0.0050459556217046,0.0058620868560738,8.566932795567485,-0.0081452964380366,1306.3162149579016
2006-04-25,-0.0038109802221697,1309.5,1304.25,1061490,0.0,12.59,0.006315086776866,0.005816504761756,8.559127180452391,-0.0101936584338424,1301.168499808624
2006-04-26,-0.0003818980378662,1309.0,1307.75,902689,-0.013594771550923,12.42,0.004713915920513,0.0058284196661247,8.2388205027154,-0.0075993857224784,1299.586321041663
2006-04-27,0.0045731787019649,1315.0,1300.25,1471050,-0.0056520134313466,12.35,0.0108284180099417,0.0058224891011691,7.891921385401236,-0.0174293472815537,1286.38265970684
2006-04-28,0.0007601672733974,1316.0,1310.75,771181,-0.0097641133749051,12.23,0.0060141778473835,0.005809265259177,7.948047569977254,-0.0096829748057232,1302.3283368358311
2006-05-01,-0.0059064666329451,1308.25,1307.0,944775,0.024233819208896,12.53,0.0067799065770858,0.0057548275203585,7.973330611506727,-0.0109171142351145,1301.7112157268737
2006-05-02,0.007425069810135,1318.0,1308.25,801915,-0.0177138287116149,12.31,0.0034911097356858,0.0057822303234636,7.810586147853177,-0.0056170231811825,1300.9221291003375
2006-05-03,-0.0043722149300435,1312.25,1308.0,775548,0.0080906590201537,12.41,0.0051101019039105,0.00579981513591,8.29001681173954,-0.0082398486877511,1307.184499665888
2006-05-04,0.0036132016108716,1317.0,1311.25,757899,-0.0121606687084505,12.26,0.0040654506145126,0.0057787027420986,8.445617859309134,-0.0065594960174023,1303.670470807535
2006-05-05,0.009070356969965,1329.0,1316.25,919501,-0.0131364779053697,12.1,0.0056939639666047,0.0057628661995766,8.260038817654856,-0.0091801576509246,1304.965058225706
2006-05-08,-0.0013176472494649,1327.25,1326.75,425184,-0.0016542600960267,12.08,0.0020587381875298,0.0058532515959958,8.093007710216865,-0.0033168266403894,1324.5992397089285
2006-05-09,0.0015057409206669,1329.25,1325.75,376942,0.0365745764013083,12.53,0.0026719884320172,0.0058196234279866,7.846328996767201,-0.0042998586885749,1321.555264608374
2006-05-10,-0.0011290930819392,1327.75,1320.75,762814,-0.0056022555486698,12.46,0.0048848792209323,0.0058192691684389,7.398478487852961,-0.0078419369733779,1318.866870412047
2006-05-11,-0.012123656735687,1311.75,1307.25,1288890,0.0253579355900814,12.78,0.0100181962428986,0.005765106103164,7.451393129310095,-0.0160876882342133,1306.5604741991629
2006-05-12,-0.0134307467848104,1294.25,1293.5,1344300,0.0436349358968697,13.35,0.0065826103241872,0.0060718162173667,6.536117035147087,-0.0105014752125063,1298.0467678997036
2006-05-15,0.0023152624658377,1297.25,1285.25,1316370,-0.0060105365021421,13.27,0.0063950876914899,0.0061682291919603,6.187004572455902,-0.0101677577510032,1281.157055274992
2006-05-16,-0.0017359441142108,1295.0,1291.75,1866792,-0.0121305505685076,13.11,0.0052299055085162,0.0062069076508271,5.686935474558924,-0.0082977683683296,1286.5302564656945
2006-05-17,-0.0202815064192503,1269.0,1268.25,1867010,0.0952408340811943,14.42,0.0117906717163373,0.0062007016952757,5.596186229841081,-0.0187070803955959,1270.999520259346
2006-05-18,-0.0047393453638964,1263.0,1261.5,1463030,0.0144580831752301,14.63,0.0085707825202148,0.0063743090182145,5.072649689997712,-0.0135984040193965,1251.8604248483734
2006-05-19,0.006117433976521,1270.75,1258.25,1594950,0.0155988242575801,14.86,0.0089953526452396,0.0063847801761117,5.022744868022908,-0.0142720270031832,1245.1024508434828
2006-05-22,-0.006909513225854,1262.0,1255.25,1596240,0.0638653470966663,15.84,0.0095642456043068,0.0063528351511923,5.266889132166926,-0.0151746326034233,1251.6124058316457
2006-05-23,-0.0075562101421384,1252.5,1252.0,1348390,-0.0082409341187497,15.71,0.0127328469239438,0.0063219541663796,5.598076069253633,-0.0202019356319613,1236.7609543901992
2006-05-24,0.0067635030059003,1261.0,1246.75,1908740,0.0300963154220141,16.19,0.0106839613378243,0.0063319002935346,5.705425193449846,-0.0169511736479934,1231.4475906308928
2006-05-25,0.0118251279398151,1276.0,1257.75,1103890,-0.0500262582699604,15.4,0.0075672085730561,0.006311300656488,6.024223302202539,-0.0120095476281781,1245.9465340278691
2006-05-26,0.0052760259173387,1282.75,1274.0,1103890,-0.0330062964681703,14.9,0.0039261886402853,0.0063847201693241,5.894759925078818,-0.0062292911132725,1268.0761302084836
2006-05-29,-0.0021461329084111,1280.0,1279.75,785007,0.0,14.9,0.0015931551805181,0.0064159101674668,5.665034002883853,-0.0025277000972996,1279.511687166225
2006-05-30,-0.0157483569681389,1260.0,1259.25,1047920,0.0922548764804433,16.34,0.0079611066457234,0.0063994638497942,5.646083718662428,-0.0126310922432945,1263.9338818432834
2006-05-31,0.0094787439545438,1272.0,1256.0,1229560,-0.0272969802056706,15.9,0.0078211666475017,0.0066387621192742,5.516490985635134,-0.0124090634343959,1244.461190503628
2006-06-01,0.0107517407549577,1285.75,1266.25,1058350,-0.0496395814259216,15.13,0.0101671756934088,0.0066521475874428,5.81510565285927,-0.0161312415160542,1251.6456724548527
2006-06-02,0.0019425025533079,1288.25,1281.25,1108000,-0.0267932973257254,14.73,0.0068969203148714,0.0066906089431603,6.1067862123108405,-0.0109560647924509,1271.7401263744275
2006-06-05,-0.0146615860636005,1269.5,1265.75,1170660,0.0745443040637785,15.87,0.0089424979447519,0.0066388318141087,6.186996047373639,-0.0142179668086567,1270.0632995801832
2006-06-06,-0.002958290294714,1265.75,1255.25,1565850,0.0279608149976433,16.32,0.0102020091555298,0.0067898120905184,5.997019125867093,-0.0161865082889771,1249.1166404760108
2006-06-07,-0.0077327638218749,1256.0,1254.75,1411880,0.0212193472267419,16.67,0.0094149408137707,0.0067345883507407,6.161818884614641,-0.0149650781620891,1246.9489825424882
2006-06-08,-0.0003981684305038,1255.5,1235.25,908947,0.0272206155733258,17.13,0.0147159818235515,0.0067366608072545,6.434005678430477,-0.0234551339185173,1226.883156388914
2006-06-09,-0.0035906681307285,1251.0,1250.0,361028,0.0173615471959007,17.43,0.0074769246406221,0.0067254643887602,6.15824932217234,-0.0118841368385195,1240.667774861687
2006-06-12,-0.0116584235054402,1236.5,1235.0,299763,0.043778034207587,18.21,0.0108506655887697,0.0066742805715888,6.362614408092624,-0.0172826380535837,1229.5651784533943
2006-06-13,-0.0032401810446263,1232.5,1232.0,2369600,0.1320200919315648,20.78,0.0108738025819716,0.0067463974930159,6.540663911014123,-0.0173480670219657,1215.234109511833
2006-06-14,0.0070743094425376,1241.25,1229.0,1852850,0.0396278265399807,21.62,0.006606988707183,0.0067154855171049,6.557787331134448,-0.0105423805749305,1219.5747670148762
2006-06-15,0.0211247393157458,1267.75,1241.0,1684300,-0.2861414774775301,16.24,0.010242745052193,0.006697028814434,6.991403045573894,-0.0163997977397293,1221.0597614868825
2006-06-16,-0.0061319547296045,1260.0,1256.75,1170580,0.0297261802652006,16.73,0.0050185032617433,0.0080497575047542,7.109759938709785,-0.0080417740566807,1257.595924053958
2006-06-19,-0.0091688902256956,1248.5,1247.25,1194880,0.0089259741690783,16.88,0.0092236680183454,0.007867819340121,7.48189371371131,-0.0148143968765482,1241.471443495344
2006-06-20,0.0031987232391914,1252.5,1247.5,1138610,-0.0155226997405089,16.62,0.0067991902188867,0.0079509882071725,7.512777010840159,-0.0109222890177497,1234.9377225456888
2006-06-21,0.0073580922613523,1261.75,1249.0,1181880,-0.0588587330593726,15.67,0.0099541165692954,0.0076954345401386,7.165244714593504,-0.0159566072169768,1232.6729563188726
2006-06-22,-0.004567578192228,1256.0,1251.0,974787,0.0057270280618033,15.76,0.0082914901037407,0.0076083757699033,7.575275160354753,-0.0133241704691882,1245.049733579526
2006-06-23,-0.0003981684305038,1255.5,1251.0,749066,-0.0044515176847919,15.69,0.0073101153283695,0.0074559713398168,7.195470921492633,-0.0117205407749534,1241.3649337677675
2006-06-26,0.0037762143651001,1260.25,1253.25,630570,-0.0083200479946952,15.56,0.0039117394787051,0.007179333577796,7.152087067769969,-0.0062700374316733,1247.6525954735712
2006-06-27,-0.0083665826690602,1249.75,1248.0,1054910,0.0235006051717112,15.93,0.0066401220627116,0.0069637464685738,6.031654954789087,-0.0105391249208776,1247.0378125584773
2006-06-28,0.0063808790777484,1257.75,1246.5,875877,0.0018814680997056,15.96,0.0051420265968274,0.0070653847409937,7.2099373398337105,-0.0082451449598528,1239.4879940858575
2006-06-29,0.0194868876734961,1282.5,1257.0,1197230,-0.1070327568501885,14.34,0.0086613687208198,0.0070406202818186,7.040113932219941,-0.0138725826711896,1240.4222275146328
2006-06-30,-0.0023419214450806,1279.5,1279.25,808675,-0.02256795356503,14.02,0.0042380064406503,0.0081956052531363,6.142647670036821,-0.0067349229915213,1273.8914826536616
2006-07-03,0.0068153316084895,1288.25,1281.5,808675,-0.0216302593087047,13.72,0.0032719452463023,0.0079062285573251,6.095409701900775,-0.0051969704198229,1272.8677251432705
2006-07-04,-0.0003881987626392,1287.75,1285.75,270102,0.0,13.72,0.0013682477063619,0.0079437854750434,5.8272112945444885,-0.0021708618863958,1285.456420509567
2006-07-05,-0.0062317631080013,1279.75,1274.0,781097,0.0483735842842154,14.4,0.0067757949474181,0.0077099378541756,5.539340087298121,-0.0107504766373733,1273.980222165014
2006-07-06,0.0023414644843811,1282.75,1278.0,659983,-0.0168071183163811,14.16,0.0050305624354712,0.0075826455787062,5.769624548285379,-0.0079814906376393,1269.5763418438091
2006-07-07,-0.0060600322295476,1275.0,1271.0,997930,0.0140254753545043,14.36,0.0097928651264607,0.007349240105479,5.822339267704527,-0.0155373603498848,1262.9734862730056
2006-07-10,0.001567398440013,1277.0,1272.5,810573,-0.0027894020875782,14.32,0.0055406460110685,0.0072637496782902,5.978629676945638,-0.0087907892668217,1263.8408643525993
2006-07-11,0.0041027702368383,1282.25,1267.5,1083630,-0.0297683213958537,13.9,0.0078359926722563,0.0071645908215112,5.469319842848607,-0.0124325864060895,1261.221871863982
2006-07-12,-0.0109783498225786,1268.25,1264.5,1118760,0.1140992003059562,15.58,0.0083197168171081,0.0071338566448331,5.521760181825732,-0.0132000631609969,1265.4354397892564
2006-07-13,-0.0164964488211252,1247.5,1246.75,1554830,0.0688216972311415,16.69,0.0077088447637134,0.0071820976255468,6.1464730338372044,-0.0122511943950574,1252.807212158846
2006-07-14,-0.0042172971432439,1242.25,1235.0,1449110,0.0260215746622849,17.13,0.008934931893769,0.0078368086959638,6.1415697750818685,-0.0141989803700368,1229.9119337865409
2006-07-17,-0.0014097273505742,1240.5,1234.75,1114300,-0.0099736819722715,16.96,0.0071555416070155,0.0076835814573975,6.0325695951622205,-0.0113573134130705,1228.221192987625
2006-07-18,0.0042232340296584,1245.75,1231.0,1584210,-0.0154489109410476,16.7,0.0085586843022756,0.0075001227764386,5.7969852894680445,-0.0135792089861467,1223.7688462634535
2006-07-19,0.0133561239880011,1262.5,1244.0,1574310,-0.0547660682013289,15.81,0.0114496587376492,0.007346618288153,5.921012055211439,-0.0181660291847967,1223.3239817151086
2006-07-20,-0.006556097785153,1254.25,1252.5,1276730,0.0323612557609931,16.33,0.0083089846539256,0.0076883095701392,6.245485429074904,-0.013218825536684,1245.921051287998
2006-07-21,-0.0076030778420701,1244.75,1243.5,1230860,0.0230034356249286,16.71,0.0076316732077465,0.0076160936412006,6.381923551638104,-0.012157780627076,1239.093425495139
2006-07-24,0.0181117499430465,1267.5,1243.5,1233390,-0.0809906932752779,15.41,0.0087455322545058,0.0076177911159757,6.399021399540015,-0.0139345106870097,1227.5253053778465
2006-07-25,0.0031508493968352,1271.5,1262.5,1268050,-0.0276333372175181,14.99,0.0088006230076859,0.0084934187429876,5.914526591124136,-0.0139630689494977,1249.924797536622
2006-07-26,0.00137538090254,1273.25,1266.75,985631,-0.0080375516424426,14.87,0.0071532699547345,0.0082317478614155,6.051515305274172,-0.0113561905460341,1257.14228250947
2006-07-27,-0.000785700295772,1272.25,1266.75,1011207,0.0173337673282008,15.13,0.0083014881867363,0.008018174574464,5.804762149203903,-0.0131711416150433,1256.5898017030072
2006-07-28,0.0093879038784354,1284.25,1270.5,938448,-0.0349733020376565,14.61,0.0060469240044745,0.0077714141764752,5.838980753078651,-0.0095940499590895,1260.1023357666263
2006-07-31,-0.0019485586835674,1281.75,1279.0,671544,0.0068213088507382,14.71,0.0027296615113358,0.007902375553984,5.7475777594895,-0.0043308811044724,1278.700092610851
2006-08-01,-0.0039085451360563,1276.75,1270.25,866527,0.0235146877584013,15.06,0.006537263895936,0.0077419643163165,5.462857304104131,-0.0103720232579328,1268.524366046972
2006-08-02,0.0058571038196237,1284.25,1275.75,857703,-0.0221559918972085,14.73,0.0057777811922795,0.0075651519926544,5.604460756828129,-0.0091670279584131,1265.0994789670483
2006-08-03,0.0023332695788731,1287.25,1274.75,886700,-0.0088647017602481,14.6,0.0077020283391471,0.0075101627214295,5.560974453742209,-0.012220038587788,1268.6519141529495
2006-08-04,-0.000971534128686,1286.0,1278.0,1152490,0.0163047090249435,14.84,0.0108271098917893,0.0073111706708535,5.704666996950214,-0.0171782931516113,1265.3260889574997
2006-08-07,-0.0029202785281867,1282.25,1277.0,601458,0.0127219660256487,15.03,0.0045215926308137,0.0071374280658986,5.645027893042907,-0.0071739591174914,1276.8073020203265
2006-08-08,-0.0042985607416241,1276.75,1272.0,994520,-0.0033322256758099,14.98,0.0083195215291111,0.0070290359473433,5.461131593881474,-0.0131997533170501,1265.4358318768282
2006-08-09,-0.0041204806655796,1271.5,1268.25,1156130,0.0243994959441327,15.35,0.0107916508718729,0.0069498107940797,5.407920983835377,-0.0171220338686557,1255.0755282896096
2006-08-10,0.0031409527196926,1275.5,1262.5,1112170,0.0110140407218666,15.52,0.0078354129532031,0.0069184491445463,5.032684469706514,-0.0124316666238077,1255.790982833759
