name,mean,median,std,min,max
LSTM_implied_sigma_from_ret_train,0.008686775632323271,0.0070814731926152,0.005283141010457043,0.00288612342342746,0.04157509463254218
GK_vol_train,0.009267236397397268,0.007271103167143,0.007451800133146574,0.001204079463483,0.0828800118147816
GARCH_vol_train,0.010511245081956258,0.008239101433197,0.007392430737074399,0.0033526825395829,0.0892372483382841
LSTM_implied_sigma_from_ret_frozen_test,0.009085637728517169,0.00801867061785021,0.0039643314211599105,0.004177409467674163,0.03704919928457607
LSTM_implied_sigma_from_ret_walkfwd_test,0.009302517641638258,0.008221741884756845,0.003972993444962766,0.004332007473430471,0.0377058001236422
GK_vol_test,0.009730625981110942,0.0084226912668499,0.0060792233876565726,0.0017651721310123,0.0671068884345365
GARCH_vol_test,0.010946966121648555,0.0090454796366279,0.004574180458968222,0.0059992242266478,0.0425551982068553
