DATE,ES1_CLOSE,ES1_LN_RET,gk_VaR_ret_95,garch_VaR_ret_95,lstm_VaR_ret_95,gk_VaR_price_95,garch_VaR_price_95,lstm_VaR_price_95,sigma_implied,gk_vol_daily,garch_vol,viol_gk_ret,viol_garch_ret,viol_lstm_ret
2006-02-23,1290.25,-0.001548887,-0.0082879689026434,-0.009894474451601094,-0.00843300996355407,1281.58413242845,1279.5269133176555,1281.3982635858692,0.005201982899417214,0.0051125129329602,0.0061035012549964,0,0,0
2006-02-24,1293.0,0.0021291017,-0.0059988911330235,-0.009836628462176348,-0.00850656086935516,1282.5331002784026,1277.620507772891,1279.3209600137266,0.005247353479538368,0.0037004734044334,0.0060678184028371,0,0,0
2006-02-27,1294.0,0.0007730963,-0.0068110943226185,-0.00977489427717439,-0.007914100642121627,1284.2231788496454,1280.4226330612826,1282.8074534882658,0.00488188871856057,0.0042014887146708,0.0060297370800262,0,0,0
2006-02-28,1282.5,-0.008926898,-0.0096912395295301,-0.009065345743675731,-0.007752945798860719,1281.5201065431265,1282.3224530799223,1284.0064778118492,0.0047824788112529075,0.0059781338483709,0.0055920452768007,0,0,1
2006-03-01,1292.0,0.0073801074,-0.007052874285383,-0.009755727195454394,-0.00834175082712501,1273.4865115924606,1270.0491123535692,1271.8462020067911,0.005145688827766493,0.0043506329985218,0.0060179136822394,0,0,0
2006-03-02,1291.5,-0.0003870718,-0.0077811808038114,-0.009818293190856326,-0.008081297953656431,1281.9857263659715,1279.376835566862,1281.601038192279,0.004985025980249044,0.004799895844264,0.0060565081152559,0,0,0
2006-03-03,1286.5,-0.0038789809,-0.0164319547842401,-0.009738992283479202,-0.008130630998143895,1270.4515376909233,1278.983141194611,1281.041863304178,0.005015457540855409,0.0101362085614789,0.0060075905916354,0,0,0
2006-03-06,1279.5,-0.0054559764,-0.0121240310573243,-0.009693849763242852,-0.010560989819939401,1270.9966057672832,1274.0891140994372,1272.9847792684834,0.00651464763846793,0.0074788245839596,0.0059797439960164,0,0,0
2006-03-07,1277.5,-0.0015643336,-0.0067836162364294,-0.009729671061457048,-0.010814916295754573,1270.849736232258,1267.1112528274148,1265.736872283817,0.0066712846151356425,0.0041845385942414,0.0060018407066275,0,0,0
2006-03-08,1279.5,0.0015643336,-0.011603931918964,-0.00938467036916655,-0.009284637066738415,1262.7616537345289,1265.5671640483474,1265.693769243474,0.0057273172280367084,0.0071579964531445,0.0057890237279522,0,0,0
2006-03-09,1272.0,-0.005878912,-0.0091292644010837,-0.00918232355012449,-0.009836619376598247,1267.8722632980625,1267.8049928593516,1266.9757446601427,0.0060678127983113,0.0056314741123205,0.0056642041561792,0,0,0
2006-03-10,1283.0,0.008610621,-0.0095083711877358,-0.009372328460619292,-0.009395240080407907,1259.9626702391695,1260.13409065688,1260.1052192744585,0.0057955437554829325,0.005865329761696,0.0057814105035535,0,0,0
2006-03-13,1285.5,0.0019466621,-0.0049559768774508,-0.009640423234959748,-0.0093269889818437,1276.6572120040237,1270.6907654375632,1271.0891058720767,0.005753442412174687,0.0030571417652566,0.0059467873307563,0,0,0
2006-03-14,1308.75,0.017924735,-0.0113928647470823,-0.00959959362133642,-0.00803955514201747,1270.9375837005382,1273.2187641482058,1275.2065845478749,0.004959276527413349,0.0070277976482691,0.0059216011928558,0,0,0
2006-03-15,1314.25,0.0041936776,-0.0079086291332396,-0.009924910905898346,-0.009077715484121653,1298.4404027481012,1295.8250185929037,1296.9233007802097,0.00559967566957244,0.0048785135659447,0.0061222762731047,0,0,0
2006-03-16,1316.75,0.0019004187,-0.0084485849145873,-0.00988055018640223,-0.008755901868576681,1303.1932201159022,1301.328428159542,1302.7927882779345,0.005401161861086551,0.0052115904570134,0.0060949119387541,0,0,0
2006-03-17,1317.5,0.00056942203,-0.0051629910955662,-0.009811645470852405,-0.008728367616676596,1309.969151268512,1303.8936897432616,1305.306934231586,0.005384177094300846,0.0031848404668147,0.0060524074055532,0,0,0
2006-03-20,1315.5,-0.0015191799,-0.0063446602890723,-0.009769867022882944,-0.007790754154791722,1309.1673718688292,1304.6908738131983,1307.2755611607772,0.004805801257432642,0.0039137644173322,0.006026635970106,0,0,0
2006-03-21,1307.5,-0.0060999044,-0.0126302169890681,-0.009687300879983584,-0.007552619849910738,1298.9894350430263,1302.817882613856,1305.6019537281895,0.004658905832535812,0.0077910702201247,0.0059757042547055,0,0,0
2006-03-22,1314.5,0.0053394483,-0.0081117774165074,-0.009678156391133471,-0.009056119051489859,1296.936752307521,1294.9068480619899,1295.7125790442428,0.005586353703426954,0.0050038275285953,0.0059700633892461,0,0,0
2006-03-23,1311.75,-0.0020942416,-0.0075221052762497,-0.009653740188531693,-0.008765958580198168,1304.6492881080785,1301.8712141089595,1303.027504620044,0.0054073654398923915,0.0046400826257503,0.0059550020210096,0,0,0
2006-03-24,1312.75,0.0007620499,-0.0076070247628103,-0.009595189961960326,-0.0084353209142469,1301.8093426169637,1299.223701778321,1300.7315053944046,0.005203408431467746,0.0046924660237097,0.0059188847534269,0,0,0
2006-03-27,1311.0,-0.0013339687,-0.0056980831782734,-0.009567801605313534,-0.008241649716979299,1305.2911121707036,1300.2497636919015,1301.975236237786,0.0050839405000114996,0.0035149171388317,0.0059019899835244,0,0,0
2006-03-28,1302.5,-0.0065047103,-0.0117551139427632,-0.009483273319519288,-0.00761895633420942,1295.6792705027465,1298.62619350638,1301.0495025827515,0.004699826127711624,0.0072512545313279,0.0058498479015016,0,0,0
2006-03-29,1310.0,0.005741643,-0.0109658583337582,-0.009501083832660667,-0.008855015462139116,1288.2949968918786,1290.183441288168,1291.0172573238356,0.005462301029786677,0.0067643946557844,0.0058608344869784,0,0,0
2006-03-30,1307.5,-0.0019102202,-0.012456628367677,-0.009486848658879454,-0.00944198985551945,1293.7830309120582,1297.6309924758132,1297.6892039549773,0.005824381801653028,0.0076839904177869,0.0058520533838017,0,0,0
2006-03-31,1307.5,0.0,-0.0078895976856279,-0.009417445319647853,-0.010253174887950795,1297.2249373793716,1295.2444886252263,1294.1624667097326,0.006324769051900346,0.0048667738353556,0.0058092412698109,0,0,0
2006-04-03,1305.75,-0.0013393286,-0.0119828520684921,-0.009332676161386127,-0.009325022910332324,1291.925918234188,1295.3542900640923,1295.3642037736136,0.0057522296221477085,0.0073917369736239,0.0057569506033014,0,0,0
2006-04-04,1314.75,0.006868945,-0.0102461963375129,-0.009257349603495287,-0.010007654444690803,1292.4393374143544,1293.717993925539,1292.7476751145264,0.006173317416859523,0.0063204642662784,0.0057104846951958,0,0,0
2006-04-05,1319.0,0.0032273403,-0.0071283577312792,-0.009315105937307484,-0.00985579500598989,1305.411315957321,1302.5598289823217,1301.8557394853865,0.006079641468811157,0.004397195684495,0.0057461122424325,0,0,0
2006-04-06,1317.5,-0.0011378723,-0.0090791831365262,-0.00924908025925848,-0.008885185018832273,1307.0787569079948,1306.8567068513787,1307.332352324234,0.005480911409553696,0.0056005810050035,0.0057053836710662,0,0,0
2006-04-07,1304.0,-0.010299538,-0.017170626280003,-0.008910786445629041,-0.008909520248920142,1295.070812538427,1305.8121899837206,1305.8138433998647,0.005495922829120089,0.0105918651426821,0.0054967038946774,0,1,1
