DATE,ret_true,sigma_lstm,gk_vol_actual,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2006-07-19,0.013356124,0.006015509,0.011449658,5.921012,-0.009544206892952043,-0.015435663760954996,0,0
2006-07-20,-0.006556098,0.0059137726,0.008308984,6.2454853,-0.009408264645263719,-0.015123422644587775,0,0
2006-07-21,-0.0076030777,0.0059482297,0.007631673,6.3819237,-0.009475939409377557,-0.015184215614144752,0,0
2006-07-24,0.01811175,0.006002528,0.0087455325,6.3990216,-0.009564002131892157,-0.015319432387354883,0,0
2006-07-25,0.0031508494,0.005869393,0.008800623,5.9145265,-0.009312378969748887,-0.01506073288266411,0,0
2006-07-26,0.0013753809,0.005790402,0.00715327,6.051515,-0.009192566325303901,-0.014847281775243519,0,0
2006-07-27,-0.0007857003,0.0057544927,0.008301488,5.8047624,-0.009130078768329808,-0.014765902244118626,0,0
2006-07-28,0.009387904,0.005765047,0.006046924,5.8389807,-0.009146824178384366,-0.014792984276396482,0,0
2006-07-31,-0.0019485587,0.00571479,0.0027296615,5.7475777,-0.009067086672742,-0.014664026329441067,0,0
2006-08-01,-0.0039085452,0.005708954,0.0065372637,5.4628572,-0.009057827201160443,-0.014649051162668167,0,0
2006-08-02,0.005857104,0.0057374174,0.0057777814,5.6044607,-0.00910298714523279,-0.014722087478831747,0,0
2006-08-03,0.0023332697,0.005712307,0.0077020284,5.5609746,-0.009063146895622279,-0.014657654603052989,0,0
2006-08-04,-0.0009715341,0.0056923428,0.01082711,5.704667,-0.009031471232357941,-0.014606426157039878,0,0
2006-08-07,-0.0029202786,0.0057079005,0.0045215925,5.645028,-0.009056155917664779,-0.014646348227748832,0,0
2006-08-08,-0.004298561,0.00573134,0.008319521,5.4611316,-0.009093344916250764,-0.014706493285815815,0,0
2006-08-09,-0.0041204807,0.0057306457,0.010791651,5.407921,-0.009092242792104733,-0.014704710841456449,0,0
2006-08-10,0.0031409527,0.005766681,0.007835413,5.0326843,-0.009149416613259881,-0.01479717697187233,0,0
2006-08-11,-0.002551272,0.005795465,0.006083362,5.2136574,-0.009195085090805192,-0.014871035729521923,0,0
2006-08-14,0.0007857003,0.0058144457,0.0069043967,5.363846,-0.009225199863961234,-0.014919739777735438,0,0
2006-08-15,0.011323823,0.0057632187,0.0064761853,5.3988323,-0.009143923184942513,-0.014788292555036772,0,0
2006-08-16,0.008698228,0.0057401136,0.0050237104,5.76103,-0.009107264436561433,-0.014729005060512144,0,0
2006-08-17,0.0015384619,0.005665837,0.0049144994,6.124132,-0.009002163332519436,-0.014513254266872522,0,0
2006-08-18,0.004601235,0.005634779,0.0051768553,5.6991434,-0.00894014151617797,-0.014458720349092806,0,0
2006-08-21,-0.003640897,0.0056052287,0.003994355,5.8439054,-0.008893256901643937,-0.01438289475628805,0,0
2006-08-22,-0.00019199385,0.005583317,0.004611904,5.693874,-0.00885849112839709,-0.01432666873434125,0,0
2006-08-23,-0.003269548,0.005567744,0.006677962,5.37748,-0.00883378291663065,-0.014286708614737926,0,0
2006-08-24,-0.0013493978,0.005587601,0.0038862901,5.310668,-0.008865288465494779,-0.014337661937976354,0,0
2006-08-25,0.0011567381,0.0055872,0.0037956655,4.8474164,-0.00886465234622166,-0.014336633154409332,0,0
2006-08-28,0.004805391,0.0055617318,0.0064579174,4.9578447,-0.008824243842125348,-0.01427128125148962,0,0
2006-08-29,0.00095831347,0.0055376305,0.005670213,5.1882935,-0.008786005201495523,-0.014209438627366098,0,0
2006-08-30,0.0,0.0055501,0.002706632,4.743276,-0.008805789144294227,-0.014241434820693831,0,0
2006-08-31,0.00038306837,0.005546369,0.002833339,4.8084283,-0.008799869525112507,-0.014231861133502556,0,0
2006-09-01,0.0053476063,0.0055448525,0.0035024572,4.788961,-0.008797463492186157,-0.014227969902343644,0,0
2006-09-04,0.002853069,0.0055089598,0.0018573292,4.618003,-0.00874051588698873,-0.014135869626681327,0,0
2006-09-05,-0.0013304193,0.005500458,0.0033930377,4.753976,-0.008727027986725398,-0.0141140559028548,0,0
2006-09-06,-0.008978951,0.005498097,0.005244966,4.8367195,-0.00872328094560166,-0.014107995884716758,1,0
2006-09-07,-0.0050019342,0.0055489647,0.0043076444,5.0525074,-0.008803988465270746,-0.014238522616855457,0,0
2006-09-08,0.0023116944,0.0056449748,0.0030864342,5.3122497,-0.008956317766882894,-0.014484881890810694,0,0
2006-09-11,0.000961631,0.005663817,0.0065353937,5.076871,-0.008986212658128028,-0.014533230328203743,0,0
2006-09-12,0.018663654,0.0056794123,0.0075483276,5.0478125,-0.009010956159583873,-0.014573247521148625,0,0
2006-09-13,0.0030143203,0.0056281458,0.004694142,4.461511,-0.00892961704496082,-0.014441699322537973,0,0
2006-09-14,0.00037615196,0.0056000175,0.0034537443,4.115419,-0.00888498825595721,-0.014369522033335762,0,0
2006-09-15,0.0020663105,0.0056109033,0.004427316,4.136653,-0.008902259391897519,-0.014397454312060902,0,0
2006-09-18,0.0015000941,0.005610052,0.0037669425,4.303015,-0.008900909335061822,-0.01439527089089163,0,0
2006-09-19,-0.0028145248,0.0055988566,0.006066876,4.4425774,-0.008883146858061339,-0.014366543975641747,0,0
