DATE,open,high,low,close,Volume
2021/6/14,1.00239,1.0024,0.98,1,1097975.171
2021/6/21,0.99903,1.0024,0.98005,1,7543414.747
2021/6/28,1,1.00739,0.99889,0.99989,6724381.453
2021/7/5,0.99989,1.0075,0.999,1,10025128.08
2021/7/12,1.00002,1.001,0.99,0.99959,6419473.225
2021/7/19,0.99957,1.01,0.98,1.00116,10151945.68
2021/7/26,1.00118,1.01,0.99111,0.99992,11037607.02
2021/8/2,1.0004,1.00497,0.97,0.9998,10581566.67
2021/8/9,1.00055,1.001,0.9993,1.00098,12266983.39
2021/8/16,1.00098,1.00138,0.998,1.0008,16901334.16
2021/8/23,1.00078,1.02,0.9997,1.0008,10441336.88
2021/8/30,1.00051,1.00105,0.99985,1.00008,18304835.65
2021/9/6,1.00047,1.025,0.995,1.00053,23095009.16
2021/9/13,1.00053,1.01359,0.995,1.00019,12683786.74
2021/9/20,1.00019,1.0075,0.972,1.00089,13073686.22
2021/9/27,1.00085,1.02,0.98,0.99985,9699144.488
2021/10/4,1.00084,1.01755,0.99153,1.00031,26650049.05
2021/10/11,1.00027,1.005,0.9959,0.9998,11746896.21
2021/10/18,1.00014,1.0047,0.99904,1.00003,19503009.55
2021/10/25,0.99971,1.00239,0.9972,1.001,19350772.29
2021/11/1,1.001,1.005,1,1.00055,11767693.56
2021/11/8,1.00055,1.00498,0.999,1.00003,11421432.32
2021/11/15,1.00004,1.00369,0.9881,1.00118,11186656.57
2021/11/22,1.00118,1.01636,0.99903,1.00096,12771105.72
2021/11/29,1.00096,1.03739,1.0004,1.00155,15345685.98
2021/12/6,1.00154,1.00585,0.999,1.0007,16540609.36
2021/12/13,1.00071,1.01098,0.99915,1.00044,18679362.07
2021/12/20,1.00044,1.00383,0.99801,1.00064,13015348.35
2021/12/27,1.00063,1.00515,0.98801,1.00011,9894421.962
2022/1/3,1.00011,1.0401,0.99398,1.00003,18499514.43
2022/1/10,1.00003,1.00499,0.99902,1.00024,14587482.41
2022/1/17,1.00023,1.00237,0.95257,0.99997,18211597.11
2022/1/24,0.99997,1.013,0.95172,1.0002,29614951.27
2022/1/31,1.00045,1.00499,0.99543,1.0009,10922278.07
2022/2/7,1.0009,1.003,0.99967,1.0008,4815973.998
2022/2/14,1.00041,1.00124,0.999,1.00074,6826743.452
2022/2/21,1.00036,1.00302,0.99048,1.0008,11256837.86
2022/2/28,1.00055,1.04016,1,1.00006,9309144.873
2022/3/7,1.00006,1.02084,0.9968,1.00001,10140354.16
2022/3/14,1.00023,1.04485,0.97056,1.00048,17638299.86
2022/3/21,1.0006,1.02,0.997,1.00017,10037615.28
2022/3/28,1.00017,1.00462,0.98436,1.00027,11622126.58
2022/4/4,1.0003,1.00969,0.9991,1.0005,9179215.263
2022/4/11,1.0005,1.04633,0.99503,1.00025,20246560.59
2022/4/18,1.00026,1.02,0.96,1.00019,23939156.26
2022/4/25,1.00019,1.01392,0.98569,1.00011,9471692.973
2022/5/2,1.0001,1.0004,0.98845,0.99942,9871421.553
2022/5/9,0.99984,1.01939,0.91011,0.99885,41402003.87
2022/5/16,0.99885,0.99969,0.99796,0.99914,8630100.652
