DATE,open,high,low,close,Volume
2022-01-02T23:00:00Z,160,160.09375,159.78125,160.0625,3159
2022-01-03T00:00:00Z,160.09375,160.15625,159.96875,160.125,1539
2022-01-03T01:00:00Z,160.15625,160.15625,160.0625,160.09375,1005
2022-01-03T02:00:00Z,160.125,160.125,160.03125,160.03125,834
2022-01-03T03:00:00Z,160.03125,160.09375,159.96875,159.96875,630
2022-01-03T04:00:00Z,159.96875,160,159.9375,159.96875,389
2022-01-03T05:00:00Z,159.96875,160,159.90625,159.9375,608
2022-01-03T06:00:00Z,159.9375,159.96875,159.90625,159.9375,720
2022-01-03T07:00:00Z,159.9375,159.96875,159.875,159.90625,1771
2022-01-03T08:00:00Z,159.90625,159.90625,159.625,159.78125,7300
2022-01-03T09:00:00Z,159.78125,159.90625,159.71875,159.90625,4735
2022-01-03T10:00:00Z,159.875,159.96875,159.71875,159.78125,2773
2022-01-03T11:00:00Z,159.75,159.84375,159.6875,159.78125,3396
2022-01-03T12:00:00Z,159.78125,159.90625,159.75,159.8125,5960
2022-01-03T13:00:00Z,159.78125,159.96875,158.8125,158.84375,61196
2022-01-03T14:00:00Z,158.84375,158.9375,158.5625,158.59375,58652
2022-01-03T15:00:00Z,158.59375,158.75,158.46875,158.53125,37733
2022-01-03T16:00:00Z,158.53125,158.53125,158.0625,158.09375,40697
2022-01-03T17:00:00Z,158.09375,158.1875,157.9375,157.96875,19448
2022-01-03T18:00:00Z,158,158.03125,157.78125,157.8125,15925
2022-01-03T19:00:00Z,157.84375,158,157.78125,157.90625,22344
2022-01-03T20:00:00Z,157.90625,157.9375,157.5,157.5,27342
2022-01-03T21:00:00Z,157.5,157.84375,157.5,157.78125,13526
2022-01-03T23:00:00Z,157.8125,158,157.78125,158,3049
2022-01-04T00:00:00Z,158,158.0625,157.90625,157.9375,3323
2022-01-04T01:00:00Z,157.9375,157.96875,157.6875,157.84375,4327
2022-01-04T02:00:00Z,157.84375,157.96875,157.84375,157.875,2302
2022-01-04T03:00:00Z,157.90625,157.90625,157.6875,157.71875,2145
2022-01-04T04:00:00Z,157.71875,157.8125,157.6875,157.8125,1539
2022-01-04T05:00:00Z,157.8125,157.875,157.75,157.8125,2055
2022-01-04T06:00:00Z,157.8125,157.8125,157.71875,157.75,1815
2022-01-04T07:00:00Z,157.75,157.9375,157.71875,157.90625,8901
2022-01-04T08:00:00Z,157.90625,157.90625,157.59375,157.625,14248
2022-01-04T09:00:00Z,157.65625,157.875,157.5625,157.84375,12130
2022-01-04T10:00:00Z,157.875,157.90625,157.6875,157.75,9231
2022-01-04T11:00:00Z,157.75,157.90625,157.5625,157.65625,8106
2022-01-04T12:00:00Z,157.65625,157.75,157.09375,157.21875,27882
2022-01-04T13:00:00Z,157.1875,157.34375,156.875,157.25,45681
2022-01-04T14:00:00Z,157.25,157.3125,156.8125,157.03125,45585
2022-01-04T15:00:00Z,157.0625,157.25,156.65625,156.65625,65261
2022-01-04T16:00:00Z,156.6875,156.90625,156.40625,156.59375,52659
2022-01-04T17:00:00Z,156.59375,156.625,156.46875,156.59375,13785
2022-01-04T18:00:00Z,156.625,156.8125,156.59375,156.78125,19342
2022-01-04T19:00:00Z,156.78125,156.9375,156.71875,156.78125,25427
2022-01-04T20:00:00Z,156.78125,157.09375,156.75,157.03125,29236
2022-01-04T21:00:00Z,157.03125,157.21875,156.96875,157.0625,19323
2022-01-04T23:00:00Z,157.09375,157.125,156.96875,156.96875,2447
2022-01-05T00:00:00Z,156.96875,157.125,156.96875,156.96875,3493
2022-01-05T01:00:00Z,156.96875,157.21875,156.96875,157.1875,3594
2022-01-05T02:00:00Z,157.15625,157.25,157.125,157.15625,3519
2022-01-05T03:00:00Z,157.15625,157.1875,157.125,157.125,1372
2022-01-05T04:00:00Z,157.15625,157.21875,157.09375,157.125,2110
2022-01-05T05:00:00Z,157.125,157.28125,157.125,157.25,2482
2022-01-05T06:00:00Z,157.21875,157.28125,157.21875,157.25,1982
2022-01-05T07:00:00Z,157.25,157.28125,157.0625,157.0625,9062
2022-01-05T08:00:00Z,157.0625,157.1875,157,157.0625,9900
2022-01-05T09:00:00Z,157.0625,157.3125,157.0625,157.21875,7594
2022-01-05T10:00:00Z,157.1875,157.28125,157.1875,157.21875,4875
2022-01-05T11:00:00Z,157.21875,157.25,157.09375,157.125,6238
2022-01-05T12:00:00Z,157.125,157.15625,156.90625,157.0625,11788
2022-01-05T13:00:00Z,157.0625,157.1875,156.75,157.15625,34515
2022-01-05T14:00:00Z,157.125,157.25,157.03125,157.125,26558
2022-01-05T15:00:00Z,157.125,157.25,156.9375,157,25320
2022-01-05T16:00:00Z,157.03125,157.0625,156.59375,156.6875,44041
2022-01-05T17:00:00Z,156.71875,156.71875,156.5,156.625,18195
2022-01-05T18:00:00Z,156.625,156.71875,156.46875,156.5,12546
2022-01-05T19:00:00Z,156.46875,156.59375,156.15625,156.40625,63481
2022-01-05T20:00:00Z,156.375,156.53125,156.21875,156.34375,38717
2022-01-05T21:00:00Z,156.34375,156.5,156.15625,156.1875,17243
2022-01-05T23:00:00Z,156.1875,156.40625,156.15625,156.3125,2528
2022-01-06T00:00:00Z,156.3125,156.46875,156.25,156.28125,3675
2022-01-06T01:00:00Z,156.28125,156.59375,156.21875,156.5625,3667
2022-01-06T02:00:00Z,156.5625,156.625,156.21875,156.25,4629
2022-01-06T03:00:00Z,156.25,156.25,156.0625,156.09375,7482
2022-01-06T04:00:00Z,156.125,156.21875,155.90625,155.9375,4960
2022-01-06T05:00:00Z,155.9375,156.03125,155.78125,155.9375,5907
2022-01-06T06:00:00Z,155.90625,156,155.8125,155.90625,4636
2022-01-06T07:00:00Z,155.90625,156.0625,155.84375,155.84375,14824
2022-01-06T08:00:00Z,155.84375,155.90625,155.59375,155.875,18905
2022-01-06T09:00:00Z,155.84375,156,155.78125,155.90625,9555
2022-01-06T10:00:00Z,155.9375,155.96875,155.5625,155.5625,10199
2022-01-06T11:00:00Z,155.59375,155.78125,155.53125,155.71875,8714
2022-01-06T12:00:00Z,155.71875,155.78125,155.46875,155.6875,17150
2022-01-06T13:00:00Z,155.71875,156.09375,155.6875,156,31960
2022-01-06T14:00:00Z,156,156.03125,155.71875,155.84375,42693
2022-01-06T15:00:00Z,155.875,156,155.6875,155.8125,43139
2022-01-06T16:00:00Z,155.8125,156,155.6875,155.71875,22420
2022-01-06T17:00:00Z,155.6875,156.125,155.65625,156,22010
2022-01-06T18:00:00Z,156.03125,156.125,155.9375,156,20984
2022-01-06T19:00:00Z,156,156.1875,155.9375,155.96875,26022
2022-01-06T20:00:00Z,155.96875,156.1875,155.90625,156.125,22547
2022-01-06T21:00:00Z,156.125,156.1875,156,156.15625,15551
2022-01-06T23:00:00Z,156.125,156.15625,156.0625,156.15625,2253
2022-01-07T00:00:00Z,156.15625,156.1875,156.0625,156.1875,2977
2022-01-07T01:00:00Z,156.1875,156.375,156.15625,156.25,4011
2022-01-07T02:00:00Z,156.25,156.3125,156.03125,156.15625,2802
2022-01-07T03:00:00Z,156.15625,156.21875,156.09375,156.1875,1552
2022-01-07T04:00:00Z,156.1875,156.21875,156.09375,156.09375,1515
2022-01-07T05:00:00Z,156.09375,156.15625,156.03125,156.03125,2200
2022-01-07T06:00:00Z,156.03125,156.0625,155.96875,155.96875,2737
2022-01-07T07:00:00Z,155.96875,156.125,155.90625,156.09375,7951
2022-01-07T08:00:00Z,156.09375,156.09375,155.90625,156,10731
2022-01-07T09:00:00Z,156,156.09375,155.90625,156.03125,5812
2022-01-07T10:00:00Z,156.03125,156.125,155.96875,156.0625,5812
2022-01-07T11:00:00Z,156.09375,156.125,155.96875,156.03125,5049
2022-01-07T12:00:00Z,156.03125,156.15625,155.90625,155.9375,12122
2022-01-07T13:00:00Z,155.9375,156,155.21875,155.40625,73110
2022-01-07T14:00:00Z,155.40625,155.9375,155.34375,155.4375,61546
2022-01-07T15:00:00Z,155.4375,155.625,154.9375,154.96875,59079
2022-01-07T16:00:00Z,155,155.1875,154.625,154.9375,59332
2022-01-07T17:00:00Z,154.90625,155.1875,154.84375,155.15625,27086
