DATE,ret_true,price_true,price_base_aligned,shape,shape_clipped,mu,gk_vol_daily,sigma_used,var_used,VaR_ret_95,ES_ret_95,VaR_price_95,ES_price_95,viol_95
2024-02-23,0.0007353482205036954,5101.5,5097.75,98.35889825310832,10.0,0.0,0.0042702902324881185,0.0042702902324881185,1.823537866968343e-05,-0.006922629461522133,-0.009198800348111349,5062.582033508496,5051.07183623031,0
2024-02-26,-0.004174141155308675,5080.25,5101.5,99.58466781731202,10.0,0.0,0.0040238718402657815,0.0040238718402657815,1.6191544586883928e-05,-0.006523157030144715,-0.00866798078579904,5068.330417227332,5057.471391258257,0
2024-02-27,0.0019173575845172763,5090.0,5080.25,73.44916450096075,10.0,0.0,0.003280569155128522,0.003280569155128522,1.0762133981580665e-05,-0.005318178261298464,-0.007066803201480888,5053.304040106504,5044.475427847036,0
2024-02-28,-0.0017697379508376798,5081.0,5090.0,64.76400463614704,10.0,0.0,0.003713067058985099,0.003713067058985099,1.3786866984520252e-05,-0.006019306889162153,-0.007998463967366401,5059.453753778708,5049.450202634975,0
2024-02-29,0.004467471040053184,5103.75,5081.0,71.82564657133258,10.0,0.0,0.0065071382781645044,0.0065071382781645044,4.234284857115371e-05,-0.01054881628698415,-0.014017282807382314,5027.683173562173,5010.275030033047,0
2024-03-01,0.008244150207904255,5146.0,5103.75,61.43472197183405,10.0,0.0,0.006288695484545196,0.006288695484545196,3.9547690897339135e-05,-0.010194695504452437,-0.013546726583662384,5051.98314483314,5035.077090958878,0
2024-03-04,-0.0015071592905702147,5138.25,5146.0,99.9998488446834,10.0,0.0,0.0035098950356179407,0.0035098950356179407,1.2319363161055466e-05,-0.005689941773878396,-0.007560803111189104,5116.802703862006,5107.238824648192,0
2024-03-05,-0.01027004331905701,5085.75,5138.25,46.59644730694264,10.0,0.0,0.00818458892090537,0.00818458892090537,6.698749580420694e-05,-0.013268155865203198,-0.01763074529266954,5070.5251833795455,5048.452745322504,0
2024-03-06,0.0050993000911017106,5111.75,5085.75,99.95764524550216,10.0,0.0,0.00655316229620202,0.00655316229620202,4.294393608036373e-05,-0.010623426490473408,-0.0141164249570011,5032.007876904284,5014.46174325575,0
2024-03-07,0.009733857941824908,5161.75,5111.75,55.67079518284133,10.0,0.0,0.010056184102593641,0.010056184102593641,0.00010112683870525708,-0.016302225972716466,-0.021662422174455232,5029.092676163512,5002.20787098833,0
2024-03-08,-0.006364960875719916,5129.0,5161.75,99.90257394685466,10.0,0.0,0.009059483608594153,0.009059483608594153,8.207424325438613e-05,-0.014686460338900448,-0.0195153903916007,5086.496122523287,5061.992998086072,0
2024-03-11,-0.0011705034500657518,5123.0,5129.0,79.40677467697746,10.0,0.0,0.005197347112423376,0.005197347112423376,2.7012417007015604e-05,-0.008425494821989047,-0.011195810079437894,5085.967178038308,5071.896944056713,0
2024-03-12,0.022819814545769646,5241.25,5123.0,43.936885964767335,10.0,0.0,0.007531225252509172,0.007531225252509172,5.6719353804031845e-05,-0.012208978541489456,-0.016223308885991303,5060.833668836695,5040.558533444583,0
2024-03-13,-0.001670844164816998,5232.5,5241.25,28.38343987038855,10.0,0.0,0.0039962532703565696,0.0039962532703565696,1.5970040200835578e-05,-0.006478384165695354,-0.008608486536775322,5207.404918084505,5196.324418010723,0
2024-03-14,-0.002774988623482244,5218.0,5232.5,98.03914902813766,10.0,0.0,0.008594515271439302,0.008594515271439302,7.386569275100338e-05,-0.013932693420442621,-0.018513783786705214,5160.102697530337,5136.517864146949,0
2024-03-15,-0.0067783832834518165,5182.75,5218.0,62.646108380125625,10.0,0.0,0.007590535902236837,0.007590535902236837,5.761623528314639e-05,-0.012305127896412228,-0.016351072292143595,5154.185272044229,5133.373854337316,0
2024-03-18,0.006155345234015286,5214.75,5182.75,74.2148482506321,10.0,0.0,0.007141584603481691,0.007141584603481691,5.1002230648686745e-05,-0.01157732643132536,-0.015383968620394426,5123.093608529929,5103.628895364802,0
2024-03-19,0.005164263378111045,5241.75,5214.75,55.45562493576527,10.0,0.0,0.00731611417170076,0.00731611417170076,5.3525526573360694e-05,-0.011860258846941545,-0.015759929636035713,5153.267037811535,5133.210125970231,0
2024-03-20,0.008548278296746759,5286.75,5241.75,43.65654730523354,10.0,0.0,0.006693997751432666,0.006693997751432666,4.480960589618559e-05,-0.010851736890593097,-0.014419804157024993,5185.175429515473,5166.7073420771,0
2024-03-21,0.0029747171167429087,5302.5,5286.75,37.2371433944055,10.0,0.0,0.003788935607531226,0.003788935607531226,1.4356033038018022e-05,-0.006142298494129088,-0.00816189539539142,5254.376728366013,5243.7757138985835,0
2024-03-22,-0.0017459835027917592,5293.25,5302.5,30.35816721541457,10.0,0.0,0.002783424548270524,0.002783424548270524,7.747452215914972e-06,-0.004512249925119129,-0.005995884426959453,5278.627694181254,5270.801946721747,0
2024-03-25,-0.0028378205678532,5278.25,5293.25,30.50277279371045,10.0,0.0,0.002644024798038266,0.002644024798038266,6.990867132641294e-06,-0.004286266967205661,-0.005695597935608728,5270.610271996555,5263.187469539141,0
2024-03-26,-0.0024659755465989974,5265.25,5278.25,28.04067481497291,10.0,0.0,0.004676193987490827,0.004676193987490827,2.1866790208645365e-05,-0.007580645928774521,-0.01007317361070879,5238.3887335893305,5225.348163404636,0
2024-03-27,0.008133586240310464,5308.25,5265.25,28.70760537814431,10.0,0.0,0.00401292725660236,0.00401292725660236,1.6103585166782148e-05,-0.006505414606752489,-0.008644404627146622,5231.10853833018,5219.931207732012,0
2024-03-28,4.709539172331745e-05,5308.5,5308.25,34.96180843287328,10.0,0.0,0.002662160421104609,0.002662160421104609,7.087098107695868e-06,-0.004315666888922217,-0.0057346645954124776,5285.390723228267,5277.8960846091795,0
2024-04-01,-0.002499117179519672,5295.25,5308.5,25.904106677554022,10.0,0.0,0.006454387611817772,0.006454387611817772,4.165911944358672e-05,-0.010463301416311285,-0.013903650519754243,5253.245142655743,5235.203198527564,0
2024-04-02,-0.006584113025764893,5260.5,5295.25,24.780738442828397,10.0,0.0,0.007146504189716078,0.007146504189716078,5.107252213362945e-05,-0.011585301643957411,-0.015394566094828633,5234.2569252564035,5214.356184081379,0
2024-04-03,0.001139926028253413,5266.5,5260.5,22.175200757586417,10.0,0.0,0.004847763363411231,0.004847763363411231,2.3500809627632174e-05,-0.007858779533700368,-0.010442757959551114,5219.3209108905785,5205.851707818747,0
2024-04-04,-0.013236365749373036,5197.25,5266.5,21.403653689669145,10.0,0.0,0.012957365885624154,0.012957365885624154,0.00016789333069393663,-0.021005373859865194,-0.02791197209793333,5157.028963679624,5121.534151822939,0
2024-04-05,0.010669702426739036,5253.0,5197.25,23.20332776224628,10.0,0.0,0.008929935189444337,0.008929935189444337,7.974374248767627e-05,-0.014476447516756133,-0.019236325040466885,5122.554252159285,5098.229458755212,0
2024-04-08,4.759071981830232e-05,5253.25,5253.0,29.405523735453126,10.0,0.0,0.004247189851935231,0.004247189851935231,1.8038621638381608e-05,-0.006885181099401177,-0.009149038908700334,5216.956369535863,5205.15928062224,0
2024-04-09,0.0013316214456420283,5260.25,5253.25,27.40924751042651,10.0,0.0,0.00890032914409351,0.00890032914409351,7.921585887320031e-05,-0.014428452727028368,-0.019172549492330264,5177.99792173384,5153.491175693224,0
2024-04-10,-0.010030653455398664,5207.75,5260.25,29.367193767891333,10.0,0.0,0.013044738377232653,0.013044738377232653,0.0001701651993304464,-0.021147014673862787,-0.02810018462271887,5150.179350779959,5114.4934871980095,0
2024-04-11,0.006793634396180082,5243.25,5207.75,38.02782629227866,10.0,0.0,0.010276475597692368,0.010276475597692368,0.00010560595070996671,-0.016659343712042737,-0.022136960758831363,5121.710969559228,5093.732894788447,0
2024-04-12,-0.014552522504279963,5167.5,5243.25,45.50182765031574,10.0,0.0,0.009846202125593282,0.009846202125593282,9.694769629803767e-05,-0.01596182114277956,-0.021210091728989806,5160.222578520137,5133.211277452123,0
2024-04-15,-0.012364466531298746,5104.0,5167.5,52.01228511092151,10.0,0.0,0.01450894158919787,0.01450894158919787,0.00021050938603875562,-0.023520655747645225,-0.03125428241997412,5047.375255714934,5008.491290647439,0
2024-04-16,-0.0022556769236636853,5092.5,5104.0,57.51046574091976,10.0,0.0,0.006075702832643952,0.006075702832643952,3.6914164910597736e-05,-0.009849410025746188,-0.013087910724836617,5053.9753721744455,5037.634543572626,0
2024-04-17,-0.005957820621581789,5062.25,5092.5,62.80607384848299,10.0,0.0,0.00933856274605173,0.00933856274605173,8.720875416194524e-05,-0.015138879578314612,-0.020116565751360636,5015.985886048664,4991.079920923916,0
2024-04-18,-0.002620844620464524,5049.0,5062.25,80.34134547766837,10.0,0.0,0.007730568337503252,0.007730568337503252,5.976168682080779e-05,-0.012532136509215381,-0.01665272167524069,4999.205060969135,4978.647793825203,0
2024-04-19,-0.009002572552132548,5003.75,5049.0,78.02767643810822,10.0,0.0,0.012202745489142248,0.012202745489142248,0.00014890699747278148,-0.019782047784928276,-0.026286414585931363,4950.101869628905,4918.009076161866,0
2024-04-22,0.008705439880209553,5047.5,5003.75,95.73183336662302,10.0,0.0,0.009033492832373084,0.009033492832373084,8.160399275253588e-05,-0.014644326314419642,-0.01945940263706095,4931.00738550071,4907.321279559397,0
2024-04-23,0.0116211668311621,5106.5,5047.5,96.5266810876652,10.0,0.0,0.00807708945382233,0.00807708945382233,6.52393740450479e-05,-0.013093886919203856,-0.01739917645744096,4981.8394200022585,4960.437263165437,0
2024-04-24,0.00019580967362209378,5107.5,5106.5,86.4943539223125,10.0,0.0,0.007776051466882888,0.007776051466882888,6.046697641561152e-05,-0.012605869870252584,-0.016750698675302066,5042.532157736291,5021.674979774354,0
2024-04-25,-0.004955970790602393,5082.25,5107.5,99.92327827723896,10.0,0.0,0.01531587648775165,0.01531587648775165,0.00023457607258806383,-0.02482878962101991,-0.03299253266096412,4982.248315288803,4941.740094611917,0
2024-04-26,0.00964393718459533,5131.5,5082.25,98.3018312645492,10.0,0.0,0.005793976980481972,0.005793976980481972,3.357016925035499e-05,-0.009392700158718577,-0.012481033972707849,5034.73743456598,5019.2124701779985,0
2024-04-29,0.0030160065669857516,5147.0,5131.5,99.99979263972236,10.0,0.0,0.004818517902252254,0.004818517902252254,2.3218114774325464e-05,-0.007811369292238402,-0.010379759160021481,5091.572107259285,5078.511744279414,0
2024-04-30,-0.015665094176844363,5067.0,5147.0,96.37493064953938,10.0,0.0,0.009187878021932107,0.009187878021932107,8.441710254590305e-05,-0.014894602385477523,-0.019791969853371984,5070.905586324745,5046.132209951405,1
2024-05-01,-0.004053992796995587,5046.5,5067.0,93.69953565216466,10.0,0.0,0.01237562034513587,0.01237562034513587,0.00015315597892694087,-0.02006229772254447,-0.026658811120807462,4966.357275260306,4933.70444876171,0
2024-05-02,0.008877548932805013,5091.5,5046.5,98.2108866422534,10.0,0.0,0.009824399219815642,0.009824399219815642,9.65188200303142e-05,-0.01592647613584425,-0.02116312523108497,4966.763682893077,4940.822466152412,0
2024-05-03,0.01234613705810439,5154.75,5091.5,99.91902568421747,10.0,0.0,0.007578070155017227,0.007578070155017227,5.7427147274362814e-05,-0.012284919492705654,-0.016324219335173407,5029.333966596274,5009.059952673703,0
2024-05-06,0.009989225300126137,5206.5,5154.75,96.86878590927536,10.0,0.0,0.005259662041052516,0.005259662041052516,2.7664044786088715e-05,-0.008526514457033708,-0.011330045121076333,5110.984797069507,5096.676061329135,0
2024-05-07,0.0013915215412048099,5213.75,5206.5,99.99677061386664,10.0,0.0,0.0031439835444289394,0.0031439835444289394,9.884632527639956e-06,-0.005096757345817035,-0.006772578758914544,5180.031242593951,5171.3577049969945,0
2024-05-08,-0.00019181892352548857,5212.75,5213.75,94.01206786312171,10.0,0.0,0.003973117257612924,0.003973117257612924,1.578566074274164e-05,-0.006440878039712907,-0.008558648340659048,5180.276786283378,5169.317758402484,0
