DATE,ES1_LN_RET,ES1_CLOSE,sma_var_20,sma_vol_20,sma_vol_20_predict,ewma_var,ewma_vol,gk_var_daily,gk_vol_daily,gk_var_20,gk_vol_20,rs_var_daily,rs_vol_daily,rs_var_20,rs_vol_20,yz_vo_20,yz_vc_20,yz_vrs_20,yz_var_20,yz_vol_20,garch_var,garch_vol,shape
2005-06-01,0.007520403106168416,1201.25,3.625370391133162e-05,0.006021104874633195,0.0058638141846867825,4.6905770169958935e-05,0.006848778735654915,6.019099790621378e-05,0.007758285758220935,4.270317921275884e-05,0.006534766959330596,6.270899175777647e-05,0.007918900918547755,4.29825831936542e-05,0.006556110370765139,2.1788251421445527e-07,3.5343264246598144e-05,4.29825831936542e-05,4.2138261652810924e-05,0.006491399052038853,4.62362160709785e-05,0.0067997217642326,99.998746276321
2005-06-02,0.0033243330012293626,1205.25,3.431362332471308e-05,0.005857783140806178,0.006021104874633198,4.475449535394516e-05,0.006689880070221375,1.4435229760054395e-05,0.003799372285003721,4.0589768384288116e-05,0.006371009997189466,1.5505144963065252e-05,0.003937657293755419,4.129207263801933e-05,0.006425890805018346,2.1769930580643764e-07,3.322193534628251e-05,4.129207263801933e-05,4.038766503670954e-05,0.006355129033836334,4.665747802309513e-05,0.0068306279376859,97.187136872497
2005-06-03,-0.005616239411292412,1198.5,3.649647911505225e-05,0.006041231589258291,0.00585778314080618,4.39617543402057e-05,0.006630366078898336,4.0728979923230336e-05,0.006381926035549952,3.979429573441018e-05,0.006308272008593969,3.849098131383811e-05,0.006204110033988607,4.021898513383947e-05,0.006341843985296348,2.1764057032140065e-07,3.52357612210255e-05,4.021898513383947e-05,3.974373662803564e-05,0.006304263369184035,4.6287650901422265e-05,0.0068035028405537,99.98636361603428
2005-06-06,-0.00041727519904455335,1198.0,3.569977420182437e-05,0.005974928803075763,0.006041231589258293,4.133449619529762e-05,0.006429190944068905,1.4745512719802731e-05,0.0038399886353741638,3.839440512847834e-05,0.0061963219032324605,1.9669458901685218e-05,0.0044350263698973895,3.8096621145196864e-05,0.006172246037318738,2.108424451612838e-07,3.4581531339818084e-05,3.8096621145196864e-05,3.78187102510825e-05,0.00614969188261351,4.62632445778446e-05,0.0068017089453934,95.75509175275737
2005-06-07,0.0008343763521194703,1199.0,3.447220095465582e-05,0.005871303173457816,0.005974928803075766,3.8896197457398334e-05,0.006236681606222843,5.152361641936097e-05,0.007177995292514545,3.9341561732698444e-05,0.006272285208175601,8.764090234763544e-05,0.00936167198462088,4.098569837329429e-05,0.0064020073706060575,1.512770017350798e-07,3.3836077053429886e-05,4.098569837329429e-05,4.0142861002960405e-05,0.006335839407920659,4.5811582897405e-05,0.0067684254370869,99.99779144774436
2005-06-08,-0.0025052205169373565,1196.0,2.872207105446004e-05,0.005359297626971285,0.00587130317345782,3.693899340026346e-05,0.006077745749886504,3.196484594529309e-05,0.0056537461868475395,3.886160305597685e-05,0.006233907527063331,3.2171692555850505e-05,0.005672009569442783,4.0996442673448135e-05,0.00640284645087231,1.54420748393616e-07,2.8127560799435112e-05,4.0996442673448135e-05,3.936151824521403e-05,0.00627387585510058,4.5339817199036834e-05,0.006733484773803,99.9032460796043
2005-06-09,0.004171887569406785,1201.0,2.8308264696341032e-05,0.005320551164714144,0.005359297626971288,3.5766932549753906e-05,0.005980546174870143,3.873730827788633e-05,0.006223930291856291,3.697554198464258e-05,0.006080751761471815,3.9233150047768707e-05,0.0062636371261247815,3.840118738758517e-05,0.006196869160115063,1.5432980657979373e-07,2.7691782555331875e-05,3.840118738758517e-05,3.706643507586199e-05,0.006088221010760203,4.5034984411048706e-05,0.0067108110099338,63.49099080041485
2005-06-10,-0.0016666670524694283,1199.0,2.0589286774517838e-05,0.0045375419308826045,0.005320551164714147,3.3787583340595894e-05,0.005812708778237208,4.301057152992086e-05,0.006558244546364588,3.6285543473514736e-05,0.006023748291015714,4.7652165500260994e-05,0.006903054794818088,3.8510936137113014e-05,0.006205718019465034,1.4653027502039162e-07,2.0481827875705143e-05,3.8510936137113014e-05,3.615062096726266e-05,0.0060125386458020095,4.484599822293515e-05,0.0066967154802138,93.97131378812314
2005-06-13,0.0029148469524020726,1202.5,1.9861407981467344e-05,0.004456613959214702,0.004537541930882608,3.2270108305515795e-05,0.005680678507495015,5.088205514035121e-05,0.007133165856781349,3.243008676571674e-05,0.005694742028021703,4.999257321325072e-05,0.007070542639235742,3.422863005821894e-05,0.005850523913139655,1.0579514694245956e-07,1.9349818333357682e-05,3.422863005821894e-05,3.2265610660550904e-05,0.005680282621538378,4.453450105936216e-05,0.0066734174947595,88.52890122110176
2005-06-14,0.006217636610870159,1210.0,1.8391109214037818e-05,0.004288485655104587,0.004456613959214706,3.2653442108674825e-05,0.005714319041554718,2.1268146524295142e-05,0.004611740075534954,3.186354272111857e-05,0.005644780130449598,2.1436373244708567e-05,0.0046299431146298725,3.408337590845996e-05,0.005838096942365719,8.68815115730134e-07,1.692096129529534e-05,3.408337590845996e-05,3.256585442494249e-05,0.00570665001773742,4.398787909453407e-05,0.0066323358701542,99.60888458582386
2005-06-15,0.001445236134698824,1211.75,1.6948914433996133e-05,0.004116905929699649,0.00428848565510459,3.0819558031256685e-05,0.005551536546872108,3.848531046523847e-05,0.006203652993619039,3.0347262910376107e-05,0.005508834986671511,4.3038320819504857e-05,0.0065603598086922685,3.2566238153747936e-05,0.005706683638835076,8.736175170166297e-07,1.540665611563422e-05,3.2566238153747936e-05,3.10539129250432e-05,0.005572603783245603,4.389024219639246e-05,0.0066249711090987,99.99599494459312
2005-06-16,0.0032955745584102303,1215.75,1.3632310972815213e-05,0.00369219595536521,0.004116905929699653,2.9622033249583732e-05,0.0054426127227264415,1.4888024905643249e-05,0.003858500344128953,2.7669102676431487e-05,0.00526014283802555,1.3735133265263584e-05,0.003706094071291713,3.0393307452134537e-05,0.005513012556863492,8.686048550690032e-07,1.1823724479339977e-05,3.0393307452134537e-05,2.8679916913224788e-05,0.005355363378261533,4.342427811168091e-05,0.0065897100172679,98.0411334957552
2005-06-17,0.003899440549119504,1220.5,1.3662512089480259e-05,0.0036962835510117808,0.003692195955365214,2.8757049450375753e-05,0.0053625599717276595,2.7705880875775754e-05,0.005263637608705196,2.8336337533749514e-05,0.005323188662235212,3.200757245173697e-05,0.005657523526397126,3.135706148659208e-05,0.005599737626585024,8.686048550690032e-07,1.1855469659376298e-05,3.135706148659208e-05,2.951408039237538e-05,0.005432686296149942,4.311116795999507e-05,0.0065659095302932,98.0210843424136
2005-06-20,-0.00040975210571225773,1220.0,1.358302065009374e-05,0.003685514977597261,0.003696283551011785,2.7041700290641343e-05,0.005200163486914747,2.868442222025446e-05,0.005355783996788375,2.892605457210632e-05,0.0053782947643380725,2.8863186657771228e-05,0.005372446989759064,3.182754316280923e-05,0.0056415904816646545,8.691168741594681e-07,1.1738752413665334e-05,3.182754316280923e-05,2.9903427401594837e-05,0.005468402637113953,4.157843074275596e-05,0.006448133896156,99.73918585217602
2005-06-21,0.0008193363834019252,1221.0,1.2827653628209303e-05,0.0035815713909133936,0.0036855149775972653,2.545947699975283e-05,0.005045738498946693,1.2876501315623633e-05,0.0035883842207355154,2.831336715009741e-05,0.005321030647355587,1.4512820059093427e-05,0.0038095695372434703,3.139058965448381e-05,0.0056027305534430095,8.650672908269529e-07,1.1095293251797199e-05,3.139058965448381e-05,2.9433710867795578e-05,0.00542528440432348,4.239155672931289e-05,0.0065108798736663,80.58554739671479
2005-06-22,0.0,1221.0,1.2383667414479314e-05,0.0035190435368831845,0.0035815713909133984,2.3931908379767658e-05,0.0048920249774267975,2.7188383780147904e-05,0.005214248150994341,2.9071885723840913e-05,0.00539183509798296,2.7535130651118975e-05,0.005247392747938635,3.2058117335299426e-05,0.005661988814480246,8.650672908269529e-07,1.0672870944526672e-05,3.2058117335299426e-05,2.994968717273869e-05,0.005472630736011583,4.1926028348380804e-05,0.0064750311465182,97.0632857042848
2005-06-23,-0.014020848241938388,1204.0,2.3201298764796777e-05,0.004816772650312321,0.0035190435368831897,3.429104500238962e-05,0.005855855616593499,4.127470716556734e-05,0.006424539451631326,3.0143419299673188e-05,0.0054903022958370145,1.859683398300052e-05,0.004312404663641913,3.159649937918928e-05,0.005621076354150447,7.677041133796173e-07,2.1748352412704232e-05,3.159649937918928e-05,3.0994874405106706e-05,0.0055673040517926365,4.2106024080572165e-05,0.0064889154779957,99.30051239944444
2005-06-24,-0.006875743308359716,1195.75,2.4727815568395823e-05,0.004972707066417227,0.0048167726503123235,3.5070133064793445e-05,0.005922004142584962,4.044376947186907e-05,0.006359541608627863,3.134994683941685e-05,0.005599102324428162,3.509375457415827e-05,0.0059239981916066,3.2614063889474857e-05,0.0057108724280511515,7.617023718729375e-07,2.2968212452872858e-05,3.2614063889474857e-05,3.203456522216465e-05,0.005659908587792267,4.2817739894344245e-05,0.0065435265640436,87.62796016279307
2005-06-27,0.0004180602067576089,1196.25,2.4541492301509147e-05,0.00495393705062036,0.00497270706641723,3.2976411541094284e-05,0.0057425091676978875,1.5777786102497395e-05,0.003972126143829951,3.185424765734213e-05,0.00564395673772772,1.57330938318601e-05,0.003966496417729393,3.3082668397387845e-05,0.005751753506313344,7.676821386923803e-07,2.2772879365732983e-05,3.3082668397387845e-05,3.241683273271194e-05,0.005693578201158911,4.2881254590088166e-05,0.006548378012156,88.94381328265445
2005-06-28,0.00873913177343777,1206.75,2.5786448748715552e-05,0.005078035914476733,0.004953937050620362,3.55801722978392e-05,0.0059649117594344344,1.4875968508172331e-05,0.003856937711212398,3.148440094785992e-05,0.005611096234058004,5.7927009943898745e-06,0.00240680306514469,3.247049905668689e-05,0.005698289134177634,7.677089481517207e-07,2.461161570448994e-05,3.247049905668689e-05,3.21454747621526e-05,0.005669697942761377,4.2598128817993776e-05,0.0065267242026911,70.85442811386777
2005-06-29,-0.003112358565923401,1203.0,2.380299696536695e-05,0.004878831516394776,0.005078035914476736,3.402656851054145e-05,0.005833229680935035,1.1937670481965969e-05,0.003455093411467477,2.907173457664753e-05,0.005391821081661328,1.117602350525038e-05,0.00334305601287959,2.989385064406059e-05,0.005467526922115756,7.690947928316493e-07,2.259838082657411e-05,2.989385064406059e-05,2.9648551656845687e-05,0.005445048361295397,4.300175976940787e-05,0.0065575727040886,97.90984781972612
2005-06-30,-0.0062539290762986255,1195.5,2.5046379201324767e-05,0.005004635771095112,0.0048788315163947795,3.4331672133391364e-05,0.005859323521823263,5.044390187957823e-05,0.007102387055038484,3.0872168182623724e-05,0.005556272867905583,4.960182391786492e-05,0.007042856232940221,3.159868459180057e-05,0.005621270727495748,7.702692636699949e-07,2.3761865185332372e-05,3.159868459180057e-05,3.127928847953891e-05,0.005592788971482735,4.2378918130065966e-05,0.0065099092259467,92.97024566930308
2005-07-01,0.0037570488777118882,1200.0,2.4336069395170537e-05,0.00493316018340886,0.005004635771095115,3.311869678155885e-05,0.005754884601932419,1.2186824236519341e-05,0.003490963224744618,2.9445060398288174e-05,0.005426330288352173,1.1814026907239287e-05,0.0034371538963565897,3.026483687147063e-05,0.00550134864114888,7.634015649498831e-07,2.3230794267654674e-05,3.026483687147063e-05,3.0050194630552e-05,0.005481805781907272,4.266057037914383e-05,0.0065315059809468,98.61827729423756
2005-07-05,0.007472014838700858,1209.0,2.6913972603842273e-05,0.005187867828293458,0.004933160183408863,3.4481435319651275e-05,0.005872089519042713,5.8766876254778074e-05,0.007665955664806448,3.1646128575036944e-05,0.0056254891853986305,5.508805433094739e-05,0.007422132734662416,3.2035766642933734e-05,0.005660014721088076,7.574427721044493e-07,2.5959916931319904e-05,3.2035766642933734e-05,3.194839690670789e-05,0.005652291297050064,4.212051083961482e-05,0.0064900316516651,98.16819068201713
2005-07-06,-0.008722796740353367,1198.5,3.089193991188311e-05,0.0055580518090319305,0.00518786782829346,3.697778017888336e-05,0.006080935797957693,2.8022126944611893e-05,0.005293593008969606,3.0471054101299484e-05,0.005520059247988148,2.0539748973015258e-05,0.004532079983077887,2.8680708974202727e-05,0.00535543732800625,7.633320088122402e-07,2.958553235276384e-05,2.8680708974202727e-05,2.9569851551794662e-05,0.005437816800131709,4.2518667859363836e-05,0.0065206340074692,99.97846721343308
2005-07-07,0.003539826705123872,1202.75,3.112590256611552e-05,0.005579059290428407,0.005558051809031933,3.5510935754288845e-05,0.005959105281356325,0.00036944990234711347,0.019221079635314803,4.734530692139051e-05,0.006880792608514699,0.0006278169887315269,0.025056276433890308,5.846297378298655e-05,0.007646108407744854,7.702492036935627e-07,2.99428062516143e-05,5.846297378298655e-05,5.526765513793571e-05,0.007434221891895325,4.276262917110244e-05,0.0065393141208465,97.95768865043352
2005-07-08,0.011367281644013794,1216.5,3.6384514181536435e-05,0.006031957740363939,0.0055790592904284095,4.1133185127491496e-05,0.006413515816421715,4.3216905069285604e-05,0.0065739565764679035,4.756928676096047e-05,0.0068970491343008766,2.9073475228469753e-05,0.005391982495193188,5.79549900420216e-05,0.007612817483824343,7.647072524967169e-07,3.523384377398489e-05,5.79549900420216e-05,5.5560450525437015e-05,0.007453888282328695,4.215351709376914e-05,0.006492573996018,99.36128519215676
2005-07-11,0.005737720659149126,1223.5,3.727988984210287e-05,0.0061057259881281,0.006031957740363942,4.064048032158761e-05,0.006374988652663439,1.602013361290906e-05,0.0040025159103879975,4.621976486510988e-05,0.006798511959621008,1.2296535022242928e-05,0.003506641558848427,5.6187208518120694e-05,0.007495812732327342,7.647072524967169e-07,3.6251983855687345e-05,5.6187208518120694e-05,5.4180035630296287e-05,0.007360708908134887,4.2938476153842464e-05,0.0065527456958013,99.9985546327512
2005-07-12,0.001633320085441703,1225.5,3.711396603512507e-05,0.006092123278063657,0.006105725988128103,3.836211557238279e-05,0.006193715813014251,3.202889252028622e-05,0.005659407435437584,4.527710673410663e-05,0.006728826549563202,3.182289426098495e-05,0.005641178446121426,5.5278724570507416e-05,0.007434966346292861,7.700790129550526e-07,3.6084202951565535e-05,5.5278724570507416e-05,5.337991400837929e-05,0.007306155898171027,4.284425214782373e-05,0.0065455520888481,99.9934526546938
