asset,group,start,end,mae,rmse,DA,F1_Score,Precision,Recall,avg_loss,total_return,ann_return,max_drawdown,R2_ret,R2_price
BTCUSDT,crypto_hour,2022-08-01 00:00:00,2023-08-31 23:00:00,0.1677102124371811,0.5495029327465535,0.49815847627065135,0.4210654046838976,0.504653868528214,0.36123256298146994,0.7565602877560713,0.9532927485145106,0.5312751386365673,-0.33559892258710766,-11871.238882686715,0.18736796544002188
