var1,var2,n,mean_diff,std_diff,mae,rmse,corr_pearson,corr_spearman
rs_vol_daily,sma_vol_10_predict,5072,-0.00019284877811808098,0.005505138931768881,0.003513466298759456,0.005507973315314215,0.7064468719844257,0.6240216801397109
rs_vol_daily,sma_vol_5_predict,5072,0.0006633058743230249,0.005672044696521877,0.003631630079673465,0.005710142086180266,0.6941265830305403,0.6016504244597568
rs_vol_20,rs_vol_10,5072,0.00016681720352666876,0.002268196660987223,0.0013867634835543175,0.002274099763760801,0.9337836133144166,0.9198549137837536
rs_vol_20,rs_vol_5,5072,0.00032526787377036895,0.0034066161997810163,0.0021312217065197194,0.003421775133403255,0.8572627571430897,0.8380601230307461
rs_vol_20,yz_vol_20,5072,-0.00014869115569378304,0.00037200374927251966,0.00026237760018355037,0.00040058527780326353,0.9984227317104275,0.9963320216599489
rs_vol_20,yz_vol_10,5072,5.0305361062344506e-05,0.002288753855013516,0.0014051743817127477,0.0022890810452584807,0.9346404949959604,0.9179303663097027
rs_vol_20,yz_vol_5,5072,0.0002677843614244769,0.0033775315812415553,0.0021203100873525256,0.0033877985315597693,0.8615750682050513,0.8378697828078505
rs_vol_20,garch_vol,5072,-0.0005232822351087647,0.0031684209521266192,0.0018955690358275223,0.0032110335331126025,0.8883803304545089,0.8652592058319107
rs_vol_20,sma_vol_20_predict,5072,0.00014235993153831418,0.0020842123477877897,0.001445816842204906,0.002088863567950856,0.9570399442112275,0.9146483538950666
rs_vol_20,sma_vol_10_predict,5072,0.000616646371773895,0.0032391837162000217,0.0023085394969778223,0.003297043406111582,0.8925596920654831,0.821627979364161
rs_vol_20,sma_vol_5_predict,5072,0.001472801024215001,0.004549007774476917,0.003350973378490723,0.004781059991886252,0.7824702577884785,0.6953940271713344
rs_vol_10,rs_vol_5,5072,0.00015845067024370017,0.0022549160369845097,0.001350276020939468,0.002260254511197412,0.9394342955639289,0.924443722409153
rs_vol_10,yz_vol_20,5072,-0.0003155083592204518,0.0022776085701069113,0.0014187792629050285,0.002299135392081757,0.9340411294820465,0.918037938361787
rs_vol_10,yz_vol_10,5072,-0.00011651184246432424,0.00045174067267486433,0.0002974900238617922,0.0004664808787438278,0.997644288640197,0.9947214560966804
rs_vol_10,yz_vol_5,5072,0.00010096715789780813,0.0022160809137798908,0.0013449260266736468,0.0022181615638663258,0.9423323751482814,0.9230992670092151
rs_vol_10,garch_vol,5072,-0.0006900994386354334,0.0029325818120346367,0.001949121622568548,0.003012403978348636,0.9052448700895409,0.8612457093530709
rs_vol_10,sma_vol_20_predict,5072,-2.445727198835459e-05,0.003114522511133771,0.002004742014242842,0.0031143115002454295,0.8932175617510735,0.8516810996492394
rs_vol_10,sma_vol_10_predict,5072,0.00044982916824722627,0.0027501416062028256,0.0019312637197297755,0.0027864195577899705,0.9238458281601502,0.865172079341338
rs_vol_10,sma_vol_5_predict,5072,0.001305983820688332,0.003938593249422598,0.0029290178219104086,0.004149102561131245,0.8415637560745602,0.7590954336551832
