t,sigma_next,omega,alpha,beta,shape,_fallback,vxreg1_p,vxreg2_p,_conv,_llh,ab
2006-08-30,0.006191738669154772,0.030562086279009363,0.0453184621566514,0.8956013568573985,4.743276096100853,0,,,0,-250.13892299417785,0.9409198190140499
2006-08-31,0.006042995600965162,0.029520329852583783,0.04666441921472649,0.895323612783836,4.808428151405859,0,,,0,-250.04957592163757,0.9419880319985625
2006-09-01,0.005901750135575896,0.02844571296702751,0.048905947839683814,0.8949435196800961,4.78896070083625,0,,,0,-249.77245583529708,0.9438494675197799
2006-09-04,0.006012362082744327,0.029687713283166262,0.049737949751254604,0.8934863499419267,4.618003083012628,0,,,0,-249.14331932555172,0.9432242996931812
2006-09-05,0.00590443376750708,0.028196054911473447,0.04967010723313312,0.8950467216383982,4.753975970752605,0,,,0,-249.23225402017798,0.9447168288715313
2006-09-06,0.0057462941838931445,0.026268775738455624,0.051045006548543166,0.8964871539854189,4.836719392352716,0,,,0,-249.12750172563494,0.947532160533962
2006-09-07,0.006091883185713105,0.02769753665015671,0.045879469224456716,0.8977829429181531,5.052507487321826,0,,,0,-250.46428985213512,0.9436624121426098
2006-09-08,0.006053421969782382,0.026834084388043064,0.04490003041293686,0.8990172316255496,5.3122495499594296,0,,,0,-250.91971051229956,0.9439172620384865
2006-09-11,0.005983124653281015,0.026188841003712725,0.046514996629115415,0.8996301696203053,5.076870720980468,0,,,0,-250.03642520907096,0.9461451662494207
2006-09-12,0.005837631158825588,0.024319802695596398,0.04778503014010008,0.9018332759778991,5.047812603064435,0,,,0,-249.67286728639095,0.9496183061179991
2006-09-13,0.007310688281831273,0.03139243521949279,0.04606349886488118,0.8955191920021254,4.461511111621984,0,,,0,-252.56622722643533,0.9415826908670065
2006-09-14,0.007327458883096324,0.033443540721800426,0.04949515865762144,0.8924656730020373,4.115418786601101,0,,,0,-251.1789761252888,0.9419608316596587
2006-09-15,0.007087852263093283,0.0306588586237883,0.046515744923942455,0.8991852058864986,4.136652781181115,0,,,0,-251.02831796078982,0.9457009508104411
2006-09-18,0.006839554311264619,0.027453747968949005,0.04345799146447284,0.9054205669006051,4.303015056513138,0,,,0,-251.15037164018818,0.948878558365078
2006-09-19,0.006624896441993936,0.02472912217312701,0.04167241048780577,0.9103385743717162,4.4425775352429016,0,,,0,-251.16326321851076,0.952010984859522
2006-09-20,0.006449452587638382,0.022684944475122256,0.0406309017083541,0.9135274722577479,4.610341105921764,0,,,0,-251.27188526725337,0.954158373966102
2006-09-21,0.006336279544732631,0.0214610747354814,0.03992777148981878,0.9150611246769594,4.8198898386318465,0,,,0,-251.59603223290796,0.9549888961667782
2006-09-22,0.006318834921762554,0.02158941302066492,0.040211914023941774,0.9148798953600501,4.726838741571232,0,,,0,-251.05395164478728,0.9550918093839919
2006-09-25,0.006185913406198557,0.02044461272694266,0.040230980610643355,0.9159416642569803,4.859143384636375,0,,,0,-251.05604708117968,0.9561726448676237
2006-09-26,0.006229642880210887,0.020624819067313113,0.03937534216418511,0.9152209960484099,5.128864295125006,0,,,0,-251.90855656576124,0.954596338212595
2006-09-27,0.006397491866104876,0.022299859901103232,0.03749408245693979,0.9141346673925906,5.071792993820033,0,,,0,-251.19467002936398,0.9516287498495304
2006-09-28,0.006345983601878706,0.02339557407342106,0.03777048335794656,0.9125218206891624,4.796806397915756,0,,,0,-248.86404596767423,0.950292304047109
2006-09-29,0.006196321462124744,0.02187967327205206,0.03824118624998103,0.9144343796883017,4.808884769342862,0,,,0,-248.53445813081197,0.9526755659382827
2006-10-02,0.006046187665580679,0.0206118909639771,0.039052210779082365,0.9153600512868287,4.857356317430622,0,,,0,-248.27196713791255,0.9544122620659111
2006-10-03,0.0060206097386971014,0.020598960484924905,0.039392012322009694,0.915567109545453,4.708997666190418,0,,,0,-247.31534346522895,0.9549591218674627
2006-10-04,0.005870627812269925,0.019574032592210903,0.04036476771024996,0.9155529091120875,4.81662516412327,0,,,0,-247.17387934563433,0.9559176768223375
2006-10-05,0.006289539671851822,0.02153820198310358,0.03765256336829919,0.915059732349507,4.759850159499087,0,,,0,-248.15028761262067,0.9527122957178061
2006-10-06,0.006133220300745309,0.020697429583903127,0.038273911518254836,0.9148604270000391,4.881932521483613,0,,,0,-248.03780028071085,0.953134338518294
2006-10-09,0.006060625791912391,0.019734586715717133,0.03786579733399377,0.9180246130494327,4.643788892380507,0,,,0,-246.4339820600853,0.9558904103834265
2006-10-10,0.005918207743150283,0.018994534806787818,0.03922767679781136,0.917614233556452,4.636425797090976,0,,,0,-245.95897947324784,0.9568419103542634
2006-10-11,0.005855847140446961,0.017618676704326604,0.03915671279503219,0.9217418720207402,4.388956583630473,0,,,0,-244.12464074876218,0.9608985848157724
2006-10-12,0.005810677384671018,0.01565791508971069,0.03706182017641992,0.9287841754194982,4.239393645012008,0,,,0,-241.12410024578259,0.9658459955959181
2006-10-13,0.006051887503937699,0.01586842337406828,0.031393470998232656,0.9338351127884137,4.343412962392425,0,,,0,-239.26519543034354,0.9652285837866463
2006-10-16,0.005947198765321061,0.015359934737415416,0.03251578470349109,0.9334839451317145,4.338719655134715,0,,,0,-238.95393213447701,0.9659997298352057
2006-10-17,0.00591269273168944,0.014379939189867305,0.03220176436567217,0.9367297170000275,4.225478147814449,0,,,0,-235.71981957696534,0.9689314813656996
2006-10-18,0.005821555585104655,0.014045971783599719,0.03283711235430773,0.9362171428898036,4.2802987056423705,0,,,0,-235.6819704449037,0.9690542552441114
2006-10-19,0.00568046495623166,0.013355782720776392,0.034592411436215054,0.9355491337325376,4.2888749159666775,0,,,0,-235.3811014473519,0.9701415451687526
2006-10-20,0.005643692866918282,0.012588149776191378,0.03615565692804791,0.9372277607982824,4.068950304066005,0,,,0,-233.07162046546412,0.9733834177263303
2006-10-23,0.0055848858631089545,0.01203376443886865,0.03829637379063544,0.937724950742069,3.932891216426816,0,,,0,-229.73139972554156,0.9760213245327044
2006-10-24,0.005658027693812978,0.012467956919586324,0.039232266052217815,0.9375766051737517,3.7904748447498116,0,,,0,-228.6227358502898,0.9768088712259696
2006-10-25,0.005566807878590702,0.012029314468574175,0.03970706389509339,0.9375120605196277,3.8276375011406887,0,,,0,-228.57932448010342,0.977219124414721
2006-10-26,0.005632438546304792,0.012629890196367883,0.042602197436892385,0.936298565273997,3.6300605716981886,0,,,0,-226.75271520210973,0.9789007627108894
2006-10-27,0.00561104759644064,0.01256482051740037,0.04425641718476819,0.9360741339728206,3.549296395144341,0,,,0,-226.26314034597857,0.9803305511575888
2006-10-30,0.005653486662376544,0.012768955224914632,0.040435500147478334,0.9368409297548883,3.7229482427438634,0,,,0,-227.3207889770062,0.9772764299023666
2006-10-31,0.005466435373604469,0.011564826391677859,0.0412247387864511,0.937383297103746,3.8048280149452136,0,,,0,-227.26078474617157,0.9786080358901971
2006-11-01,0.005258512739234234,0.010200276952809357,0.04277834338519601,0.9378637435096231,3.8702284682531065,0,,,0,-227.11385133560606,0.9806420868948191
2006-11-02,0.005468602884404063,0.011400820765916597,0.03875970672547325,0.9376163676188854,4.049440345703381,0,,,0,-228.64217376718221,0.9763760743443587
2006-11-03,0.005426129377342666,0.011005912756928431,0.0415392975404273,0.937701126901032,3.844888291954682,0,,,0,-227.01639412204463,0.9792404244414593
2006-11-06,0.005310117313484585,0.010200822209904946,0.04285193834456859,0.9381855800236284,3.8296887865743603,0,,,0,-226.67859730011745,0.981037518368197
2006-11-07,0.005833309865082526,0.012503762092889588,0.03814679070117269,0.9370051812695624,3.939427170784182,0,,,0,-229.3810849915138,0.9751519719707351
2006-11-08,0.005787058315762447,0.012320892028543,0.03824224618568336,0.9371248070876799,3.9515106298944835,0,,,0,-229.35347665599443,0.9753670532733633
2006-11-09,0.00564681016843985,0.011436726500116711,0.03870918239733757,0.937869830734949,3.999092593507998,0,,,0,-229.26658924926915,0.9765790131322866
2006-11-10,0.005758615221407715,0.01223905965872496,0.03893662205236028,0.937156709651004,3.8974284739198843,0,,,0,-228.4714422161021,0.9760933317033642
2006-11-13,0.005648429378339637,0.01136196453099906,0.040300490925139064,0.9381619169090489,3.828275159229189,0,,,0,-227.91351330283646,0.978462407834188
2006-11-14,0.005601280658198815,0.010955899544742319,0.04181730634534884,0.9386293925983044,3.7259171197657395,0,,,0,-227.20123793008787,0.9804466989436532
2006-11-15,0.0057655015004203026,0.012094000122028584,0.040017653562477336,0.9376020229317859,3.777176783737578,0,,,0,-228.1096520531102,0.9776196764942632
2006-11-16,0.005732486667607856,0.011819509487515516,0.04125694532200321,0.9380134977894087,3.6862501692559566,0,,,0,-227.53034374071376,0.9792704431114119
2006-11-17,0.005575488903591396,0.010941191710268463,0.040825659753878474,0.9387207011881492,3.79957093722163,0,,,0,-227.65703634531255,0.9795463609420276
2006-11-20,0.005399041257079687,0.009733644787083428,0.04184359676056544,0.939741620119321,3.8289587421533877,0,,,0,-227.39296661300384,0.9815852168798865
2006-11-21,0.005337699094491167,0.008987206618524972,0.04521298058652382,0.9404374703822894,3.6250824417036234,0,,,0,-225.93221604541748,0.9856504509688132
2006-11-22,0.0051194510158741255,0.007565673200322594,0.046287928661519484,0.9415547217566732,3.67823749717474,0,,,0,-225.70142481772652,0.9878426504181927
2006-11-23,0.005049726289617272,0.006823690923222989,0.049818431653793606,0.9420356171863122,3.5129187745917694,0,,,0,-224.42886730799484,0.9918540488401059
2006-11-24,0.005050584016056775,0.006588906271921586,0.05759784823136775,0.9405036473427697,3.263711387278528,0,,,0,-221.6706628605595,0.9981014955741374
2006-11-27,0.0048913027203893325,0.005912987637332499,0.05483835296740876,0.9416014931849275,3.3942077277093388,0,,,0,-221.93108965447666,0.9964398461523363
2006-11-28,0.006089239288694877,0.00999437633164714,0.04962404234898033,0.9389550699528785,3.353254120701393,0,,,0,-225.6698449483705,0.9885791123018588
2006-11-29,0.00592815569132166,0.00942808448328332,0.04770365283939162,0.9396875457391476,3.464322144038281,0,,,0,-226.0281837230388,0.9873911985785392
2006-11-30,0.006422024358641357,0.011768655154733527,0.04950815814214504,0.9360289314975501,3.364522885810759,0,,,0,-227.24279891337036,0.9855370896396951
2006-12-01,0.0061693884798072005,0.010427791875567943,0.04746849272164625,0.9384038467408545,3.448033045186415,0,,,0,-227.22111372834084,0.9858723394625007
2006-12-04,0.005977456610635186,0.009433930166601628,0.04648532000997129,0.9399924321297893,3.50552842180031,0,,,0,-227.15925963280247,0.9864777521397606
2006-12-05,0.006034912766804886,0.01017671695466765,0.04457984453618967,0.9382492765002605,3.6695823317873937,0,,,0,-228.53181474516296,0.9828291210364501
2006-12-06,0.006115667574819529,0.011049868417461578,0.04690205403780835,0.9363932971839586,3.5560354686615883,0,,,0,-226.16913143221927,0.9832953512217669
2006-12-07,0.006005754797200844,0.010351617807641806,0.04743642671964042,0.937761376426787,3.5055810528347995,0,,,0,-225.71083834390964,0.9851978031464275
2006-12-08,0.005946433183153963,0.010242966128749899,0.046790242495446534,0.9379056921962307,3.548016684198037,0,,,0,-225.92914555461647,0.9846959346916772
2006-12-11,0.005784069206953817,0.00924864028053095,0.04684046159945472,0.9394264261157662,3.554167332579425,0,,,0,-225.6339159518993,0.986266887715221
2006-12-12,0.005769504555595348,0.00918308178193222,0.048183860308400786,0.9395386126303775,3.4728526635526125,0,,,0,-225.08942492951198,0.9877224729387784
2006-12-13,0.005840444252490074,0.009837222697439208,0.044953381781515374,0.9386542348578831,3.6648324989192798,0,,,0,-226.62996831164958,0.9836076166393986
2006-12-14,0.005655154477701,0.008820211923061677,0.04462042548429588,0.9400206728590358,3.723078185021022,0,,,0,-226.4853377837016,0.9846410983433317
2006-12-15,0.005885472474385132,0.010041418025493347,0.043728170548255764,0.9382619635307274,3.7595465482422026,0,,,0,-227.66508173923097,0.9819901340789832
2006-12-18,0.005692329255497275,0.009045195228007369,0.043351534318296366,0.9395462246107306,3.8308425529929324,0,,,0,-227.53053738165374,0.982897758929027
2006-12-19,0.005700226766520695,0.00900971491698453,0.04549887092343992,0.9397704216495303,3.6426702611835338,0,,,0,-225.61212027235595,0.9852692925729702
2006-12-20,0.005508725571929251,0.008023889337015854,0.04522011480878854,0.9409117983393577,3.712727304496562,0,,,0,-225.48934756122338,0.9861319131481462
2006-12-21,0.005382928825191897,0.007181291038286753,0.04668659942692095,0.9418828951278533,3.6441310379148404,0,,,0,-224.8185834108083,0.9885694945547743
2006-12-22,0.005350969756042705,0.0071875415769615675,0.04661951093241778,0.9417841103655915,3.6535039043604076,0,,,0,-224.71923134720416,0.9884036212980093
2006-12-26,0.005582929250694412,0.009109319540328419,0.04703932767654474,0.9380873690519514,3.670617936254697,0,,,0,-222.33682310402608,0.9851266967284962
2006-12-27,0.005680330640084901,0.009756296058883722,0.04646487363547116,0.9373356877327271,3.682582127544604,0,,,0,-222.80586522623085,0.9838005613681983
2006-12-28,0.005655200298796137,0.00984687097042901,0.04417994848300385,0.937181557765398,3.873584823671114,0,,,0,-223.79335415158678,0.9813615062484019
2006-12-29,0.005672613262653724,0.010005844651951753,0.0470316980242468,0.9366852082729678,3.6638209336958996,0,,,0,-222.25964628606474,0.9837169062972145
2007-01-03,0.005579679524877259,0.009629484373481196,0.04589365545744057,0.937354337225308,3.748916502150481,0,,,0,-222.4768196953024,0.9832479926827487
2007-01-04,0.005425973360188028,0.008880730747600674,0.04480590167821243,0.9384292932361025,3.868613238222959,0,,,0,-222.61876060694033,0.9832351949143149
2007-01-05,0.005297206487469406,0.008193679675607675,0.04503151923477897,0.9392856772606075,3.888102510215858,0,,,0,-222.36200896978144,0.9843171964953865
2007-01-08,0.005545328405026942,0.009375809748377546,0.043823131438973664,0.9380571065916159,3.8997809963739574,0,,,0,-223.35383602404974,0.9818802380305895
2007-01-09,0.005455717023046689,0.009105490217421616,0.04243074342022483,0.9383138718082106,4.074921581116936,0,,,0,-223.84463829025992,0.9807446152284354
2007-01-10,0.005301010744495321,0.008337984057674837,0.04246360857619293,0.9391771297354201,4.141221531771223,0,,,0,-223.6767159683706,0.981640738311613
2007-01-11,0.005222384504360961,0.008006190545799648,0.042853747043942444,0.939450593948886,4.133411027846339,0,,,0,-223.34273798187235,0.9823043409928284
2007-01-12,0.005229998586314278,0.008193924192216949,0.04257000726203207,0.9390851540862732,4.162113256937064,0,,,0,-223.37229604197896,0.9816551613483053
2007-01-16,0.005356597569374768,0.008938274268399498,0.041365252634049346,0.9378834075820558,4.281742711675027,0,,,0,-224.28448660199763,0.9792486602161051
2007-01-17,0.005283523144062179,0.009028015732839373,0.042167365533194,0.9370812233387211,4.339448909170493,0,,,0,-220.04272485859522,0.9792485888719151
2007-01-18,0.005156096238912302,0.008320331163612108,0.04293429127164099,0.9380006190266231,4.290862846067529,0,,,0,-219.51819708454553,0.9809349102982641
2007-01-19,0.005083538827038829,0.008029397771090336,0.04223540733579193,0.9382767786425478,4.453043746502,0,,,0,-219.84252938896054,0.9805121859783397
2007-01-22,0.004960871900533688,0.0074741953380613275,0.0423563395476091,0.9386719083109217,4.565454742085126,0,,,0,-219.83529387966016,0.9810282478585308
2007-01-23,0.004960201376465526,0.007556469766364622,0.042423830449705345,0.9384905947773852,4.541516431920054,0,,,0,-219.53235478273587,0.9809144252270905
2007-01-24,0.004962013374953146,0.007666874543339408,0.04323772270939891,0.9383734872295608,4.375869130831913,0,,,0,-218.05484667217706,0.9816112099389598
2007-01-25,0.005147679557749918,0.008453701511073731,0.04135133913717047,0.9373500977481363,4.590626696554287,0,,,0,-219.55990515953525,0.9787014368853068
2007-01-26,0.005721609921340555,0.010195950813626124,0.04089572090668065,0.9344609219455031,4.550221534594336,0,,,0,-222.01624778350214,0.9753566428521838
2007-01-29,0.00558813838376378,0.009650956175365363,0.040704441661040654,0.9355325418787228,4.5520789839839875,0,,,0,-221.71860743989677,0.9762369835397635
2007-01-30,0.005524984870889261,0.009420482169633008,0.04076009919177999,0.9369922723934843,4.361439603995911,0,,,0,-219.16444570318828,0.9777523715852643
2007-01-31,0.005563271044353062,0.009710040845600227,0.04091083313450558,0.9363228944914361,4.3586905317163485,0,,,0,-219.27431076947067,0.9772337276259417
2007-02-01,0.005601717468516854,0.00998298454406592,0.04063256391528062,0.935248661813168,4.50857667366847,0,,,0,-220.10490047442437,0.9758812257284486
2007-02-02,0.005671970205639241,0.010441531626038447,0.04129212068308338,0.9345763785388399,4.3796680596224205,0,,,0,-219.17428319275191,0.9758684992219233
2007-02-05,0.0056523396969255036,0.010497853851623672,0.04275576533919969,0.9348163420608936,4.124233094031791,0,,,0,-217.5195699312906,0.9775721074000933
2007-02-06,0.005507765979688323,0.00984136393322595,0.04240142280393671,0.9359789177847662,4.160830546755967,0,,,0,-217.3356866179854,0.9783803405887028
2007-02-07,0.005364938600207014,0.009187987731681828,0.04235600634494902,0.9369222428436703,4.193961566230596,0,,,0,-217.1107258794881,0.9792782491886194
2007-02-08,0.0052362007915522195,0.008633721787239883,0.04239727470661302,0.9375164866553033,4.2479228353107805,0,,,0,-216.96380498810936,0.9799137613619163
2007-02-09,0.005215480792568794,0.008699924673827837,0.04466251796292244,0.9370537245250091,4.0089114358983515,0,,,0,-214.79217565496322,0.9817162424879315
2007-02-12,0.00540450307930514,0.009357074529471035,0.043088749153764296,0.9365491126851395,4.107091843745545,0,,,0,-216.1248246938085,0.9796378618389038
2007-02-13,0.00543741171675078,0.009698233900670865,0.04469690130803269,0.9359073807681746,3.9335762300685575,0,,,0,-215.06850925706465,0.9806042820762073
2007-02-14,0.005601285052354216,0.010195101000106174,0.042977451150815416,0.9353815413751171,4.088453726169239,0,,,0,-216.64950778230104,0.9783589925259325
2007-02-15,0.005603479493497416,0.010193426858377302,0.04166776373540472,0.9351279681905018,4.312213253829922,0,,,0,-217.72768805214562,0.9767957319259065
2007-02-16,0.005474315430340373,0.009621974929025353,0.04150066905869596,0.9362446763170617,4.314105346453765,0,,,0,-217.4384807210486,0.9777453453757576
2007-02-19,0.005402465630108088,0.009333047247605203,0.042478563188093295,0.9368616000629774,4.152034354707158,0,,,0,-216.53788903505685,0.9793401632510707
2007-02-20,0.005251896957541382,0.008635246177204025,0.0423741915966852,0.937819221630098,4.208720587514839,0,,,0,-216.33447113193276,0.9801934132267832
2007-02-21,0.005121671110873474,0.008069001051644247,0.04250342179552446,0.9384164206847846,4.25816340323165,0,,,0,-216.12375019334212,0.9809198424803091
2007-02-22,0.004970342131380285,0.007419366171026759,0.04282658642231444,0.9388911443757617,4.331386480787263,0,,,0,-215.9203766880044,0.9817177307980761
2007-02-23,0.00492340146151401,0.007248731681885093,0.044873798032613293,0.9388597332228173,4.092215630558052,0,,,0,-213.9991572659677,0.9837335312554306
2007-02-26,0.004969738347483764,0.007572779941194384,0.045916619117960085,0.938338876087182,3.957375371197069,0,,,0,-213.04364465029047,0.9842554952051421
2007-02-27,0.004800454184246949,0.006792823776174752,0.046105836199136815,0.9390117319698656,4.041542023399237,0,,,0,-212.85437796414936,0.9851175681690024
2007-02-28,0.01077610737600921,0.010654233346932903,0.05387331889681295,0.9362881789938107,3.2137072188433287,0,,,0,-220.51561913460117,0.9901614978906236
2007-03-01,0.011097326637971314,0.011111229804249834,0.058978707297909154,0.9333808968417238,3.158204431875432,0,,,0,-221.14055553948776,0.9923596041396329
2007-03-02,0.010404195353863131,0.010538924964606315,0.05348025602663682,0.9362218300740983,3.234574873554212,0,,,0,-221.64842906472308,0.9897020861007352
2007-03-05,0.010837887950256846,0.010480099948131571,0.058224835299795843,0.9315082104503706,3.328419555320002,0,,,0,-223.80554331227393,0.9897330457501664
2007-03-06,0.011032032002283351,0.010685404355985343,0.062190996552168046,0.9296600923770895,3.2729221801592465,0,,,0,-224.31388160720022,0.9918510889292576
2007-03-07,0.012246802250930342,0.011307086432316718,0.07363668148316081,0.9253613331211455,3.121451681099629,0,,,0,-225.16753561350313,0.9989980146043064
2007-03-08,0.011534692547769995,0.011051439037084797,0.0685000887033078,0.9274378151080084,3.1707085052247996,0,,,0,-225.63680366622694,0.9959379038113162
2007-03-09,0.011776984943159213,0.012226046278861806,0.07679736750370154,0.9222020648391958,3.126753557173555,0,,,0,-222.2956119307639,0.9989994323428973
2007-03-12,0.011390898798941064,0.013002228536370616,0.07568482724249476,0.9233151158122033,3.050347307725383,0,,,0,-222.24456381829546,0.9989999430546981
2007-03-13,0.010782825663143708,0.012856878695967754,0.0709697322500984,0.9248082394050511,3.0901464986134206,0,,,0,-222.68413155667199,0.9957779716551495
2007-03-14,0.0106345332346288,0.01149672242532287,0.0690661009737132,0.9253493135695445,3.2300814985725363,0,,,0,-224.4695843752689,0.9944154145432578
2007-03-15,0.010278627807667678,0.010958659598877296,0.06662647675092918,0.925807152551883,3.3291104991193623,0,,,0,-225.48229019649608,0.9924336293028121
2007-03-16,0.010083704783233872,0.01207438520987928,0.0681451332581855,0.925174540906567,3.1956004891064653,0,,,0,-224.85220593823914,0.9933196741647525
2007-03-19,0.009956670821827586,0.013217852415331587,0.07051772638732881,0.9242446726385976,3.0829638909670933,0,,,0,-224.5198674761072,0.9947623990259263
2007-03-20,0.010072633199547399,0.011389972279645203,0.06895485655180078,0.9265834080406393,3.1894927281015844,0,,,0,-226.4650131196787,0.9955382645924401
2007-03-21,0.009619126655069614,0.010804895625511254,0.06487045724656576,0.9273945593649069,3.316085263237338,0,,,0,-227.30694877840537,0.9922650166114726
2007-03-22,0.010104186131302862,0.009159538741904156,0.06507505710186809,0.929585595731124,3.4181260831040703,0,,,0,-229.82527280407245,0.9946606528329921
2007-03-23,0.009920845297642939,0.010219358314467603,0.06697653025561982,0.9285488358463361,3.271203083067655,0,,,0,-229.08811016762488,0.9955253661019559
2007-03-26,0.009788727673563969,0.011563744812566511,0.06991254184222645,0.9270132107613185,3.1285320321645633,0,,,0,-228.51895053408012,0.9969257526035449
2007-03-27,0.009272396202982792,0.011776827426664666,0.06612181524772832,0.9267131400422591,3.195116135551315,0,,,0,-228.7797603305615,0.9928349552899874
2007-03-28,0.008787081322775465,0.011470347537571968,0.06191874564324039,0.9269048773834113,3.3192455055988477,0,,,0,-229.2864982717319,0.9888236230266517
2007-03-29,0.00861888805951607,0.010225968028207445,0.05885202082126439,0.9292580116505285,3.463476556096285,0,,,0,-230.42630659264063,0.9881100324717929
2007-03-30,0.008475956279672535,0.011731396163474758,0.062251455876148346,0.9261601551179381,3.3038940940187866,0,,,0,-229.4922470344831,0.9884116109940865
2007-04-02,0.008132282424580691,0.012666085244006758,0.06220672706936135,0.9236442285424395,3.2979276836692235,0,,,0,-229.35914624972818,0.9858509556118009
2007-04-03,0.007704875008312315,0.013150726769176313,0.06053119082708697,0.9211950997320724,3.3834163383051132,0,,,0,-229.50731542207433,0.9817262905591593
2007-04-04,0.008185378098997033,0.012995279664925212,0.06520121951074322,0.92309168079032,3.220433618473895,0,,,0,-229.0947327714555,0.9882929003010632
2007-04-05,0.0077489169773694525,0.01324864642616565,0.0626091092887706,0.9214756954991943,3.3094448114656,0,,,0,-229.2375783407643,0.9840848047879649
2007-04-06,0.007824880265985972,0.016998373892527695,0.07445615392164243,0.9136973485563794,3.0385829348644786,0,,,0,-227.69200047152862,0.9881535024780218
2007-04-09,0.007339996156934184,0.017115472432361722,0.07107574800472355,0.9112661802673261,3.138881652971408,0,,,0,-227.78509433760436,0.9823419282720496
2007-04-10,0.006918973788391957,0.017250740555414014,0.06895429696613109,0.9084703784669352,3.238085391085335,0,,,0,-227.8628118751011,0.9774246754330663
2007-04-11,0.006533564319781009,0.017736577778335975,0.0686315437274468,0.9042878448780707,3.3221981215843113,0,,,0,-227.85011102446185,0.9729193886055175
2007-04-12,0.0065809087768732965,0.025583888254585643,0.0906078690476854,0.8835814071007367,3.076660957537572,0,,,0,-224.7643147695134,0.9741892761484221
2007-04-13,0.006421043610977197,0.021739929278589188,0.07948824508274555,0.8917846888964474,3.2522599656025073,0,,,0,-225.51043625312076,0.9712729339791929
2007-04-16,0.00624397182440082,0.01937431483363066,0.07297076280447208,0.8968611427710165,3.394651791410979,0,,,0,-225.9607221856311,0.9698319055754886
2007-04-17,0.006603771494144518,0.014706709465983956,0.06137480762380459,0.912451186639654,3.6009130640263867,0,,,0,-228.01963290234818,0.9738259942634585
2007-04-18,0.006381544501266324,0.014174109634422474,0.059689547905579725,0.913102508071246,3.6720023912665027,0,,,0,-228.01876580128632,0.9727920559768257
2007-04-19,0.006177384274645727,0.014629511658090252,0.061027757558661286,0.9106294598099356,3.6438380689790564,0,,,0,-227.53778087256975,0.9716572173685969
2007-04-20,0.005925771530172328,0.014413153947191053,0.06064496764819486,0.9093244129910586,3.71141817170048,0,,,0,-227.35584569566652,0.9699693806392534
2007-04-23,0.006198005141116346,0.012639079354387529,0.05569573393492466,0.917294667243687,3.785319578184263,0,,,0,-228.47351553722885,0.9729904011786117
2007-04-24,0.00601793675969701,0.012013351792255446,0.0538102717203835,0.918398038738593,3.8982101962269162,0,,,0,-228.57300854153738,0.9722083104589766
2007-04-25,0.005853972178072712,0.012786171372341336,0.056486725158350286,0.9147312292137255,3.7979729012624173,0,,,0,-227.5919110518469,0.9712179543720758
2007-04-26,0.006101506182737773,0.0122425089022855,0.054581574074312786,0.9186902091969149,3.776286047386355,0,,,0,-227.9869350287733,0.9732717832712277
2007-04-27,0.005934442772740729,0.012429393578884812,0.055428081893473584,0.9171863060773474,3.747195388638968,0,,,0,-227.37714839101344,0.972614387970821
2007-04-30,0.005747450412817528,0.012490669033644153,0.05609496549933881,0.9156536450302091,3.7440674766590973,0,,,0,-226.80668135025724,0.9717486105295479
2007-05-01,0.006105820909058353,0.012673709455017388,0.05594962458218923,0.9176350528256475,3.6591953217874624,0,,,0,-227.1052341506374,0.9735846774078367
2007-05-02,0.005900115780606945,0.011796961400631415,0.052823773342343686,0.9197248665226239,3.7986982291946196,0,,,0,-227.11164728509138,0.9725486398649675
2007-05-03,0.005825319172137842,0.010904420921768196,0.049312890155703226,0.9227797138722826,3.9812436241705824,0,,,0,-227.68766485612855,0.9720926040279858
2007-05-04,0.00572592358582572,0.010412089473934575,0.04716818904022114,0.924156349965647,4.145528719496174,0,,,0,-228.03764913476442,0.9713245390058681
2007-05-07,0.005691029768508406,0.010918644279546775,0.04745892765201464,0.9232549248919227,4.055717633450745,0,,,0,-226.36906701376935,0.9707138525439374
2007-05-08,0.005598420168606678,0.012366612509417901,0.05106815397176892,0.9178353946961183,3.8818466232034377,0,,,0,-223.82783437379916,0.9689035486678872
2007-05-09,0.005423669088315054,0.012023040222717824,0.05046677494042455,0.9176582433991052,3.942188622418655,0,,,0,-223.43062438901194,0.9681250183395297
2007-05-10,0.005265447537961206,0.011734253510897113,0.04980795307298788,0.9172656054375207,4.03012771009028,0,,,0,-223.1466689237682,0.9670735585105086
2007-05-11,0.005700010399167367,0.013150878790362265,0.04430073892036536,0.9181982283065553,4.226600455403831,0,,,0,-222.58045604777712,0.9624989672269206
2007-05-14,0.005871009458174517,0.013144613713262492,0.043751098504818946,0.918789662044642,4.282801343371631,0,,,0,-223.61033934273095,0.9625407605494609
2007-05-15,0.005752421860237301,0.013102940393600005,0.043571402119372486,0.9187728481097188,4.231263640069659,0,,,0,-222.779239240652,0.9623442502290913
2007-05-16,0.005630839894543934,0.01322365548438462,0.043848920483062145,0.9181779171316182,4.1336691481403465,0,,,0,-221.5904875577072,0.9620268376146803
2007-05-17,0.005686236267786083,0.013507929281148728,0.0434669667764838,0.9180898373894004,4.116479188494541,0,,,0,-221.40305383915884,0.9615568041658842
2007-05-18,0.00558586677230332,0.013637779035893213,0.04385544246364988,0.9174578744255503,4.033810982557143,0,,,0,-220.32928207745817,0.9613133168892002
2007-05-21,0.005808130621822012,0.014748005763828514,0.04341193033388927,0.9162416356046404,3.980807152963854,0,,,0,-219.91549720576947,0.9596535659385297
