DATE,ES1_LN_RET,ES1_CLOSE,sma_var_20,sma_vol_20,sma_vol_20_predict,sma_var_10,sma_vol_10,sma_vol_10_predict,sma_var_5,sma_vol_5,sma_vol_5_predict,ewma_var,ewma_vol,gk_var_daily,gk_vol_daily,gk_var_20,gk_vol_20,gk_var_10,gk_vol_10,gk_var_5,gk_vol_5,rs_var_daily,rs_vol_daily,rs_var_20,rs_vol_20,rs_var_10,rs_vol_10,rs_var_5,rs_vol_5,yz_vo_20,yz_vc_20,yz_vrs_20,yz_var_20,yz_vol_20,yz_vol_10,yz_vol_5,garch_var,garch_vol,shape
2023-11-06,0.001883508447585669,4384.25,9.013765676605999e-05,0.009494085357003064,0.00958084147113451,0.00010448983777220959,0.010222027087237129,0.010322924373110772,3.016806587708856e-05,0.0054925463928025735,0.004070530048645518,8.776176150154338e-05,0.009368124759072297,1.613752534769484e-05,0.0040171538864841655,7.03613924982488e-05,0.008388169794314419,5.990156481535532e-05,0.007739610120371395,5.6967152825166786e-05,0.007547658764488945,1.8485677732520695e-05,0.004299497381383165,6.357307131613755e-05,0.00797327230916752,4.9384524512438196e-05,0.007027412362487219,4.5382514467391404e-05,0.006736654545647373,1.9754328497733947e-06,8.763150191928782e-05,6.357307131613755e-05,6.889369275171273e-05,0.008300222451941437,0.007683465445542244,0.006707257570312828,8.022072421213881e-05,0.0089566022693954,14.249774000543592
2023-11-07,0.002676462974109839,4396.0,8.917572116802772e-05,0.009443289742882388,0.009494085357003012,0.00010303324059574328,0.010150529079596949,0.010222027087237115,3.657848594457256e-05,0.006048015041695297,0.005492546392802512,8.292586305455763e-05,0.009106363876683033,3.0951992407946655e-05,0.005563451483382115,6.882469559026154e-05,0.008296065066660311,5.747311225287904e-05,0.007581102311199806,5.333870731728612e-05,0.007303335355663611,3.064704222879323e-05,0.005535977079865236,6.137072967408369e-05,0.007833947260103535,4.687569828552292e-05,0.006846582964188991,4.1452564583758267e-05,0.006438366608368792,2.0455167762828544e-06,8.69283156245503e-05,6.137072967408369e-05,6.696988410081886e-05,0.008183512943768028,0.0075197214531996966,0.00649410095503481,7.678849681142494e-05,0.0087629045876025,13.359672042646332
2023-11-08,0.0007958615621035392,4399.5,8.833653460777502e-05,0.009398751757961002,0.009443289742882334,7.091271141550679e-05,0.008420968555665482,0.010150529079596932,4.4290402572314214e-05,0.0066551034982420985,0.006048015041695237,7.79883150088462e-05,0.00883109930919397,2.772978686371089e-05,0.005265907980938414,6.819130802359608e-05,0.00825780285691031,5.437859509696442e-05,0.007374184368251476,3.989077574775291e-05,0.006315914482302061,3.300776470547553e-05,0.005745238437652134,6.10635368029349e-05,0.007814316144291508,4.65554672611118e-05,0.006823156693284407,3.221609206904926e-05,0.005675922133807797,2.04570695472895e-06,8.603520260933351e-05,6.10635368029349e-05,6.658141252885056e-05,0.008159743410723806,0.007225755824172763,0.005901629141421553,7.417501112787504e-05,0.0086124915749088,13.143460589229106
2023-11-09,-0.008502918807275606,4362.25,8.970694546987543e-05,0.009471375056974327,0.009398751757960948,5.803184990461425e-05,0.007617863867555934,0.008420968555665462,3.232086654970566e-05,0.00568514437369058,0.0066551034982420395,7.764699380290269e-05,0.00881175316284465,5.9995033634604187e-05,0.007745646108272969,6.528873504004528e-05,0.008080144493760323,5.50586929735825e-05,0.007420154511435897,4.0470488123208686e-05,0.006361641936104914,6.02561038556928e-05,0.0077624805220813786,5.837980019444305e-05,0.007640667522830911,4.8455378424410924e-05,0.006960989758964664,4.0142181161309556e-05,0.006335785757213509,2.029058262806616e-06,8.499988275670053e-05,5.837980019444305e-05,6.411023024700823e-05,0.008006886426508635,0.007235184773525836,0.0063631340608284,7.162480094019255e-05,0.0084631436795196,13.3841923982592
2023-11-10,0.01552446520901718,4430.5,9.969008807011528e-05,0.009984492379190605,0.009471375056974273,5.670034437341674e-05,0.00752996310571418,0.007617863867555915,5.880263958566523e-05,0.007668287917499266,0.005685144373690492,8.744871537628763e-05,0.009351401786699555,8.388415446417612e-05,0.009158829317340515,6.417632633165002e-05,0.008011012815596416,5.395198672502047e-05,0.007345201612278622,4.373969854362656e-05,0.006613599514910663,5.9018620783810285e-05,0.007682357762029199,5.6050486277795734e-05,0.007486687269934262,4.541080294687922e-05,0.006738753812603575,4.028304186125889e-05,0.006346892299484756,2.0387703632561098e-06,9.433163455528527e-05,5.6050486277795734e-05,6.341203360774539e-05,0.007963167310043498,0.006924119853322471,0.006506347518708235,7.145952820533961e-05,0.0084533737765072,12.320220173414423
2023-11-13,-0.0011856704660910822,4425.25,9.538905612479122e-05,0.009766732110833757,0.009984492379190555,5.931042881605939e-05,0.007701326432249148,0.007529963105714165,6.103655863924001e-05,0.007812589752395809,0.007668287917499204,8.228614132096001e-05,0.009071170890296357,2.224761879176417e-05,0.004716738151706555,6.261795484989945e-05,0.007913150753644179,5.0964435028803564e-05,0.007138937948238769,4.496171723244043e-05,0.006705349896346978,2.3515774214706066e-05,0.004849306570501195,5.4981150355340924e-05,0.00741492753540727,4.3335787812543226e-05,0.006582992314483074,4.128906115769596e-05,0.006425656476788653,2.101593301082748e-06,8.972910463372851e-05,5.4981150355340924e-05,6.191424999818828e-05,0.007868560859406775,0.006775282152127737,0.006573506497405856,8.267309687291019e-05,0.0090924747386457,99.999184710368
2023-11-14,0.019192084387130492,4511.0,0.00011237722895033861,0.010600812655185385,0.009766732110833705,7.616765276304924e-05,0.008727408135468928,0.00770132643224913,0.00011006200122471809,0.010491043857725412,0.007812589752395746,9.94491390290667e-05,0.00997241891564262,0.0001347453950611335,0.011607988415790804,6.509514039363358e-05,0.008068155947528133,5.952955254018191e-05,0.007715539679126918,6.572039776307778e-05,0.008106811812486939,9.572443264641156e-05,0.009783886377427508,5.503766510294869e-05,0.0074187374332125204,4.787855191248849e-05,0.006919432918418134,5.430453924121963e-05,0.00736916136620848,2.042188644629777e-06,0.00010579280228935007,5.503766510294869e-05,6.413706825950598e-05,0.008008562184281644,0.007201131702439745,0.00774685353250538,7.889524995418476e-05,0.0088822998122212,99.99638170668754
2023-11-15,0.0018271924465675937,4519.25,0.00010079516012700283,0.010039679284070922,0.010600812655185336,7.675779200347482e-05,0.008761152435808592,0.008727408135468916,0.00010842987040595768,0.010412966455624338,0.01049104385772537,9.368250862153033e-05,0.009678972498231945,2.2439968879021852e-05,0.004737084428107848,6.320353831143057e-05,0.007950065302337495,5.22766049569464e-05,0.007230256216549065,6.466243416613998e-05,0.008041295552716612,2.9595937525863946e-05,0.005440214841884826,5.428897212467379e-05,0.007368105056571451,4.2919132937172826e-05,0.006551269566822359,5.362217380529731e-05,0.007322716286003256,2.046815699360733e-06,9.556430041161198e-05,5.428897212467379e-05,6.207488857163721e-05,0.007878761867935673,0.0069002402917137835,0.0077166947863348025,9.155382075607475e-05,0.0095683760772701,99.98850819742287
2023-11-16,0.0008847111442413791,4523.25,9.447289297295301e-05,0.009719716712587513,0.01003967928407087,6.046674432730198e-05,0.007776036543593528,0.008761152435808576,7.043288475560955e-05,0.008392430205584646,0.010412966455624294,8.81085209327632e-05,0.009386613922643415,1.735026937548657e-05,0.004165365455213572,5.877106013945807e-05,0.007666228547301344,4.830198471876253e-05,0.00694996292930851,5.613348131431646e-05,0.007492228060751786,1.7868120232660988e-05,0.004227069934678274,5.033592721806207e-05,0.0070947816892461225,4.2643379120999797e-05,0.006530189822738677,4.5144577080690946e-05,0.0067189714302630385,2.0688826939674425e-06,8.804654728284948e-05,5.033592721806207e-05,5.764825816038351e-05,0.007592645004238214,0.00673938981203677,0.0069322034060162055,8.688833874208405e-05,0.0093213914595453,99.999115611045
2023-11-17,0.0009391487583627622,4527.5,8.2509306044908e-05,0.009083463328758916,0.009719716712587458,5.835612941507343e-05,0.007639118366347875,0.007776036543593509,5.618721899274098e-05,0.007495813431025413,0.008392430205584599,8.287492970021745e-05,0.009103566866905381,1.7463759004947457e-05,0.004178966260326524,5.688165567198986e-05,0.007541992818346478,4.32945503830486e-05,0.006579859450098353,4.2849402222470726e-05,0.0065459454796439245,1.7688828518245913e-05,0.0042058089017745345,4.910775224783779e-05,0.007007692362528323,3.858083024441802e-05,0.006211346894548559,3.6878618627578066e-05,0.0060727768465157735,1.927837604517076e-06,7.91139526637853e-05,4.910775224783779e-05,5.5207782161589066e-05,0.007430193951815058,0.006425913976331009,0.006300985775840954,8.270378945335219e-05,0.0090941623832738,99.99995468642688
2023-11-20,0.007646012111356626,4562.25,8.215545176490777e-05,0.009063964461807414,0.009083463328758853,5.9592936188069295e-05,0.007719646118059383,0.007639118366347855,4.9176662254936726e-05,0.007012607379209015,0.007495813431025353,8.141012399062513e-05,0.00902275589776345,3.937167320371349e-05,0.006274685107932787,5.275976499200291e-05,0.00726359174183151,4.561796516865047e-05,0.006754107281399258,4.627421310486059e-05,0.006802515204309402,3.2522903158772174e-05,0.0057028855116311224,4.468453864974068e-05,0.006684649478449912,3.998455278704317e-05,0.006323333993001095,3.868004441639129e-05,0.00621932829302259,1.779513759976291e-06,7.784656579125066e-05,4.468453864974068e-05,5.107504456068886e-05,0.007146680667323038,0.006523889797663436,0.006367716225758566,7.902238760887524e-05,0.0088894537294974,99.99957846612716
2023-11-21,-0.002414002379282465,4551.25,8.323015996882644e-05,0.009123056503651967,0.009063964461807354,6.32519437138261e-05,0.007953109059595882,0.007719646118059364,1.070209934844255e-05,0.0032714063257936257,0.007012607379208956,7.687516100041851e-05,0.00876784813967592,2.003092347979477e-05,0.004475591969761628,5.099948526435718e-05,0.007141392389748457,4.4525858275835275e-05,0.0066727699103022635,2.3331318788592848e-05,0.004830250385703918,2.1509572071432706e-05,0.004637841315896082,4.297325202841501e-05,0.006555398693322551,3.9070805771307117e-05,0.006250664426387575,2.3837072301395525e-05,0.0048823224290695435,1.5754935008906114e-06,7.937732866551788e-05,4.297325202841501e-05,4.9610526310099514e-05,0.0070434740228171155,0.006495487193119972,0.004794791809573001,7.79771598727434e-05,0.0088304677040768,99.99906323596976
