DATE,ret_true,sigma_lstm_wf,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2022-01-03,0.005762497,0.007372869,0.006186043,0.0062427786,8.195933,-0.011883759717399883,-0.018462416595462015,0,0
2022-01-04,-0.00036571667,0.0068656993,0.0064620697,0.0066296468,8.265491,-0.011069554409009473,-0.017182231019636483,0,0
2022-01-05,-0.019363783,0.0067875693,0.008638585,0.0059992243,8.160969,-0.010938707310312238,-0.017001886325987894,1,1
2022-01-06,-0.0010660982,0.0076993774,0.0080839,0.012177505,7.2326293,-0.012347603065034312,-0.01945856392661906,0,0
2022-01-07,-0.0042222342,0.0078680925,0.0069747576,0.009582959,7.123908,-0.012609223178478363,-0.019908286000494126,0,0
2022-01-10,-0.0011789927,0.0075887977,0.016614271,0.008301621,6.9758267,-0.01214917695150434,-0.01923321515770347,0,0
2022-01-11,0.0091276085,0.007325749,0.010839752,0.0071833567,7.0404606,-0.011733399488083841,-0.01855308163123737,0,0
2022-01-12,0.0023882193,0.007854391,0.006471696,0.00806783,7.342129,-0.012604779725869592,-0.019827479947333502,0,0
2022-01-13,-0.013716757,0.007961924,0.0109671,0.0071375114,7.363493,-0.012779000765643637,-0.02009448914326483,1,0
2022-01-14,0.00059096894,0.008612793,0.009303108,0.009573054,7.451891,-0.013830865289146002,-0.021717513330940078,0,0
2022-01-18,-0.018101513,0.008557732,0.0114238085,0.00806732,7.3444724,-0.01373370295313861,-0.021602457947437596,1,0
2022-01-19,-0.010334873,0.009477964,0.011109728,0.011996146,6.668181,-0.015137670753816602,-0.02410789097002485,0,0
2022-01-20,-0.011001334,0.010026752,0.023462562,0.0110485945,7.0754256,-0.016063373197313064,-0.02538375728958708,0,0
2022-01-21,-0.019121258,0.010678366,0.01424319,0.010700719,7.57697,-0.017159966860773108,-0.026892331118763442,1,0
2022-01-24,0.0031272236,0.01215983,0.035095066,0.013404795,8.206373,-0.019600370476583546,-0.03044673144268444,0,0
2022-01-25,-0.012510517,0.012924441,0.019793717,0.010707448,9.107139,-0.020901432158392682,-0.03213488219469143,0,0
2022-01-26,-0.0017260232,0.013055811,0.024141645,0.010987585,10.302752,-0.02116496386925079,-0.03227384024280801,0,0
2022-01-27,-0.0054854774,0.013444033,0.025549112,0.008907998,10.049522,-0.02179431761826907,-0.03323352354193887,0,0
2022-01-28,0.024140287,0.013709312,0.023705536,0.0081299655,10.184022,-0.022224364113130543,-0.03388928898325404,0,0
2022-01-31,0.018146675,0.01263617,0.013839379,0.014036561,8.905646,-0.02042199797684237,-0.03146395711529038,0,0
2022-02-01,0.006803688,0.011340759,0.011266878,0.014907269,8.660896,-0.018312846954421234,-0.028290791947883837,0,0
2022-02-02,0.009273297,0.010010186,0.007077817,0.012710192,8.770387,-0.016170553098050607,-0.024950537628831423,0,0
2022-02-03,-0.02393371,0.009485365,0.008441929,0.011671173,8.397188,-0.015301457535029284,-0.02371221560092184,1,1
2022-02-04,0.0052446695,0.011811826,0.014395354,0.015798304,8.371882,-0.019052494562320672,-0.02953423317948286,0,0
2022-02-07,-0.0037354042,0.011319711,0.007602334,0.013341822,8.111682,-0.018238665677209803,-0.028366401625581326,0,0
2022-02-08,0.008177388,0.010874464,0.009874161,0.011257358,8.271888,-0.01753334661592276,-0.02721317162540045,0,0
2022-02-09,0.014356287,0.010045018,0.006808479,0.010391234,8.561801,-0.01621458446538046,-0.025077924880927815,0,0
2022-02-10,-0.017685924,0.010186789,0.012177775,0.011436585,9.03856,-0.016470541250981057,-0.025340473579688567,1,0
2022-02-11,-0.019760383,0.011510806,0.016334744,0.013036129,9.375885,-0.018630198308319672,-0.02856707007581175,1,0
2022-02-14,-0.0035213304,0.013806192,0.011650509,0.014603836,9.995941,-0.02238120385109662,-0.034129599868417716,0,0
2022-02-15,0.015917253,0.014102984,0.009524022,0.012564321,10.381424,-0.022862552780659726,-0.034862444393669416,0,0
2022-02-16,0.0012311826,0.01263241,0.009678362,0.0131417755,10.962486,-0.02047858320258398,-0.031227198249058126,0,0
2022-02-17,-0.02159618,0.011746151,0.011675964,0.011417919,11.381083,-0.01904185564132319,-0.029036374013731363,1,0
2022-02-18,-0.007111753,0.013723877,0.013963175,0.0139704645,11.6509695,-0.022247975660729044,-0.033925293548146614,0,0
2022-02-22,-0.010065452,0.014405905,0.022853067,0.012551502,12.369239,-0.02335362165593537,-0.03561126109502401,0,0
2022-02-23,-0.018306073,0.014382192,0.017774988,0.011841994,11.951322,-0.023315179463698578,-0.03555264170977497,0,0
2022-02-24,0.014578203,0.015528124,0.030106924,0.013160317,12.290946,-0.025172867091402006,-0.03838537575496017,0,0
2022-02-25,0.022161571,0.015002367,0.019941658,0.013177385,13.17257,-0.024320554028965408,-0.03708570825805974,0,0
2022-02-28,-0.0027434858,0.014103363,0.0196207,0.015195205,14.794937,-0.02286316720754891,-0.034863381315432415,0,0
2022-03-01,-0.014818503,0.015006124,0.01803507,0.0133150825,14.578156,-0.024326645970292472,-0.03709499768290227,0,0
2022-03-02,0.017961452,0.017553108,0.016730048,0.013381089,14.428886,-0.028455598041556045,-0.04339111707820974,0,0
2022-03-03,-0.0051481635,0.016155204,0.0123818,0.014120271,14.183635,-0.026189434691564862,-0.03993551023788911,0,0
2022-03-04,-0.007367788,0.01621865,0.014164938,0.012746436,14.092148,-0.026292287052036113,-0.04009234682267853,0,0
2022-03-07,-0.030204918,0.017401224,0.016786285,0.011721356,14.13844,-0.028209376593632794,-0.04301566112545128,1,0
2022-03-08,-0.007111088,0.019776603,0.022750646,0.016767738,12.287894,-0.03206013676290423,-0.04888757374879345,0,0
2022-03-09,0.025226349,0.018523913,0.016554842,0.015185509,12.260054,-0.030029384998753024,-0.04579093921570854,0,0
2022-03-10,-0.0042191683,0.017625522,0.0121294325,0.017431755,11.963861,-0.02857298733710867,-0.04357012061416122,0,0
2022-03-11,-0.0131818075,0.01661902,0.021194331,0.015546654,12.22976,-0.026941332845255427,-0.041082057949521494,0,0
2022-03-14,-0.007046067,0.017020794,0.014343059,0.014948575,12.387569,-0.027592655731533817,-0.04207524134960152,0,0
2022-03-15,0.01940541,0.017682463,0.01896964,0.013615831,12.528977,-0.02866529653727821,-0.04371088023924811,0,0
2022-03-16,0.022259949,0.017031869,0.01542654,0.014731714,13.136791,-0.027610609150196787,-0.042102617997599616,0,0
2022-03-17,0.011998087,0.014715822,0.012754351,0.016378947,12.769742,-0.023856033796857423,-0.03637737481354175,0,0
2022-03-18,0.011631321,0.014174692,0.01296528,0.01543158,13.128077,-0.022978799309717916,-0.03503970535810014,0,0
2022-03-21,-0.0002807175,0.013142721,0.009165275,0.014617743,13.0785885,-0.02130585499331456,-0.03248868103619438,0,0
2022-03-22,0.011778304,0.01291611,0.011052804,0.012978658,12.722407,-0.020938493545037153,-0.0319285022063927,0,0
2022-03-23,-0.012845751,0.012576893,0.007612301,0.012607246,13.024182,-0.020388583167206736,-0.031089959802465164,0,0
2022-03-24,0.014509183,0.012449693,0.007154818,0.012521587,13.360471,-0.020182377114434335,-0.030775522166502776,0,0
2022-03-25,0.005304466,0.011985434,0.0066016247,0.012968953,12.991947,-0.019429761566711074,-0.02962788052149326,0,0
2022-03-28,0.006919683,0.011352213,0.00864411,0.0117296865,13.070541,-0.018403236537374388,-0.028062562243289707,0,0
2022-03-29,0.0125090005,0.010964459,0.0068160472,0.010839822,13.118995,-0.01777464238203779,-0.027104037226558162,0,0
2022-03-30,-0.0063981134,0.010100022,0.0073569035,0.01117814,13.46723,-0.016373291630511724,-0.024967158063508965,0,0
2022-03-31,-0.014298871,0.010178082,0.009951601,0.01038865,12.889313,-0.01649983656190752,-0.025160122763313555,0,0
2022-04-01,0.0018743115,0.01110513,0.008467863,0.011302959,13.431808,-0.018002687597151443,-0.027451776768481387,0,0
