DATE,ret_true,sigma_lstm_wf,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2022-01-03,0.005762497,0.004761267,0.006186043,0.0062427786,8.195933,-0.007674319366322381,-0.011922698253500728,0,0
2022-01-04,-0.00036571667,0.005370195,0.0064620697,0.0066296468,8.265491,-0.008658355579838706,-0.013439553239998889,0,0
2022-01-05,-0.019363783,0.00599659,0.008638585,0.0059992243,8.160969,-0.009663981121892038,-0.015020596477246026,1,1
2022-01-06,-0.0010660982,0.006977234,0.0080839,0.012177505,7.2326293,-0.011189491150222415,-0.017633497587034398,0,0
2022-01-07,-0.0042222342,0.0075818393,0.0069747576,0.009582959,7.123908,-0.01215048112619566,-0.019183993326153514,0,0
2022-01-10,-0.0011789927,0.007512753,0.016614271,0.008301621,6.9758267,-0.012027434294419343,-0.019040485829047476,0,0
2022-01-11,0.0091276085,0.0102804145,0.010839752,0.0071833567,7.0404606,-0.016465785650077832,-0.026036023541054772,0,0
2022-01-12,0.0023882193,0.011033541,0.006471696,0.00806783,7.342129,-0.01770670140240081,-0.027852868088522144,0,0
2022-01-13,-0.013716757,0.009032459,0.0109671,0.0071375114,7.363493,-0.014497223854910321,-0.0227963291263879,0,0
2022-01-14,0.00059096894,0.009719453,0.009303108,0.009573054,7.451891,-0.015607997623843939,-0.024508003612118297,0,0
2022-01-18,-0.018101513,0.009933085,0.0114238085,0.00806732,7.3444724,-0.015940909875281233,-0.025074288878947762,1,0
2022-01-19,-0.010334873,0.010593938,0.011109728,0.011996146,6.668181,-0.016920042255570974,-0.026946453026974078,0,0
2022-01-20,-0.011001334,0.011046886,0.023462562,0.0110485945,7.0754256,-0.017697681805920518,-0.027966333971806825,0,0
2022-01-21,-0.019121258,0.014873605,0.01424319,0.010700719,7.57697,-0.023901649689031093,-0.037457594349523976,0,0
2022-01-24,0.0031272236,0.015230744,0.035095066,0.013404795,8.206373,-0.024550361780504053,-0.038135925687974075,0,0
2022-01-25,-0.012510517,0.020595577,0.019793717,0.010707448,9.107139,-0.033307207353928864,-0.05120812662221764,0,0
2022-01-26,-0.0017260232,0.021309538,0.024141645,0.010987585,10.302752,-0.03454519982008165,-0.05267697441094951,0,0
2022-01-27,-0.0054854774,0.02205874,0.025549112,0.008907998,10.049522,-0.03575974285347942,-0.05452899589655401,0,0
2022-01-28,0.024140287,0.023621418,0.023705536,0.0081299655,10.184022,-0.03829302154159791,-0.058391919177497,0,0
2022-01-31,0.018146675,0.023875875,0.013839379,0.014036561,8.905646,-0.038587095411667736,-0.05945073134436062,0,0
2022-02-01,0.006803688,0.019445414,0.011266878,0.014907269,8.660896,-0.031400093334403786,-0.048508760537273155,0,0
2022-02-02,0.009273297,0.015347794,0.007077817,0.012710192,8.770387,-0.02479297742870644,-0.03825460468264882,0,0
2022-02-03,-0.02393371,0.0113761,0.008441929,0.011671173,8.397188,-0.018351524300629907,-0.028438813742148513,1,0
2022-02-04,0.0052446695,0.010038248,0.014395354,0.015798304,8.371882,-0.01619170947472471,-0.025099585864556392,0,0
2022-02-07,-0.0037354042,0.0116241,0.007602334,0.013341822,8.111682,-0.01872910598773719,-0.02912917819421916,0,0
2022-02-08,0.008177388,0.010370318,0.009874161,0.011257358,8.271888,-0.01672049009397091,-0.025951552578947948,0,0
2022-02-09,0.014356287,0.01008759,0.006808479,0.010391234,8.561801,-0.016283304229609996,-0.025184208769291585,0,0
2022-02-10,-0.017685924,0.008994568,0.012177775,0.011436585,9.03856,-0.014542896614195057,-0.022374728420184814,1,0
2022-02-11,-0.019760383,0.0101082465,0.016334744,0.013036129,9.375885,-0.016360160040451956,-0.02508625139638888,1,0
2022-02-14,-0.0035213304,0.0125881545,0.011650509,0.014603836,9.995941,-0.020406644805968745,-0.03111855048183714,0,0
2022-02-15,0.015917253,0.012512618,0.009524022,0.012564321,10.381424,-0.02028438548192594,-0.030931071770848508,0,0
