DATE,ret_true,sigma_lstm_wf,gk_vol_actual,garch_pred,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2024-04-17,-0.0059578205,0.008093321,0.009338562,0.007596449,62.806072,-0.01312019918182382,-0.02000661163250034,0,0
2024-04-18,-0.0026208446,0.008098324,0.0077305683,0.007579931,80.34135,-0.013128309954358193,-0.02001897951456417,0,0
2024-04-19,-0.009002573,0.007994729,0.012202745,0.0075269933,78.02768,-0.012960371387275795,-0.019762894858898972,0,0
2024-04-22,0.00870544,0.009005813,0.009033493,0.007529393,95.731834,-0.014599453017349898,-0.022262282951443137,0,0
2024-04-23,0.011621167,0.008905222,0.00807709,0.0075310497,96.52668,-0.014436383445767061,-0.022013622885957568,0,0
2024-04-24,0.00019580967,0.008316842,0.0077760513,0.0075493334,86.494354,-0.013482553219753009,-0.020559154807329626,0,0
2024-04-25,-0.0049559707,0.008019199,0.015315876,0.0075254077,99.92328,-0.013000039057319028,-0.01982338293975224,0,0
2024-04-26,0.009643937,0.009867597,0.005793977,0.0075110085,98.301834,-0.015996504468637658,-0.024392606236112196,0,0
2024-04-29,0.0030160067,0.008196191,0.0048185177,0.007516188,99.999794,-0.013286963754671536,-0.02026090609836837,0,0
2024-04-30,-0.015665093,0.006634598,0.009187878,0.0075864983,96.37493,-0.010755443103929651,-0.016400663597689578,1,0
2024-05-01,-0.0040539927,0.0075071193,0.01237562,0.007699882,93.69954,-0.012169900222436596,-0.018557528280048783,0,0
2024-05-02,0.008877549,0.009001634,0.009824399,0.007667809,98.210884,-0.014592679129695281,-0.02225195364640211,0,0
2024-05-03,0.012346137,0.0091092065,0.0075780703,0.007692275,99.91903,-0.014767066647135134,-0.022517872119637516,0,0
2024-05-06,0.009989225,0.008303889,0.005259662,0.0077512893,96.86879,-0.013461554674419484,-0.020527134733890704,0,0
2024-05-07,0.0013915215,0.007063335,0.0031439837,0.0077758287,99.99677,-0.01145047469863781,-0.017460497140987245,0,0
2024-05-08,-0.00019181892,0.0055651744,0.003973117,0.007774028,94.01207,-0.009021784464549702,-0.013757057763606338,0,0
2024-05-09,0.005023093,0.005245777,0.0057351487,0.007734655,99.95669,-0.008504004899454307,-0.012967510705169952,0,0
2024-05-10,0.0013828953,0.005721367,0.0041595055,0.0077123814,98.43404,-0.009274990798372481,-0.014143164766516746,0,0
2024-05-13,-0.00014296948,0.005390717,0.0041001015,0.0076749367,99.771645,-0.008738970013008057,-0.013325802199750962,0,0
2024-05-14,0.0045649153,0.00510406,0.0070222453,0.0076337676,99.711296,-0.008274264946437529,-0.012617186906515804,0,0
2024-05-15,0.01197845,0.0058692377,0.0056987554,0.0076054125,99.99461,-0.009514705904415664,-0.014508699387034824,0,0
2024-05-16,-0.0023936369,0.005945687,0.004244005,0.007654159,99.99831,-0.009638639521532441,-0.014697682169346648,0,0
2024-05-17,0.0013148629,0.005358495,0.0028724177,0.007620832,91.854004,-0.008686733599511975,-0.013246148406130313,0,0
2024-05-20,0.00084435695,0.004571603,0.003233542,0.007596542,97.267715,-0.007411092226331859,-0.011300959832246457,0,0
2024-05-21,0.0025288016,0.0043706265,0.002917056,0.007558041,99.88101,-0.007085285616400165,-0.01080414677157013,0,0
2024-05-22,-0.003232383,0.00417244,0.0053436523,0.0075301505,99.54216,-0.006764003230835849,-0.010314232569562183,0,0
2024-05-23,-0.008056011,0.0047801943,0.010909032,0.007505266,99.99948,-0.007749242233590837,-0.0118165949819117,1,0
2024-05-24,0.0068352968,0.006437063,0.004004386,0.0075145257,99.99892,-0.01043521613158638,-0.015912358764726464,0,0
2024-05-28,0.00061054365,0.0054619783,0.005606994,0.0075118593,99.97692,-0.00885449239608971,-0.013501958934961004,0,0
2024-05-29,-0.0076823756,0.0053646336,0.0058058403,0.0074791196,88.20008,-0.008696685120734949,-0.013261323192541821,0,0
2024-05-30,-0.005884045,0.0056359135,0.0047840886,0.007497783,88.20594,-0.009136461166665753,-0.013931924944411807,0,0
2024-05-31,0.008058061,0.00536193,0.012582615,0.0074903276,99.42715,-0.008692302265191661,-0.013254639903097757,0,0
2024-06-03,0.00033041468,0.0071135582,0.008902001,0.0074916636,94.86902,-0.011531892169405058,-0.017584648283448356,0,0
