metric,value
asset,BTCUSDT
group,crypto_hour
start,2022-08-01 00:00:00
end,2023-08-30 23:00:00
mae,0.004196339448954472
rmse,0.007223934762191241
R2_ret,-1.0542598089166866
R2_price,0.9987994713873966
mae_price,95.75126233358539
rmse_price,159.9121575719667
DA,0.5313851672117312
F1_Score,0.5326315789473685
Precision,0.5374973443807096
Recall,0.5278531191320676
avg_loss,0.1412452808194815
total_return,0.3062091885807803
ann_return,0.1858260748147038
max_drawdown,-0.4137433945516541
